Valor nulo: -9999.9												
Fecha (GMT)	Altura Signif. del Oleaje(m)	Periodo Medio(s)	Periodo de Pico(s)	Direcc. Media de Proced.(0=N,90=E)	Mar de viento:  Altura signif. Espectral(m)	Mar de viento: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 1:  Altura signif. Espectral(m)	Mar de fondo 1:  Periodo Medio Espectral(s)	Mar de fondo 1: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 2:  Altura signif. Espectral(m)	Mar de fondo 2:  Periodo Medio Espectral(s)	Mar de fondo 2: Direcc. Media de Proced.(0=N,90=E)
2023 08 24 10	0.88	4.2	9.1	329	0.26	291	0.6	8.45	325	0.38	4.54	29
2023 08 24 11	0.97	4.09	9.1	320	0.39	294	0.59	8.29	323	0.56	4.22	308
2023 08 24 12	1.07	4.35	5.13	316	0.22	283	0.84	4.29	307	0.84	12.72	325
2023 08 24 13	1.11	4.49	5.65	314	0.27	282	0.4	9.05	333	0.34	7.94	312
2023 08 24 14	1.12	4.49	5.65	312	0.33	281	0.92	4.88	308	0.92	20.89	333
2023 08 24 15	1.16	4.44	6.21	310	0.47	285	0.86	5.07	306	0.86	21.79	333
2023 08 24 16	1.27	4.69	6.83	310	0.37	277	0.85	5.24	317	0.7	5.25	294
2023 08 24 17	1.31	4.91	6.83	310	0.23	268	1.19	5.12	307	0.33	7.71	329
2023 08 24 18	1.24	4.91	6.21	309	0.17	264	1.13	4.99	306	0.45	8.38	330
2023 08 24 19	1.16	4.84	6.21	308	0.17	265	1.05	4.89	304	0.47	8.03	329
2023 08 24 20	1.12	4.69	6.21	310	0.23	278	1.0	4.93	307	0.44	8.06	329
2023 08 24 21	1.05	4.7	5.65	314	0.0	180	0.97	4.45	311	0.4	8.17	329
2023 08 24 22	0.98	4.71	5.65	319	0.0	180	0.5	4.27	284	0.5	9.92	326
2023 08 24 23	0.95	4.76	5.65	324	0.0	180	0.86	5.0	332	0.38	3.9	282
2023 08 25 00	0.96	4.93	7.52	328	0.0	180	0.89	5.02	331	0.24	8.67	338
2023 08 25 01	1.02	5.18	6.83	331	0.0	180	0.76	5.92	320	0.66	4.85	350
2023 08 25 02	1.09	5.4	6.83	333	0.0	180	0.84	5.76	321	0.69	4.99	350
2023 08 25 03	1.13	5.55	6.83	334	0.0	180	0.84	5.86	319	0.75	5.23	352
2023 08 25 04	1.14	5.6	6.83	335	0.0	180	0.84	5.91	320	0.77	5.29	353
2023 08 25 05	1.12	5.47	6.83	336	0.08	320	1.01	5.41	340	0.46	7.86	316
2023 08 25 06	1.09	5.28	6.83	337	0.05	311	1.0	5.15	341	0.43	7.85	316
2023 08 25 07	1.06	5.23	6.83	338	0.03	300	1.06	5.28	338	0.01	4.22	68
2023 08 25 08	1.03	5.24	6.83	338	0.0	180	0.91	5.37	329	0.48	4.83	13
2023 08 25 09	1.01	5.25	6.83	339	0.0	180	0.87	5.34	328	0.51	5.0	11
2023 08 25 10	1.0	5.23	6.83	340	0.0	180	0.85	5.33	328	0.51	4.99	13
2023 08 25 11	0.99	5.22	6.83	340	0.0	180	0.85	5.32	328	0.43	4.48	13
2023 08 25 12	0.98	5.2	6.83	341	0.0	180	0.83	5.3	328	0.5	4.88	14
2023 08 25 13	0.96	5.2	6.83	341	0.0	180	0.81	5.31	328	0.5	4.86	15
2023 08 25 14	0.94	5.18	6.83	341	0.02	299	0.79	5.35	327	0.5	4.84	15
2023 08 25 15	0.92	5.13	6.21	341	0.05	306	0.63	4.97	333	0.43	7.01	314
2023 08 25 16	0.89	5.02	6.21	341	0.05	315	0.73	5.41	325	0.51	4.73	14
2023 08 25 17	0.87	4.88	6.21	340	0.06	304	0.61	4.78	324	0.38	7.99	325
2023 08 25 18	0.86	4.84	6.21	339	0.0	180	0.55	4.25	326	0.55	9.34	322
2023 08 25 19	0.83	4.87	6.21	338	0.0	180	0.54	4.33	325	0.54	9.22	322
2023 08 25 20	0.81	4.91	6.21	338	0.0	180	0.5	4.26	322	0.5	8.18	323
2023 08 25 21	0.8	4.89	6.21	337	0.0	180	0.49	4.27	322	0.49	8.27	323
2023 08 25 22	0.79	4.83	6.21	336	0.0	180	0.5	4.23	322	0.5	8.45	323
2023 08 25 23	0.78	4.76	7.52	335	0.0	180	0.66	5.01	322	0.4	4.21	12
2023 08 26 00	0.76	4.72	7.52	334	0.0	180	0.68	4.91	324	0.34	4.11	16
2023 08 26 01	0.75	4.69	7.52	333	0.0	180	0.67	4.9	324	0.32	4.04	16
2023 08 26 02	0.73	4.68	7.52	333	0.0	180	0.66	4.89	324	0.31	3.98	16
2023 08 26 03	0.72	4.67	7.52	332	0.0	180	0.67	4.9	325	0.28	3.79	18
2023 08 26 04	0.72	4.67	7.52	332	0.0	180	0.67	4.91	325	0.26	3.67	17
2023 08 26 05	0.72	4.66	7.52	331	0.0	180	0.52	4.05	332	0.52	8.03	322
2023 08 26 06	0.72	4.64	7.52	331	0.0	180	0.55	3.91	337	0.55	8.28	323
2023 08 26 07	0.73	4.68	7.52	330	0.01	225	0.54	3.93	335	0.54	7.7	324
2023 08 26 08	0.75	4.77	6.83	329	0.0	180	0.55	4.89	313	0.5	4.64	349
2023 08 26 09	0.77	4.86	6.83	329	0.02	289	0.62	4.94	341	0.46	4.83	306
2023 08 26 10	0.81	4.77	6.83	328	0.1	279	0.8	5.14	328	0.01	17.74	30
2023 08 26 11	0.85	4.8	6.83	327	0.07	265	0.84	5.03	328	0.01	17.65	32
2023 08 26 12	0.89	4.81	6.83	327	0.14	290	0.87	5.39	328	0.0	2.63	260
2023 08 26 13	0.94	4.63	6.83	326	0.24	300	0.91	5.65	327	0.02	3.19	272
2023 08 26 14	1.01	4.51	7.52	325	0.34	306	0.94	5.91	327	0.02	3.5	271
2023 08 26 15	1.08	4.47	7.52	325	0.36	303	1.02	5.74	327	0.04	3.5	271
2023 08 26 16	1.16	4.5	7.52	324	0.36	292	1.1	5.51	327	0.02	4.02	256
2023 08 26 17	1.21	4.8	8.27	325	0.0	180	1.21	4.8	325	0.01	17.51	34
2023 08 26 18	1.31	4.66	8.27	326	0.57	324	1.17	6.43	326	0.04	2.75	262
2023 08 26 19	1.4	4.76	8.27	326	0.0	180	1.4	4.76	326	0.01	15.22	41
2023 08 26 20	1.39	4.94	8.27	325	0.1	276	1.39	5.1	325	0.01	15.22	41
2023 08 26 21	1.49	4.6	8.27	323	1.13	315	0.92	8.33	331	0.29	3.86	9
2023 08 26 22	1.44	4.92	8.27	324	0.0	180	1.44	4.92	324	0.01	15.23	41
2023 08 26 23	1.44	5.12	8.27	326	0.07	276	1.44	5.21	326	0.01	15.21	42
2023 08 27 00	1.47	5.19	8.27	327	0.06	265	1.46	5.28	327	0.01	15.21	42
2023 08 27 01	1.5	5.21	8.27	328	0.18	294	1.49	5.55	328	0.0	2.17	243
2023 08 27 02	1.51	5.22	8.27	329	0.1	275	1.51	5.37	329	0.0	2.17	243
2023 08 27 03	1.51	5.25	8.27	329	0.09	278	1.5	5.39	329	0.01	15.27	42
2023 08 27 04	1.52	5.27	8.27	329	0.14	310	1.52	5.49	330	0.01	15.27	42
2023 08 27 05	1.55	5.14	8.27	329	0.42	320	1.49	5.98	330	0.01	15.27	42
2023 08 27 06	1.57	5.07	8.27	329	0.52	320	1.47	6.21	330	0.04	3.02	263
2023 08 27 07	1.57	5.11	8.27	328	0.43	311	1.51	6.02	330	0.03	3.19	262
2023 08 27 08	1.55	5.28	8.27	328	0.26	294	1.53	5.78	329	0.01	2.9	253
2023 08 27 09	1.55	5.24	8.27	328	0.36	299	1.5	6.01	329	0.02	3.5	263
2023 08 27 10	1.56	5.09	8.27	327	0.56	304	1.45	6.35	330	0.04	4.67	273
2023 08 27 11	1.59	5.02	8.27	326	0.64	307	1.45	6.45	330	0.05	4.69	272
2023 08 27 12	1.6	5.09	8.27	326	0.54	302	1.5	6.3	329	0.07	4.24	272
2023 08 27 13	1.61	5.16	8.27	326	0.51	298	1.53	6.26	329	0.03	4.24	262
2023 08 27 14	1.63	5.2	8.27	326	0.51	299	1.54	6.33	329	0.07	4.24	272
2023 08 27 15	1.67	5.12	8.27	326	0.72	305	1.5	6.7	331	0.05	5.16	272
2023 08 27 16	1.67	5.26	8.27	326	0.46	292	1.6	6.19	329	0.08	4.24	272
2023 08 27 17	1.68	5.28	8.27	327	0.61	304	1.56	6.63	330	0.06	4.68	272
2023 08 27 18	1.7	5.22	8.27	327	0.64	299	1.57	6.53	332	0.05	5.16	272
2023 08 27 19	1.69	5.19	8.27	327	0.64	293	1.56	6.55	332	0.02	5.13	260
2023 08 27 20	1.67	5.21	8.27	327	0.58	290	1.57	6.48	331	0.03	4.71	260
2023 08 27 21	1.66	5.23	8.27	327	0.58	288	1.49	6.3	330	0.46	9.58	349
2023 08 27 22	1.63	5.38	8.27	328	0.31	274	1.53	5.82	327	0.47	9.58	349
2023 08 27 23	1.58	5.61	8.27	329	0.13	254	1.5	5.66	327	0.47	9.56	349
2023 08 28 00	1.52	5.77	8.27	330	0.13	257	1.51	6.01	330	0.01	15.52	42
2023 08 28 01	1.47	5.85	8.27	330	0.1	255	1.47	6.06	331	0.01	18.01	35
2023 08 28 02	1.43	5.8	8.27	330	0.15	270	1.42	6.14	331	0.0	3.19	242
2023 08 28 03	1.42	5.56	8.27	330	0.2	272	1.4	6.06	330	0.01	15.33	43
2023 08 28 04	1.41	5.35	8.27	328	0.25	274	1.38	5.98	330	0.01	15.5	42
2023 08 28 05	1.43	5.13	8.27	327	0.32	274	1.39	5.85	329	0.01	17.07	37
2023 08 28 06	1.47	5.07	8.27	326	0.3	269	1.44	5.7	328	0.01	16.39	40
2023 08 28 07	1.46	5.17	7.52	327	0.25	265	1.44	5.67	328	0.0	3.5	221
2023 08 28 08	1.41	5.32	7.52	328	0.16	256	1.4	5.63	328	0.01	15.51	42
2023 08 28 09	1.41	5.05	7.52	327	0.4	277	1.35	5.98	330	0.01	15.51	42
2023 08 28 10	1.44	4.82	7.52	324	0.51	281	1.34	5.96	330	0.0	5.13	241
2023 08 28 11	1.43	4.87	7.52	323	0.38	274	1.38	5.68	326	0.01	4.62	233
2023 08 28 12	1.41	4.93	7.52	322	0.37	274	1.36	5.76	325	0.0	3.86	230
2023 08 28 13	1.44	4.74	7.52	320	0.67	289	1.27	6.3	328	0.01	5.13	249
2023 08 28 14	1.44	4.73	7.52	320	0.57	283	1.32	5.98	326	0.01	5.0	235
2023 08 28 15	1.46	4.67	7.52	319	0.75	290	1.26	6.34	329	0.01	5.65	249
2023 08 28 16	1.52	4.67	7.52	318	0.8	290	1.29	6.33	328	0.03	5.65	260
2023 08 28 17	1.56	4.74	7.52	318	0.75	287	1.29	6.05	323	0.43	8.71	352
2023 08 28 18	1.55	4.91	7.52	318	0.52	279	1.18	5.85	310	1.18	8.58	347
2023 08 28 19	1.57	4.85	7.52	318	0.71	285	1.14	6.4	314	1.14	8.5	350
2023 08 28 20	1.57	4.9	7.52	318	0.6	280	1.21	6.11	312	0.79	5.98	350
2023 08 28 21	1.56	4.99	7.52	318	0.5	279	1.24	6.0	311	0.79	5.96	350
2023 08 28 22	1.54	5.1	7.52	320	0.3	294	1.51	5.7	321	0.01	15.79	41
2023 08 28 23	1.47	5.27	7.52	321	0.12	276	1.47	5.49	321	0.01	15.3	43
2023 08 29 00	1.43	5.43	7.52	322	0.05	270	1.42	5.49	322	0.01	17.8	39
2023 08 29 01	1.4	5.48	7.52	322	0.11	270	1.39	5.69	322	0.01	17.72	40
2023 08 29 02	1.38	5.45	7.52	322	0.14	272	1.37	5.75	322	0.01	18.32	38
2023 08 29 03	1.36	5.41	7.52	322	0.1	263	1.35	5.61	322	0.01	18.17	38
2023 08 29 04	1.35	5.27	7.52	321	0.14	270	1.34	5.58	322	0.01	2.63	242
2023 08 29 05	1.32	5.37	7.52	322	0.13	266	1.31	5.65	322	0.0	2.63	233
2023 08 29 06	1.29	5.57	7.52	322	0.03	241	1.29	5.63	322	0.01	18.32	38
2023 08 29 07	1.26	5.68	7.52	322	0.05	253	1.26	5.79	322	0.01	17.96	39
2023 08 29 08	1.23	5.75	7.52	322	0.02	239	1.23	5.8	322	0.01	17.96	39
2023 08 29 09	1.2	5.8	7.52	322	0.02	248	1.2	5.86	322	0.01	17.96	39
2023 08 29 10	1.26	5.21	7.52	320	0.3	292	1.22	6.06	322	0.01	3.86	261
2023 08 29 11	1.43	4.66	7.52	317	0.63	301	1.28	6.08	321	0.03	4.24	262
2023 08 29 12	1.4	4.76	7.52	317	0.36	285	1.34	5.51	319	0.03	3.5	252
2023 08 29 13	1.32	4.84	7.52	317	0.39	287	1.25	5.79	320	0.05	3.88	261
2023 08 29 14	1.25	4.94	7.52	317	0.28	283	1.22	5.69	319	0.03	3.26	249
2023 08 29 15	1.2	4.89	7.52	318	0.36	292	1.14	6.04	320	0.04	3.5	262
2023 08 29 16	1.17	4.81	7.52	318	0.29	286	1.13	5.74	320	0.02	3.19	252
2023 08 29 17	1.17	4.47	7.52	317	0.51	291	1.05	6.13	322	0.01	5.27	240
2023 08 29 18	1.22	4.38	7.52	316	0.45	291	1.12	5.57	320	0.04	3.89	260
2023 08 29 19	1.26	4.42	7.52	316	0.51	295	1.14	5.67	320	0.08	4.24	272
2023 08 29 20	1.32	4.35	7.52	314	0.74	297	1.09	5.95	322	0.03	5.13	262
2023 08 29 21	1.37	4.34	6.83	313	0.79	295	1.11	5.93	321	0.05	5.13	262
2023 08 29 22	1.37	4.34	6.83	312	0.74	289	1.15	5.69	321	0.02	5.25	248
2023 08 29 23	1.35	4.42	6.83	313	0.55	287	1.23	5.49	318	0.04	4.24	252
2023 08 30 00	1.3	4.65	7.52	316	0.25	299	1.28	5.15	316	0.01	14.77	48
2023 08 30 01	1.26	4.87	7.52	317	0.18	289	1.25	5.25	318	0.01	14.21	49
2023 08 30 02	1.26	5.04	7.52	318	0.1	276	1.26	5.21	319	0.01	16.93	42
2023 08 30 03	1.27	5.04	7.52	319	0.13	285	1.26	5.34	320	0.05	2.06	158
2023 08 30 04	1.28	5.02	7.52	320	0.16	285	1.26	5.4	320	0.0	2.39	243
2023 08 30 05	1.3	4.95	7.52	320	0.22	292	1.28	5.49	321	0.02	2.63	252
2023 08 30 06	1.33	4.85	7.52	321	0.33	294	1.29	5.64	322	0.01	3.19	252
2023 08 30 07	1.34	4.93	7.52	321	0.19	284	1.32	5.36	321	0.02	2.63	251
2023 08 30 08	1.33	5.08	7.52	321	0.12	279	1.32	5.35	321	0.01	2.17	242
2023 08 30 09	1.31	5.11	7.52	321	0.23	291	1.2	5.47	324	0.46	8.79	307
2023 08 30 10	1.3	5.08	7.52	321	0.31	293	1.17	5.73	325	0.47	8.81	307
2023 08 30 11	1.3	5.12	7.52	321	0.3	290	1.26	6.02	323	0.01	3.19	251
2023 08 30 12	1.29	5.2	7.52	322	0.28	291	1.16	5.83	326	0.48	8.81	307
2023 08 30 13	1.27	5.34	7.52	323	0.19	292	1.16	5.71	326	0.48	8.81	307
2023 08 30 14	1.26	5.39	7.52	323	0.21	293	1.14	5.84	327	0.48	8.81	307
2023 08 30 15	1.24	5.52	8.27	324	0.11	290	1.14	5.57	327	0.47	8.8	307
2023 08 30 16	1.22	5.62	8.27	324	0.13	290	0.97	6.84	314	0.73	5.15	343
2023 08 30 17	1.21	5.63	8.27	324	0.15	288	0.95	7.02	314	0.72	5.18	343
2023 08 30 18	1.19	5.71	8.27	324	0.04	266	0.93	6.26	313	0.71	5.13	343
2023 08 30 19	1.18	5.66	8.27	324	0.14	289	0.9	6.86	313	0.7	5.17	343
2023 08 30 20	1.17	5.65	8.27	324	0.0	180	0.9	5.84	312	0.68	5.05	343
2023 08 30 21	1.16	5.77	7.52	324	0.0	180	1.09	5.51	323	0.39	11.37	335
2023 08 30 22	1.16	5.8	7.52	324	0.01	217	1.08	5.54	322	1.08	29.22	335
2023 08 30 23	1.18	5.78	7.52	323	0.01	215	1.08	5.45	321	1.08	25.64	334
2023 08 31 00	1.21	5.78	7.52	323	0.02	215	0.98	5.44	313	0.98	21.25	333
2023 08 31 01	1.23	5.81	7.52	323	0.01	224	1.0	5.09	320	1.0	17.8	333
2023 08 31 02	1.22	5.87	11.01	323	0.02	217	0.98	5.1	320	0.98	13.43	327
2023 08 31 03	1.2	5.94	11.01	323	0.02	238	1.08	6.32	318	0.52	5.05	345
2023 08 31 04	1.18	6.02	11.01	324	0.02	239	1.06	6.42	319	0.51	5.08	345
2023 08 31 05	1.17	6.07	11.01	324	0.02	241	1.05	6.48	319	0.5	5.09	345
2023 08 31 06	1.17	6.1	11.01	324	0.0	180	1.17	6.1	324	0.01	18.6	31
2023 08 31 07	1.19	6.12	11.01	324	0.01	220	1.19	6.18	324	0.01	18.59	31
2023 08 31 08	1.2	6.2	10.01	324	0.0	180	1.2	6.2	324	0.01	18.58	30
2023 08 31 09	1.2	6.3	10.01	324	0.0	180	1.2	6.3	324	0.01	18.53	25
2023 08 31 10	1.2	6.38	10.01	324	0.02	304	1.19	6.4	324	0.01	18.5	25
2023 08 31 11	1.19	6.33	10.01	324	0.08	289	1.18	6.61	325	0.01	18.5	25
2023 08 31 12	1.18	6.03	10.01	324	0.07	297	1.18	6.28	324	0.01	18.44	25
2023 08 31 13	1.17	5.87	10.01	324	0.0	180	1.17	5.87	324	0.01	18.44	25
2023 08 31 14	1.16	5.88	10.01	323	0.0	180	1.16	5.88	323	0.01	5.3	47
2023 08 31 15	1.14	5.96	9.1	323	0.0	180	1.14	5.96	323	0.01	5.29	47
2023 08 31 16	1.12	6.02	9.1	323	0.0	180	1.12	6.02	323	0.01	4.79	38
2023 08 31 17	1.11	6.01	9.1	323	0.0	180	1.11	6.01	323	0.02	4.8	42
2023 08 31 18	1.11	5.94	9.1	322	0.0	180	1.11	5.94	322	0.01	4.87	42
2023 08 31 19	1.11	5.84	9.1	321	0.0	180	1.1	5.84	321	0.01	4.84	42
2023 08 31 20	1.11	5.77	9.1	320	0.0	180	1.11	5.77	320	0.01	18.27	23
2023 08 31 21	1.11	5.73	9.1	319	0.0	180	1.11	5.73	319	0.01	4.38	43
2023 08 31 22	1.1	5.7	9.1	318	0.0	180	1.1	5.7	318	0.01	4.37	43
2023 08 31 23	1.08	5.69	9.1	318	0.0	180	1.08	5.69	318	0.01	4.47	43
2023 09 01 00	1.06	5.69	8.27	318	0.0	180	1.06	5.69	318	0.01	4.51	42
2023 09 01 01	1.03	5.71	8.27	318	0.0	180	1.03	5.71	318	0.01	18.17	25
2023 09 01 02	1.01	5.75	8.27	317	0.0	180	1.01	5.75	317	0.01	18.17	25
2023 09 01 03	0.99	5.8	8.27	317	0.0	180	0.86	5.37	311	0.86	15.1	335
2023 09 01 04	0.98	5.88	8.27	316	0.0	180	0.94	5.73	315	0.27	9.42	338
2023 09 01 05	0.98	5.96	8.27	316	0.0	180	0.94	5.83	314	0.26	9.43	338
2023 09 01 06	0.97	6.05	8.27	315	0.0	180	0.97	6.05	315	0.01	17.67	26
2023 09 01 07	0.97	6.12	8.27	314	0.0	180	0.97	6.12	314	0.01	17.67	26
2023 09 01 08	0.98	6.15	8.27	314	0.0	180	0.98	6.14	314	0.01	17.67	30
2023 09 01 09	1.0	6.16	9.1	313	0.0	180	1.0	6.16	313	0.01	17.69	31
2023 09 01 10	1.03	6.23	9.1	312	0.0	180	1.03	6.23	312	0.01	17.51	37
2023 09 01 11	1.07	6.35	9.1	312	0.0	180	1.07	6.35	312	0.01	17.5	39
2023 09 01 12	1.12	6.48	9.1	311	0.0	180	1.12	6.48	311	0.01	17.3	43
2023 09 01 13	1.16	6.59	9.1	310	0.0	180	1.16	6.59	310	0.01	17.29	45
2023 09 01 14	1.18	6.66	8.27	309	0.0	180	1.18	6.66	309	0.01	17.26	46
2023 09 01 15	1.17	6.69	8.27	308	0.0	180	1.17	6.69	308	0.01	6.37	6
2023 09 01 16	1.19	6.24	8.27	307	0.16	308	1.17	6.96	307	0.01	6.11	6
2023 09 01 17	1.31	5.29	8.27	306	0.38	304	1.25	6.75	307	0.02	3.19	263
2023 09 01 18	1.42	5.18	8.27	306	0.22	278	1.4	5.68	306	0.01	2.9	242
2023 09 01 19	1.37	5.34	8.27	305	0.13	277	1.36	5.66	305	0.05	1.87	141
2023 09 01 20	1.27	5.6	8.27	305	0.0	180	1.27	5.6	305	0.01	17.07	48
2023 09 01 21	1.21	5.93	8.27	306	0.0	180	1.11	5.54	303	0.49	11.51	319
2023 09 01 22	1.2	6.29	8.27	307	0.0	180	1.05	5.68	303	0.59	11.56	319
2023 09 01 23	1.23	6.41	8.27	308	0.11	307	0.96	5.8	302	0.96	14.21	318
2023 09 02 00	1.27	6.38	12.11	310	0.0	180	0.94	5.11	303	0.94	12.23	317
2023 09 02 01	1.31	6.71	12.11	311	0.0	180	0.93	11.13	317	0.92	5.21	303
2023 09 02 02	1.35	7.06	12.11	311	0.0	180	1.35	7.06	311	0.01	18.15	48
2023 09 02 03	1.4	7.39	11.01	312	0.0	180	1.4	7.39	312	0.01	18.15	48
2023 09 02 04	1.44	7.68	11.01	313	0.0	180	1.44	7.68	313	0.01	18.15	48
2023 09 02 05	1.48	7.93	11.01	313	0.0	180	1.48	7.93	313	0.01	18.15	48
2023 09 02 06	1.52	8.1	11.01	314	0.0	180	1.52	8.1	314	0.01	18.15	48
2023 09 02 07	1.56	8.15	11.01	314	0.0	180	1.55	8.39	314	0.06	1.46	31
2023 09 02 08	1.59	7.83	11.01	314	0.1	24	1.58	8.59	314	0.09	2.28	23
2023 09 02 09	1.62	7.4	11.01	315	0.09	29	1.6	8.79	314	0.19	2.21	28
2023 09 02 10	1.67	6.7	11.01	317	0.26	43	1.62	8.89	314	0.28	2.72	358
2023 09 02 11	1.7	6.4	11.01	318	0.12	59	1.62	8.94	314	0.48	2.81	24
2023 09 02 12	1.71	6.35	11.01	319	0.17	59	1.62	9.05	314	0.44	3.05	33
2023 09 02 13	1.71	6.44	11.01	320	0.13	66	1.61	9.08	314	0.33	3.4	351
2023 09 02 14	1.69	6.45	11.01	319	0.33	50	1.6	9.06	314	0.26	3.78	28
2023 09 02 15	1.67	6.37	11.01	319	0.34	52	1.59	9.01	314	0.28	3.63	21
2023 09 02 16	1.65	6.5	11.01	319	0.26	62	1.57	9.0	314	0.44	3.43	15
2023 09 02 17	1.64	6.41	11.01	320	0.28	60	1.54	8.76	314	0.49	4.0	17
2023 09 02 18	1.64	6.4	11.01	324	0.18	68	1.49	8.78	314	0.5	4.49	9
2023 09 02 19	1.63	6.45	11.01	327	0.0	180	1.43	9.01	313	0.78	3.97	25
2023 09 02 20	1.63	6.34	11.01	332	0.0	180	1.37	9.08	313	0.87	4.22	28
2023 09 02 21	1.62	6.23	11.01	337	0.01	105	1.3	9.12	313	0.84	4.08	33
2023 09 02 22	1.59	6.25	11.01	341	0.0	120	1.23	9.18	313	0.56	6.75	18
2023 09 02 23	1.55	6.27	10.01	343	0.0	180	1.17	9.23	313	0.57	6.78	17
2023 09 03 00	1.51	6.17	10.01	345	0.01	107	1.12	9.26	313	0.92	4.5	33
2023 09 03 01	1.5	6.02	10.01	349	0.0	180	1.05	9.32	312	0.92	4.64	38
2023 09 03 02	1.49	6.07	10.01	352	0.04	99	1.01	9.32	312	0.93	4.91	39
2023 09 03 03	1.5	6.08	10.01	356	0.06	93	1.01	5.19	38	1.01	9.68	312
2023 09 03 04	1.48	6.07	10.01	0	0.03	113	1.02	5.17	41	1.02	10.14	312
2023 09 03 05	1.44	6.07	10.01	2	0.0	180	1.0	5.2	43	1.0	10.34	312
2023 09 03 06	1.39	6.09	10.01	3	0.0	180	0.97	5.25	45	0.97	10.39	312
2023 09 03 07	1.34	6.1	10.01	5	0.04	90	0.93	5.33	48	0.93	10.3	312
2023 09 03 08	1.29	6.06	10.01	6	0.1	78	0.87	5.49	51	0.87	10.01	312
2023 09 03 09	1.27	5.89	10.01	9	0.15	76	0.87	5.55	53	0.87	10.32	312
2023 09 03 10	1.27	5.49	9.1	13	0.26	73	0.87	5.66	53	0.87	10.81	313
2023 09 03 11	1.33	4.98	6.21	22	0.5	67	0.89	5.67	52	0.89	11.56	313
2023 09 03 12	1.49	4.77	6.21	34	0.96	63	0.8	5.99	46	0.8	11.0	313
2023 09 03 13	1.58	4.7	6.21	39	1.06	64	0.88	5.99	45	0.6	8.81	314
2023 09 03 14	1.62	4.77	6.21	42	0.91	68	1.1	5.8	50	0.57	8.78	314
2023 09 03 15	1.59	5.0	6.21	42	0.32	74	1.29	5.01	58	0.45	7.75	44
2023 09 03 16	1.64	4.97	6.21	44	1.01	64	1.04	6.38	53	0.51	8.71	315
2023 09 03 17	1.86	5.1	6.83	49	1.36	66	0.65	7.71	62	0.61	5.36	37
2023 09 03 18	1.99	5.41	6.83	49	0.69	77	1.67	5.97	56	0.33	9.22	39
2023 09 03 19	1.94	5.63	6.83	46	0.42	82	1.68	5.8	57	0.58	17.29	328
2023 09 03 20	1.89	5.85	6.83	42	0.19	75	1.64	5.61	57	0.67	17.03	328
2023 09 03 21	1.84	6.0	17.74	38	0.28	80	1.59	5.86	54	0.76	16.75	327
2023 09 03 22	1.9	6.25	17.74	36	0.05	97	1.66	5.66	54	0.84	16.49	327
2023 09 03 23	1.95	6.55	16.12	34	0.0	180	1.68	5.81	54	0.8	15.6	320
2023 09 04 00	2.0	6.85	16.12	32	0.0	180	1.62	5.84	54	1.62	25.47	326
2023 09 04 01	1.99	7.01	16.12	26	0.02	64	1.63	6.0	52	1.63	23.53	326
2023 09 04 02	1.95	7.03	16.12	19	0.14	79	1.5	5.91	50	1.5	19.95	326
2023 09 04 03	1.92	7.19	16.12	11	0.0	180	1.44	5.71	47	1.44	17.86	325
2023 09 04 04	1.89	7.39	16.12	4	0.0	180	1.29	15.12	325	1.28	5.5	45
2023 09 04 05	1.87	7.58	16.12	359	0.0	180	1.04	16.25	334	0.85	13.47	312
2023 09 04 06	1.88	7.71	14.66	355	0.0	180	1.19	14.08	318	0.73	17.25	343
2023 09 04 07	1.88	7.81	14.66	352	0.0	180	1.25	13.94	318	0.74	17.3	344
2023 09 04 08	1.9	7.96	14.66	350	0.0	180	1.5	14.49	325	1.08	5.23	47
2023 09 04 09	1.91	8.14	14.66	347	0.0	180	1.54	14.38	325	1.05	5.21	47
2023 09 04 10	1.93	8.34	14.66	346	0.0	180	1.59	14.28	325	0.81	5.32	57
2023 09 04 11	1.97	8.52	14.66	346	0.0	180	1.63	14.21	325	0.94	5.8	56
2023 09 04 12	1.99	8.7	14.66	344	0.0	180	1.44	13.28	319	0.84	18.0	342
2023 09 04 13	1.99	8.9	14.66	341	0.0	180	1.47	13.15	319	0.86	17.99	342
2023 09 04 14	1.98	9.09	14.66	339	0.0	180	1.45	12.91	318	0.94	17.69	341
2023 09 04 15	1.99	9.19	14.66	337	0.0	180	1.47	12.83	318	0.95	17.64	341
2023 09 04 16	2.0	9.12	13.32	336	0.0	180	1.49	12.75	318	0.95	17.57	341
2023 09 04 17	2.02	8.88	13.32	336	0.0	180	1.37	12.24	315	1.15	16.7	338
2023 09 04 18	2.03	8.7	13.32	336	0.0	180	1.39	12.08	315	1.15	16.64	338
2023 09 04 19	2.04	8.73	13.32	335	0.0	180	1.42	11.81	315	1.42	20.59	338
2023 09 04 20	2.03	8.89	16.12	334	0.0	180	1.43	11.74	315	1.43	20.82	338
2023 09 04 21	2.02	9.1	16.12	333	0.0	180	1.45	11.7	315	1.45	21.04	338
2023 09 04 22	2.02	9.3	16.12	332	0.0	180	1.46	11.66	315	1.46	21.25	338
2023 09 04 23	2.01	9.45	16.12	331	0.0	180	1.38	11.47	312	1.38	17.2	338
2023 09 05 00	2.02	9.55	14.66	331	0.0	180	1.68	12.14	318	0.83	17.06	344
