Valor nulo: -9999.9												
Fecha (GMT)	Altura Signif. del Oleaje(m)	Periodo Medio(s)	Periodo de Pico(s)	Direcc. Media de Proced.(0=N,90=E)	Mar de viento:  Altura signif. Espectral(m)	Mar de viento: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 1:  Altura signif. Espectral(m)	Mar de fondo 1:  Periodo Medio Espectral(s)	Mar de fondo 1: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 2:  Altura signif. Espectral(m)	Mar de fondo 2:  Periodo Medio Espectral(s)	Mar de fondo 2: Direcc. Media de Proced.(0=N,90=E)
2023 06 26 03	1.08	6.77	10.01	303	0.0	180	1.08	6.81	303	0.07	3.61	45
2023 06 26 04	1.09	6.82	10.01	302	0.0	180	0.87	7.0	309	0.65	6.62	290
2023 06 26 05	1.09	6.86	10.01	302	0.0	180	0.86	7.0	309	0.67	6.68	290
2023 06 26 06	1.09	6.88	10.01	302	0.0	180	0.98	6.47	299	0.47	10.74	313
2023 06 26 07	1.08	6.9	9.1	302	0.0	180	0.97	6.47	299	0.47	10.89	313
2023 06 26 08	1.07	6.93	9.1	302	0.0	180	1.07	6.93	302	0.01	17.3	47
2023 06 26 09	1.07	6.96	9.1	302	0.0	180	1.07	6.97	302	0.01	3.62	82
2023 06 26 10	1.07	6.94	9.1	303	0.04	31	0.98	6.68	300	0.42	12.34	316
2023 06 26 11	1.08	6.56	9.1	304	0.08	40	0.97	6.57	301	0.46	12.31	316
2023 06 26 12	1.12	5.4	9.1	306	0.21	36	0.98	6.31	302	0.49	12.26	316
2023 06 26 13	1.18	5.14	9.1	311	0.27	49	0.89	6.81	298	0.6	11.76	314
2023 06 26 14	1.22	5.04	12.11	314	0.34	47	0.89	6.56	299	0.89	16.2	314
2023 06 26 15	1.25	4.96	12.11	317	0.39	47	0.83	6.83	298	0.83	13.5	313
2023 06 26 16	1.26	4.88	12.11	319	0.42	51	0.81	6.97	298	0.81	12.68	313
2023 06 26 17	1.28	4.93	12.11	320	0.43	52	0.79	7.27	299	0.79	11.98	313
2023 06 26 18	1.3	5.06	11.01	322	0.38	58	1.12	8.61	306	0.53	3.81	12
2023 06 26 19	1.33	5.15	11.01	324	0.39	60	1.13	8.75	307	0.56	3.84	17
2023 06 26 20	1.35	5.25	11.01	324	0.34	63	1.16	8.85	307	0.58	3.81	29
2023 06 26 21	1.36	5.4	11.01	324	0.29	67	1.19	8.71	309	0.59	3.71	35
2023 06 26 22	1.39	5.39	11.01	324	0.38	67	1.22	8.81	309	0.54	3.76	33
2023 06 26 23	1.44	5.35	11.01	325	0.45	65	1.26	8.89	310	0.52	3.84	31
2023 06 27 00	1.46	5.69	11.01	324	0.2	84	1.3	8.98	311	0.63	3.55	42
2023 06 27 01	1.49	6.08	11.01	323	0.13	88	1.35	9.1	311	0.61	3.51	42
2023 06 27 02	1.53	6.41	11.01	322	0.08	88	1.4	8.95	312	0.6	3.55	41
2023 06 27 03	1.58	6.6	11.01	322	0.08	87	1.45	9.52	313	0.61	3.54	39
2023 06 27 04	1.62	6.85	11.01	322	0.07	91	1.51	9.62	314	0.59	3.51	38
2023 06 27 05	1.68	6.86	12.11	322	0.17	71	1.39	9.1	310	0.71	13.04	331
2023 06 27 06	1.75	6.58	12.11	324	0.2	76	1.42	9.2	310	0.75	13.04	331
2023 06 27 07	1.8	6.49	12.11	325	0.31	67	1.45	9.29	311	0.78	13.04	331
2023 06 27 08	1.85	6.17	12.11	327	0.59	60	1.47	9.35	311	0.81	13.03	331
2023 06 27 09	1.88	6.17	12.11	327	0.57	62	1.49	9.37	311	0.82	13.01	331
2023 06 27 10	1.88	6.2	12.11	327	0.64	60	1.5	9.39	312	0.83	12.98	331
2023 06 27 11	1.88	6.18	12.11	326	0.68	58	1.51	9.35	312	0.83	12.95	331
2023 06 27 12	1.86	6.32	12.11	324	0.6	59	1.52	9.32	312	0.82	12.92	331
2023 06 27 13	1.84	6.28	12.11	324	0.59	59	1.52	9.3	312	0.81	12.88	331
2023 06 27 14	1.83	6.23	12.11	324	0.59	59	1.52	9.27	313	0.79	12.84	331
2023 06 27 15	1.8	6.27	11.01	323	0.55	59	1.51	9.25	313	0.77	12.81	331
2023 06 27 16	1.78	6.27	11.01	323	0.53	58	1.5	9.23	313	0.75	12.77	331
2023 06 27 17	1.75	6.32	11.01	322	0.46	62	1.48	9.24	313	0.72	12.73	331
2023 06 27 18	1.71	6.4	11.01	322	0.42	64	1.46	9.21	313	0.7	12.7	331
2023 06 27 19	1.68	6.45	11.01	322	0.37	65	1.45	9.17	313	0.67	12.67	331
2023 06 27 20	1.65	6.5	11.01	322	0.28	68	1.42	9.13	313	0.64	12.63	331
2023 06 27 21	1.62	6.62	11.01	322	0.15	79	1.53	9.52	316	0.5	3.17	39
2023 06 27 22	1.58	6.69	11.01	322	0.05	94	1.5	9.45	316	0.51	3.0	40
2023 06 27 23	1.55	6.78	11.01	321	0.0	180	1.46	9.39	316	0.49	2.97	38
2023 06 28 00	1.5	6.95	11.01	321	0.0	180	1.43	9.32	316	0.36	2.94	51
2023 06 28 01	1.46	7.11	11.01	320	0.0	180	1.4	9.3	316	0.26	3.31	42
2023 06 28 02	1.43	7.23	11.01	320	0.0	180	1.37	9.23	315	0.28	3.19	12
2023 06 28 03	1.4	7.28	11.01	320	0.0	180	1.34	9.15	315	0.3	3.39	17
2023 06 28 04	1.37	7.28	11.01	320	0.0	180	1.31	9.07	315	0.34	3.36	33
2023 06 28 05	1.34	7.25	11.01	320	0.0	180	1.28	9.0	315	0.3	3.66	15
2023 06 28 06	1.32	7.2	11.01	320	0.0	180	1.25	8.94	315	0.39	3.65	27
2023 06 28 07	1.3	7.14	11.01	321	0.0	180	1.23	8.43	315	0.4	3.75	28
2023 06 28 08	1.28	7.07	11.01	321	0.0	180	1.21	8.37	315	0.41	3.81	29
2023 06 28 09	1.26	7.0	11.01	322	0.0	180	1.18	8.31	315	0.42	3.84	29
2023 06 28 10	1.24	6.94	11.01	322	0.0	180	1.16	8.26	315	0.42	3.85	29
2023 06 28 11	1.22	6.87	11.01	322	0.0	180	1.14	8.21	315	0.42	3.84	30
2023 06 28 12	1.2	6.81	11.01	322	0.0	180	1.12	8.17	315	0.42	3.82	30
2023 06 28 13	1.18	6.78	11.01	322	0.0	180	1.11	8.13	314	0.41	3.77	31
2023 06 28 14	1.17	6.77	11.01	321	0.0	180	1.1	8.11	314	0.39	3.73	32
2023 06 28 15	1.15	6.79	11.01	320	0.0	180	1.08	8.1	314	0.38	3.68	32
2023 06 28 16	1.14	6.84	11.01	320	0.0	180	1.08	7.96	314	0.35	3.68	35
2023 06 28 17	1.13	6.89	10.01	319	0.0	180	1.07	7.97	313	0.33	3.65	35
2023 06 28 18	1.12	6.95	10.01	318	0.0	180	1.07	7.98	313	0.32	3.63	36
2023 06 28 19	1.12	7.02	10.01	317	0.0	180	1.08	8.0	312	0.31	3.63	37
2023 06 28 20	1.13	7.1	10.01	316	0.0	180	1.09	8.03	312	0.3	3.64	37
2023 06 28 21	1.14	7.17	10.01	316	0.0	180	1.1	8.06	311	0.29	3.66	38
2023 06 28 22	1.15	7.24	10.01	315	0.0	180	1.11	8.01	311	0.29	3.75	40
2023 06 28 23	1.16	7.3	10.01	314	0.0	180	1.13	8.03	311	0.28	3.79	41
2023 06 29 00	1.17	7.32	10.01	314	0.0	180	1.14	8.02	310	0.28	3.8	41
2023 06 29 01	1.18	7.19	10.01	313	0.0	180	1.15	7.85	310	0.27	3.68	40
2023 06 29 02	1.19	6.97	10.01	313	0.0	180	1.16	7.6	309	0.27	3.57	40
2023 06 29 03	1.19	6.78	10.01	313	0.0	180	1.15	8.68	309	0.26	3.62	41
2023 06 29 04	1.19	6.86	10.01	312	0.0	180	1.14	8.63	308	0.26	3.46	39
2023 06 29 05	1.17	7.07	10.01	311	0.0	180	1.14	7.8	308	0.27	3.44	39
2023 06 29 06	1.16	7.23	10.01	310	0.0	180	1.13	7.93	307	0.25	3.49	39
2023 06 29 07	1.14	7.32	10.01	310	0.0	180	1.12	7.98	307	0.24	3.53	39
2023 06 29 08	1.12	7.35	10.01	309	0.01	271	1.09	8.12	307	0.12	4.59	27
2023 06 29 09	1.09	7.23	10.01	309	0.06	312	1.07	8.27	306	0.14	3.48	23
2023 06 29 10	1.05	6.41	10.01	308	0.14	305	1.02	8.22	306	0.22	3.55	38
2023 06 29 11	1.04	5.04	10.01	308	0.35	299	0.94	8.5	306	0.17	3.61	32
2023 06 29 12	1.03	4.55	10.01	310	0.17	321	0.88	8.21	306	0.38	3.26	322
2023 06 29 13	1.24	4.02	10.01	323	0.73	357	0.98	5.75	306	0.2	5.55	337
2023 06 29 14	1.65	4.66	6.83	326	0.28	344	1.35	5.29	322	0.69	9.8	306
2023 06 29 15	1.77	5.3	7.52	325	0.26	347	1.75	5.69	325	0.01	16.41	43
2023 06 29 16	1.84	5.6	7.52	329	0.33	342	1.8	6.05	329	0.24	11.43	332
2023 06 29 17	1.86	5.75	7.52	332	0.29	338	1.82	6.16	332	0.25	11.4	332
2023 06 29 18	1.83	5.84	7.52	334	0.21	339	1.43	6.52	322	0.55	9.71	297
2023 06 29 19	1.78	5.95	7.52	334	0.13	339	1.77	6.15	334	0.01	18.87	38
2023 06 29 20	1.72	6.03	7.52	334	0.1	336	1.53	6.73	322	0.78	4.93	21
2023 06 29 21	1.67	6.07	7.52	334	0.11	340	1.39	6.55	326	0.52	9.68	297
2023 06 29 22	1.63	6.14	7.52	334	0.02	335	1.09	6.78	315	0.51	9.67	297
2023 06 29 23	1.6	6.2	7.52	334	0.0	180	1.16	7.15	311	0.83	6.04	346
2023 06 30 00	1.57	6.23	7.52	334	0.0	180	1.07	6.94	308	0.8	6.06	346
2023 06 30 01	1.53	6.24	7.52	334	0.0	180	0.96	8.58	309	0.78	6.02	346
2023 06 30 02	1.5	6.26	7.52	334	0.0	180	0.97	7.81	309	0.75	6.02	346
2023 06 30 03	1.47	6.27	7.52	334	0.0	180	1.08	7.21	311	0.72	6.0	347
2023 06 30 04	1.44	6.27	7.52	334	0.0	180	1.1	6.88	312	0.58	6.0	352
2023 06 30 05	1.42	6.28	9.1	333	0.0	180	1.05	7.08	310	0.28	11.78	337
2023 06 30 06	1.41	6.3	9.1	333	0.02	217	1.04	7.17	310	0.3	11.78	337
2023 06 30 07	1.4	6.33	9.1	332	0.02	227	1.05	7.19	310	0.32	11.77	337
2023 06 30 08	1.41	6.39	9.1	331	0.01	250	1.05	7.15	309	0.41	11.28	335
2023 06 30 09	1.42	6.44	9.1	330	0.05	286	1.07	7.3	309	0.43	11.29	335
2023 06 30 10	1.44	6.4	9.1	328	0.11	291	0.82	6.98	324	0.82	20.19	335
2023 06 30 11	1.46	6.15	9.1	327	0.18	294	0.96	7.55	302	0.96	22.6	335
2023 06 30 12	1.47	5.94	9.1	325	0.25	297	1.17	7.31	310	1.17	26.35	335
2023 06 30 13	1.48	5.9	9.1	324	0.25	297	1.21	7.08	312	1.21	26.4	335
2023 06 30 14	1.48	5.99	9.1	324	0.21	291	1.26	6.7	314	1.26	26.8	335
2023 06 30 15	1.47	6.0	10.01	323	0.21	293	1.26	6.69	314	1.26	25.92	335
2023 06 30 16	1.48	5.92	10.01	322	0.23	290	1.27	6.58	314	1.27	25.18	335
2023 06 30 17	1.52	5.87	10.01	322	0.25	287	1.3	6.46	315	1.3	24.53	335
2023 06 30 18	1.58	6.0	10.01	321	0.19	279	0.85	5.83	333	0.85	12.97	333
2023 06 30 19	1.66	6.25	10.01	321	0.16	276	1.44	6.08	317	1.44	19.72	333
2023 06 30 20	1.76	6.58	10.01	321	0.11	269	1.32	6.55	308	1.32	8.38	339
2023 06 30 21	1.86	6.92	10.01	321	0.07	262	1.38	6.65	308	1.38	8.6	338
2023 06 30 22	1.95	7.19	10.01	322	0.05	255	1.95	7.28	322	0.01	18.97	47
2023 06 30 23	2.02	7.39	10.01	322	0.03	246	2.01	7.45	322	0.01	18.96	47
2023 07 01 00	2.06	7.56	10.01	322	0.04	251	2.06	7.62	322	0.01	18.96	47
2023 07 01 01	2.09	7.7	10.01	323	0.04	251	2.09	7.76	323	0.01	18.93	48
2023 07 01 02	2.1	7.81	10.01	323	0.03	251	2.1	7.88	323	0.01	18.92	48
2023 07 01 03	2.11	7.9	11.01	323	0.04	257	1.55	7.42	312	1.55	9.63	337
2023 07 01 04	2.11	8.0	11.01	323	0.04	257	1.97	7.76	321	0.74	12.57	340
2023 07 01 05	2.1	8.07	11.01	324	0.04	261	2.1	8.15	324	0.01	18.92	48
2023 07 01 06	2.1	7.9	11.01	323	0.17	281	2.09	8.3	324	0.01	18.92	48
2023 07 01 07	2.11	7.47	11.01	323	0.23	279	2.1	8.15	324	0.01	18.92	48
2023 07 01 08	2.14	7.31	11.01	323	0.3	285	2.12	8.2	324	0.01	3.5	249
2023 07 01 09	2.18	7.17	11.01	323	0.32	285	2.15	8.08	324	0.01	3.5	250
2023 07 01 10	2.21	7.15	11.01	323	0.28	282	2.19	7.92	324	0.01	3.58	232
2023 07 01 11	2.22	7.48	11.01	323	0.17	276	2.21	7.9	323	0.03	2.63	251
2023 07 01 12	2.23	7.84	11.01	324	0.11	302	2.23	8.09	324	0.0	23.81	29
2023 07 01 13	2.26	8.11	11.01	324	0.1	306	2.25	8.32	324	0.0	23.81	29
2023 07 01 14	2.29	8.38	11.01	324	0.05	305	2.29	8.45	324	0.0	23.83	38
2023 07 01 15	2.33	8.57	11.01	324	0.04	318	2.33	8.63	324	0.0	23.99	39
2023 07 01 16	2.37	8.69	11.01	325	0.0	180	2.37	8.69	325	0.0	24.82	33
2023 07 01 17	2.42	8.81	11.01	325	0.0	180	2.42	8.81	325	0.0	24.82	33
2023 07 01 18	2.45	8.9	11.01	325	0.0	180	2.45	8.9	325	0.0	24.87	34
2023 07 01 19	2.48	8.97	11.01	325	0.0	180	2.48	8.97	325	0.0	25.0	34
2023 07 01 20	2.49	9.04	11.01	325	0.0	180	2.49	9.04	325	0.0	25.0	34
2023 07 01 21	2.5	9.1	11.01	325	0.0	180	2.5	9.1	325	0.0	25.0	34
2023 07 01 22	2.5	9.15	12.11	325	0.0	180	2.5	9.15	325	0.0	25.0	34
2023 07 01 23	2.5	9.19	12.11	325	0.0	180	2.5	9.19	325	0.0	25.0	34
2023 07 02 00	2.48	9.21	12.11	324	0.0	180	2.48	9.28	324	0.0	25.0	34
2023 07 02 01	2.47	9.23	12.11	324	0.0	180	2.46	9.3	324	0.0	25.0	34
2023 07 02 02	2.44	9.23	12.11	324	0.0	180	2.44	9.3	324	0.0	25.0	34
2023 07 02 03	2.41	9.21	12.11	324	0.0	180	2.41	9.29	324	0.0	25.0	34
2023 07 02 04	2.39	9.19	12.11	323	0.0	180	2.38	9.26	323	0.0	25.0	34
2023 07 02 05	2.35	9.15	12.11	323	0.0	180	2.35	9.23	323	0.0	25.0	34
2023 07 02 06	2.32	9.1	12.11	323	0.0	180	2.32	9.18	323	0.0	24.82	33
2023 07 02 07	2.29	9.05	12.11	322	0.0	180	2.28	9.13	322	0.0	24.64	24
2023 07 02 08	2.25	8.99	12.11	322	0.0	180	2.25	9.07	322	0.0	24.61	23
2023 07 02 09	2.21	8.93	12.11	322	0.0	180	2.21	9.01	322	0.0	24.61	23
2023 07 02 10	2.17	8.86	12.11	321	0.0	180	2.17	8.95	321	0.0	23.94	29
2023 07 02 11	2.14	8.8	12.11	321	0.0	180	2.13	8.88	321	0.0	23.81	29
2023 07 02 12	2.1	8.73	12.11	321	0.0	180	2.1	8.81	321	0.0	23.81	29
2023 07 02 13	2.06	8.66	11.01	321	0.0	180	2.06	8.75	321	0.0	23.81	29
2023 07 02 14	2.03	8.61	11.01	321	0.01	42	2.03	8.63	321	0.01	18.89	49
2023 07 02 15	2.0	8.57	11.01	321	0.01	40	2.0	8.58	321	0.01	18.89	49
2023 07 02 16	1.97	8.54	11.01	321	0.01	39	1.97	8.55	321	0.01	18.89	49
2023 07 02 17	1.95	8.53	11.01	321	0.01	44	1.95	8.54	321	0.01	18.89	49
2023 07 02 18	1.94	8.53	11.01	321	0.01	60	1.94	8.53	321	0.01	18.89	49
2023 07 02 19	1.92	8.53	11.01	321	0.0	60	1.92	8.53	321	0.01	18.92	48
2023 07 02 20	1.91	8.53	11.01	321	0.0	180	1.91	8.53	321	0.01	18.92	48
2023 07 02 21	1.9	8.52	11.01	322	0.0	180	1.9	8.52	322	0.01	18.92	48
2023 07 02 22	1.89	8.51	11.01	322	0.0	180	1.89	8.51	322	0.01	18.92	48
2023 07 02 23	1.88	8.51	11.01	322	0.0	180	1.88	8.51	322	0.01	18.92	48
2023 07 03 00	1.86	8.49	11.01	322	0.0	180	1.86	8.49	322	0.01	18.92	48
2023 07 03 01	1.84	8.47	11.01	322	0.0	180	1.84	8.47	322	0.01	18.92	48
2023 07 03 02	1.81	8.44	11.01	322	0.0	180	1.81	8.44	322	0.01	18.92	48
2023 07 03 03	1.79	8.41	11.01	322	0.0	180	1.79	8.51	322	0.01	19.11	41
2023 07 03 04	1.76	8.37	11.01	322	0.0	180	1.76	8.48	322	0.01	19.14	40
2023 07 03 05	1.73	8.33	11.01	322	0.0	180	1.73	8.44	322	0.01	19.14	40
2023 07 03 06	1.71	8.3	11.01	322	0.0	180	1.71	8.41	322	0.01	19.19	39
2023 07 03 07	1.68	8.26	11.01	321	0.0	180	1.68	8.26	321	0.01	19.17	39
2023 07 03 08	1.65	8.23	11.01	321	0.0	180	1.65	8.22	321	0.01	18.46	40
2023 07 03 09	1.62	8.19	11.01	321	0.0	180	1.62	8.19	321	0.01	18.46	40
2023 07 03 10	1.6	8.15	11.01	321	0.0	180	1.6	8.15	321	0.01	18.47	40
2023 07 03 11	1.57	8.11	11.01	321	0.0	180	1.57	8.24	321	0.01	18.47	40
2023 07 03 12	1.55	8.07	10.01	321	0.0	180	1.55	8.2	321	0.06	1.81	163
2023 07 03 13	1.53	8.03	10.01	320	0.0	180	1.53	8.17	320	0.06	1.81	164
2023 07 03 14	1.51	8.0	10.01	320	0.0	180	1.5	8.14	320	0.06	1.83	164
2023 07 03 15	1.48	7.98	10.01	320	0.0	180	1.48	7.98	320	0.01	18.46	40
2023 07 03 16	1.46	7.94	10.01	320	0.0	180	1.46	7.94	320	0.01	18.43	40
2023 07 03 17	1.45	7.91	10.01	320	0.0	180	1.45	7.91	320	0.01	18.43	40
2023 07 03 18	1.43	7.88	10.01	320	0.0	180	1.43	7.88	320	0.01	18.44	40
2023 07 03 19	1.41	7.86	10.01	320	0.0	180	1.41	7.86	320	0.01	18.44	40
2023 07 03 20	1.4	7.84	10.01	320	0.0	180	1.4	7.84	320	0.01	18.44	40
2023 07 03 21	1.39	7.83	10.01	320	0.0	180	1.39	7.83	320	0.01	18.44	40
2023 07 03 22	1.38	7.82	10.01	320	0.0	180	1.38	7.82	320	0.01	18.44	40
2023 07 03 23	1.38	7.82	10.01	320	0.0	180	1.38	7.82	320	0.01	18.44	40
2023 07 04 00	1.38	7.83	10.01	321	0.0	180	1.38	7.83	321	0.01	18.44	40
2023 07 04 01	1.38	7.83	10.01	321	0.0	180	1.38	7.83	321	0.01	18.44	40
2023 07 04 02	1.38	7.84	10.01	321	0.0	180	1.38	7.84	321	0.01	18.44	40
2023 07 04 03	1.38	7.85	10.01	321	0.0	180	1.38	7.85	321	0.01	18.44	40
2023 07 04 04	1.38	7.85	10.01	322	0.0	180	1.38	7.85	322	0.01	18.44	40
2023 07 04 05	1.38	7.85	10.01	322	0.0	180	1.38	7.85	322	0.01	18.44	40
2023 07 04 06	1.38	7.85	10.01	322	0.01	210	1.38	7.93	322	0.01	18.44	40
2023 07 04 07	1.38	7.85	10.01	322	0.01	220	1.38	7.93	322	0.01	18.58	33
2023 07 04 08	1.37	7.83	10.01	322	0.02	267	1.37	7.96	322	0.01	18.59	32
2023 07 04 09	1.38	7.51	10.01	322	0.16	298	1.37	8.09	323	0.01	18.59	32
2023 07 04 10	1.41	6.18	10.01	322	0.25	299	1.36	8.04	323	0.24	3.2	312
2023 07 04 11	1.44	5.95	10.01	322	0.0	180	1.33	8.4	323	0.53	2.95	313
2023 07 04 12	1.44	6.12	10.01	322	0.0	180	1.3	8.71	323	0.61	3.38	316
2023 07 04 13	1.45	5.96	10.01	322	0.0	180	1.36	7.1	325	0.49	3.32	299
2023 07 04 14	1.48	5.6	10.01	322	0.06	266	1.4	5.48	320	0.45	11.42	340
2023 07 04 15	1.56	5.3	10.01	321	0.3	292	1.53	6.03	322	0.04	3.19	262
2023 07 04 16	1.87	5.23	10.01	319	0.52	289	1.12	5.16	329	1.12	9.93	326
2023 07 04 17	2.09	5.57	6.83	318	0.41	278	1.69	5.39	315	1.69	13.95	327
2023 07 04 18	2.14	5.77	7.52	316	0.32	271	1.23	5.5	327	1.23	10.27	328
2023 07 04 19	2.09	5.78	7.52	315	0.25	267	2.07	6.07	315	0.03	3.18	242
2023 07 04 20	1.93	5.76	10.01	316	0.2	266	1.92	6.01	316	0.01	2.85	231
2023 07 04 21	1.8	5.79	10.01	316	0.14	261	1.79	5.98	317	0.01	15.03	44
2023 07 04 22	1.7	5.93	10.01	317	0.07	252	1.7	6.03	317	0.01	14.46	45
2023 07 04 23	1.64	6.04	9.1	316	0.04	244	1.64	6.1	317	0.01	17.41	37
2023 07 05 00	1.6	6.06	9.1	316	0.0	180	1.6	6.06	316	0.01	18.26	27
2023 07 05 01	1.55	6.05	9.1	317	0.0	180	1.55	6.05	317	0.01	18.45	26
2023 07 05 02	1.49	6.11	9.1	317	0.02	238	1.49	6.15	317	0.01	18.44	26
2023 07 05 03	1.43	6.2	9.1	317	0.0	180	1.43	6.2	317	0.01	18.44	25
2023 07 05 04	1.39	6.3	9.1	317	0.0	180	1.39	6.3	317	0.01	18.44	25
2023 07 05 05	1.37	6.39	9.1	317	0.0	180	1.37	6.39	317	0.01	18.44	25
2023 07 05 06	1.35	6.46	9.1	317	0.0	180	1.35	6.46	317	0.01	18.41	25
2023 07 05 07	1.33	6.5	9.1	316	0.0	180	1.33	6.5	316	0.01	18.41	25
2023 07 05 08	1.3	6.52	9.1	316	0.0	180	1.3	6.52	316	0.01	18.41	25
2023 07 05 09	1.28	6.53	9.1	316	0.0	180	1.28	6.53	316	0.01	18.36	25
2023 07 05 10	1.25	6.54	9.1	316	0.0	180	1.25	6.54	316	0.01	18.28	26
2023 07 05 11	1.22	6.55	9.1	316	0.0	180	1.22	6.55	316	0.01	18.29	27
2023 07 05 12	1.19	6.55	9.1	316	0.0	180	1.19	6.55	316	0.01	18.29	27
2023 07 05 13	1.17	6.55	9.1	316	0.0	180	1.17	6.55	316	0.01	18.29	27
2023 07 05 14	1.15	6.56	9.1	317	0.0	180	1.15	6.56	317	0.01	18.37	26
2023 07 05 15	1.14	6.57	8.27	317	0.0	180	1.14	6.57	317	0.01	18.26	23
2023 07 05 16	1.14	6.6	8.27	319	0.0	180	1.14	6.6	319	0.01	18.31	23
2023 07 05 17	1.14	6.64	8.27	320	0.0	180	1.14	6.64	320	0.01	18.77	25
2023 07 05 18	1.16	6.68	8.27	322	0.0	180	1.16	6.68	322	0.01	18.81	25
2023 07 05 19	1.17	6.72	8.27	323	0.0	180	0.94	6.84	311	0.58	6.55	350
2023 07 05 20	1.19	6.74	8.27	325	0.0	180	0.73	7.12	345	0.54	6.73	330
2023 07 05 21	1.2	6.74	8.27	325	0.0	180	0.87	6.34	313	0.87	8.23	345
2023 07 05 22	1.2	6.71	8.27	326	0.0	180	0.87	6.39	313	0.87	8.16	345
2023 07 05 23	1.2	6.66	8.27	326	0.0	180	0.87	6.4	314	0.87	7.77	341
2023 07 06 00	1.2	6.61	8.27	327	0.0	180	1.12	6.55	323	0.42	9.57	349
2023 07 06 01	1.19	6.52	8.27	327	0.0	180	1.18	6.76	327	0.08	1.78	52
2023 07 06 02	1.18	6.43	8.27	327	0.0	180	1.17	6.72	327	0.11	2.06	53
2023 07 06 03	1.16	6.44	8.27	327	0.0	180	1.15	6.72	327	0.11	2.17	56
2023 07 06 04	1.14	6.49	8.27	327	0.0	180	1.13	6.73	326	0.11	2.24	58
2023 07 06 05	1.12	6.5	8.27	327	0.0	180	1.12	6.73	326	0.08	3.19	60
2023 07 06 06	1.1	6.46	8.27	327	0.0	180	1.1	6.7	326	0.13	2.65	60
2023 07 06 07	1.09	6.4	8.27	327	0.0	180	1.08	6.68	326	0.15	2.8	60
2023 07 06 08	1.07	6.36	8.27	327	0.0	180	1.06	6.65	325	0.15	2.86	61
2023 07 06 09	1.05	6.34	8.27	327	0.0	180	1.04	6.62	325	0.15	2.9	62
2023 07 06 10	1.03	6.27	8.27	326	0.05	48	1.02	6.72	325	0.13	3.12	65
2023 07 06 11	1.02	6.02	8.27	326	0.09	56	1.0	6.6	325	0.12	3.2	68
2023 07 06 12	1.01	5.52	8.27	328	0.14	56	0.98	6.71	325	0.18	2.8	68
2023 07 06 13	1.01	5.37	8.27	329	0.1	46	0.97	6.73	324	0.18	2.71	75
2023 07 06 14	1.0	5.35	8.27	329	0.1	42	0.95	6.75	324	0.18	2.62	75
2023 07 06 15	0.99	5.44	8.27	329	0.07	38	0.94	6.77	324	0.14	4.54	61
2023 07 06 16	0.99	5.57	8.27	330	0.06	45	0.94	6.79	324	0.3	3.0	61
2023 07 06 17	0.98	5.68	8.27	330	0.05	60	0.93	6.82	324	0.31	3.12	62
2023 07 06 18	0.98	5.8	8.27	330	0.0	180	0.93	6.86	324	0.3	3.05	63
2023 07 06 19	0.98	5.89	8.27	330	0.03	70	0.93	6.89	324	0.29	3.15	64
2023 07 06 20	0.97	5.97	8.27	329	0.03	70	0.93	6.92	324	0.27	3.13	64
2023 07 06 21	0.97	5.88	8.27	329	0.0	180	0.93	6.93	325	0.27	2.82	65
2023 07 06 22	0.97	5.69	8.27	329	0.0	180	0.93	6.95	325	0.22	3.79	65
2023 07 06 23	0.96	5.66	8.27	329	0.0	180	0.92	6.95	325	0.2	3.84	66
2023 07 07 00	0.95	5.65	8.27	329	0.0	180	0.9	6.95	325	0.23	2.97	59
2023 07 07 01	0.93	5.59	8.27	330	0.0	180	0.89	6.93	325	0.12	4.29	74
2023 07 07 02	0.91	5.53	8.27	331	0.0	180	0.87	6.92	325	0.27	2.55	59
2023 07 07 03	0.89	5.5	8.27	331	0.0	180	0.84	6.9	325	0.28	2.69	61
2023 07 07 04	0.86	5.48	8.27	331	0.0	180	0.82	6.87	325	0.28	2.71	61
2023 07 07 05	0.84	5.51	8.27	331	0.0	180	0.79	6.84	325	0.27	2.75	62
2023 07 07 06	0.81	5.52	8.27	331	0.0	180	0.77	6.82	324	0.26	2.82	62
2023 07 07 07	0.79	5.53	8.27	331	0.0	180	0.74	6.8	324	0.27	2.94	62
2023 07 07 08	0.78	5.51	8.27	332	0.0	180	0.72	6.78	323	0.28	3.06	62
2023 07 07 09	0.77	5.49	8.27	332	0.0	180	0.71	6.76	323	0.29	3.19	62
2023 07 07 10	0.76	5.47	8.27	333	0.0	180	0.7	6.74	322	0.31	3.31	62
2023 07 07 11	0.76	5.46	8.27	333	0.0	180	0.69	6.71	321	0.31	3.39	62
2023 07 07 12	0.75	5.45	8.27	333	0.0	180	0.68	6.67	320	0.32	3.46	62
2023 07 07 13	0.75	5.46	8.27	333	0.0	180	0.67	6.45	319	0.32	3.66	62
2023 07 07 14	0.74	5.46	8.27	332	0.0	180	0.66	6.63	318	0.33	3.75	62
2023 07 07 15	0.74	5.45	8.27	331	0.02	288	0.44	7.31	327	0.19	9.39	337
2023 07 07 16	0.74	5.4	8.27	330	0.0	180	0.42	7.91	324	0.17	9.39	337
2023 07 07 17	0.74	5.15	8.27	329	0.0	180	0.46	5.8	302	0.46	8.33	325
