Valor nulo: -9999.9	
Fecha (GMT)	Temperatura del Agua(ºC)
2023 12 20 01	14.732
2023 12 20 02	14.718
2023 12 20 03	14.707
2023 12 20 04	14.704
2023 12 20 05	14.7
2023 12 20 06	14.689
2023 12 20 07	14.671
2023 12 20 08	14.651
2023 12 20 09	14.617
2023 12 20 10	14.58
2023 12 20 11	14.559
2023 12 20 12	14.536
2023 12 20 13	14.516
2023 12 20 14	14.5
2023 12 20 15	14.493
2023 12 20 16	14.491
2023 12 20 17	14.481
2023 12 20 18	14.472
2023 12 20 19	14.471
2023 12 20 20	14.479
2023 12 20 21	14.482
2023 12 20 22	14.485
2023 12 20 23	14.49
2023 12 21 00	14.493
2023 12 21 01	14.496
2023 12 21 02	14.501
2023 12 21 03	14.506
2023 12 21 04	14.509
2023 12 21 05	14.51
2023 12 21 06	14.513
2023 12 21 07	14.512
2023 12 21 08	14.514
2023 12 21 09	14.514
2023 12 21 10	14.513
2023 12 21 11	14.51
2023 12 21 12	14.508
2023 12 21 13	14.508
2023 12 21 14	14.515
2023 12 21 15	14.524
2023 12 21 16	14.532
2023 12 21 17	14.538
2023 12 21 18	14.548
2023 12 21 19	14.559
2023 12 21 20	14.571
2023 12 21 21	14.575
2023 12 21 22	14.571
2023 12 21 23	14.555
2023 12 23 00	14.291
2023 12 23 01	14.261
2023 12 23 02	14.234
2023 12 23 03	14.211
2023 12 23 04	14.189
2023 12 23 05	14.17
2023 12 23 06	14.155
2023 12 23 07	14.14
2023 12 23 08	14.125
2023 12 23 09	14.118
2023 12 23 10	14.137
2023 12 23 11	14.175
2023 12 23 12	14.224
2023 12 23 13	14.274
2023 12 23 14	14.311
2023 12 23 15	14.327
2023 12 23 16	14.312
2023 12 23 17	14.266
2023 12 23 18	14.215
2023 12 23 19	14.179
2023 12 23 20	14.15
2023 12 23 21	14.118
2023 12 23 22	14.099
2023 12 23 23	14.078
2023 12 25 00	13.969
2023 12 25 01	13.96
2023 12 25 02	13.941
2023 12 25 03	13.921
2023 12 25 04	13.904
2023 12 25 05	13.888
2023 12 25 06	13.879
2023 12 25 07	13.879
2023 12 25 08	13.887
2023 12 25 09	13.907
2023 12 25 10	13.956
2023 12 25 11	14.032
2023 12 25 12	14.118
2023 12 25 13	14.2
2023 12 25 14	14.261
2023 12 25 15	14.291
2023 12 25 16	14.288
2023 12 25 17	14.257
2023 12 25 18	14.22
2023 12 25 19	14.191
2023 12 25 20	14.165
2023 12 25 21	14.139
2023 12 25 22	14.114
2023 12 25 23	14.091
2023 12 26 00	14.075
2023 12 26 01	14.057
2023 12 26 02	14.042
2023 12 26 03	14.034
2023 12 26 04	14.036
2023 12 26 05	14.036
2023 12 26 06	14.036
2023 12 26 07	14.032
2023 12 26 08	14.023
2023 12 26 09	14.021
2023 12 26 10	14.039
2023 12 26 11	14.09
2023 12 26 12	14.163
2023 12 26 13	14.238
2023 12 26 14	14.299
2023 12 26 15	14.335
2023 12 26 16	14.342
2023 12 26 17	14.324
2023 12 26 18	14.301
2023 12 26 19	14.285
2023 12 26 20	14.272
2023 12 26 21	14.261
2023 12 26 22	14.251
2023 12 26 23	14.234
2023 12 27 00	14.461
2023 12 27 01	14.399
2023 12 27 02	14.352
2023 12 27 03	14.313
2023 12 27 04	14.282
2023 12 27 05	14.255
2023 12 27 06	14.233
2023 12 27 07	14.216
2023 12 27 08	14.205
2023 12 27 09	14.207
2023 12 27 10	14.234
2023 12 27 11	14.291
2023 12 27 12	14.375
2023 12 27 13	14.464
2023 12 27 14	14.532
2023 12 27 15	14.578
2023 12 27 16	14.611
2023 12 27 17	14.638
2023 12 27 18	14.647
2023 12 27 19	14.642
2023 12 27 20	14.639
2023 12 27 21	14.634
2023 12 27 22	14.628
2023 12 27 23	14.621
2023 12 28 00	14.615
2023 12 28 01	14.611
2023 12 28 02	14.611
2023 12 28 03	14.607
2023 12 28 04	14.599
2023 12 28 05	14.587
2023 12 28 06	14.578
2023 12 28 07	14.581
2023 12 28 08	14.591
2023 12 28 09	14.603
2023 12 28 10	14.616
2023 12 28 11	14.63
2023 12 28 12	14.643
2023 12 28 13	14.66
2023 12 28 14	14.681
2023 12 28 15	14.701
2023 12 28 16	14.704
2023 12 28 17	14.695
2023 12 28 18	14.679
2023 12 28 19	14.665
2023 12 28 20	14.652
2023 12 28 21	14.642
2023 12 28 22	14.637
2023 12 28 23	14.637
2023 12 29 00	14.64
2023 12 29 01	14.643
2023 12 29 02	14.645
2023 12 29 03	14.645
2023 12 29 04	14.643
2023 12 29 05	14.639
2023 12 29 06	14.636
2023 12 29 07	14.632
2023 12 29 08	14.629
2023 12 29 09	14.63
2023 12 29 10	14.635
2023 12 29 11	14.651
2023 12 29 12	14.681
2023 12 29 13	14.73
2023 12 29 14	14.777
2023 12 29 15	14.8
2023 12 29 16	14.792
2023 12 29 17	14.75
2023 12 29 18	14.692
2023 12 29 19	14.648
2023 12 29 20	14.617
2023 12 29 21	14.598
2023 12 29 22	14.588
2023 12 29 23	14.575
2023 12 30 00	14.56
2023 12 30 01	14.556
2023 12 30 02	14.541
2023 12 30 03	14.503
2023 12 30 04	14.465
2023 12 30 05	14.434
2023 12 30 06	14.408
2023 12 30 07	14.39
2023 12 30 08	14.373
2023 12 30 09	14.368
2023 12 30 10	14.389
2023 12 30 11	14.437
2023 12 30 12	14.501
2023 12 30 13	14.57
2023 12 30 14	14.631
2023 12 30 15	14.674
2023 12 30 16	14.688
2023 12 30 17	14.687
2023 12 30 18	14.683
2023 12 30 19	14.679
2023 12 30 20	14.685
2023 12 30 21	14.699
2023 12 30 22	14.723
2023 12 30 23	14.755
2023 12 31 00	14.791
2023 12 31 01	14.827
2023 12 31 02	14.857
2023 12 31 03	14.881
2023 12 31 04	14.895
2023 12 31 05	14.902
2023 12 31 06	14.898
2023 12 31 07	14.885
2023 12 31 08	14.869
2023 12 31 09	14.857
2023 12 31 10	14.848
2023 12 31 11	14.845
2023 12 31 12	14.85
2023 12 31 13	14.86
2023 12 31 14	14.87
2023 12 31 15	14.876
2023 12 31 16	14.872
2023 12 31 17	14.858
2023 12 31 18	14.84
2023 12 31 19	14.818
2023 12 31 20	14.792
2023 12 31 21	14.763
2023 12 31 22	14.735
2023 12 31 23	14.707
2024 01 01 00	14.682
2024 01 01 01	14.662
2024 01 01 02	14.645
2024 01 01 03	14.633
2024 01 01 04	14.616
2024 01 01 05	14.602
2024 01 01 06	14.587
2024 01 01 07	14.573
2024 01 01 08	14.559
2024 01 01 09	14.546
2024 01 01 10	14.543
2024 01 01 11	14.546
2024 01 01 12	14.565
2024 01 01 13	14.596
2024 01 01 14	14.617
2024 01 01 15	14.626
2024 01 01 16	14.632
2024 01 01 17	14.632
2024 01 01 18	14.625
2024 01 01 19	14.618
2024 01 01 20	14.609
2024 01 01 21	14.594
2024 01 01 22	14.583
2024 01 01 23	14.584
2024 01 02 00	14.586
2024 01 02 01	14.591
2024 01 02 02	14.594
2024 01 02 03	14.595
2024 01 02 04	14.602
2024 01 02 05	14.608
2024 01 02 06	14.614
2024 01 02 07	14.614
2024 01 02 08	14.614
2024 01 02 09	14.622
2024 01 02 10	14.637
2024 01 02 11	14.658
2024 01 02 12	14.682
2024 01 02 13	14.698
2024 01 02 14	14.713
2024 01 02 15	14.725
2024 01 02 16	14.734
2024 01 02 17	14.74
2024 01 02 18	14.741
2024 01 02 19	14.735
2024 01 02 20	14.729
2024 01 02 21	14.723
2024 01 02 22	14.713
2024 01 02 23	14.702
2024 01 03 00	14.683
2024 01 03 01	14.673
2024 01 03 02	14.667
2024 01 03 03	14.664
2024 01 03 04	14.661
2024 01 03 05	14.656
2024 01 03 06	14.65
2024 01 03 07	14.642
2024 01 03 08	14.631
2024 01 03 09	14.62
2024 01 03 10	14.614
2024 01 03 11	14.613
2024 01 03 12	14.619
2024 01 03 13	14.623
2024 01 03 14	14.623
2024 01 03 15	14.622
2024 01 03 16	14.621
2024 01 03 17	14.61
2024 01 03 18	14.596
2024 01 03 19	14.579
2024 01 03 20	14.561
2024 01 03 21	14.542
2024 01 03 22	14.523
2024 01 03 23	14.506
2024 01 04 00	14.482
2024 01 04 01	14.445
2024 01 04 02	14.409
2024 01 04 03	14.37
2024 01 04 04	14.324
2024 01 04 05	14.288
2024 01 04 06	14.264
2024 01 04 07	14.247
2024 01 04 08	14.249
2024 01 04 09	14.255
2024 01 04 10	14.266
2024 01 04 11	14.295
2024 01 04 12	14.335
2024 01 04 13	14.372
2024 01 04 14	14.403
2024 01 04 15	14.421
2024 01 04 16	14.418
2024 01 04 17	14.397
2024 01 04 18	14.38
2024 01 04 19	14.368
2024 01 04 20	14.362
2024 01 04 21	14.344
2024 01 04 22	14.315
2024 01 04 23	14.295
2024 01 05 00	14.274
2024 01 05 01	14.256
2024 01 05 02	14.242
2024 01 05 03	14.239
2024 01 05 04	14.245
2024 01 05 05	14.26
2024 01 05 06	14.266
2024 01 05 07	14.264
2024 01 05 08	14.261
2024 01 05 09	14.259
2024 01 05 10	14.256
2024 01 05 11	14.252
2024 01 05 12	14.245
2024 01 05 13	14.24
2024 01 05 14	14.236
2024 01 05 15	14.224
2024 01 05 16	14.21
2024 01 05 17	14.196
2024 01 05 18	14.186
2024 01 05 19	14.173
2024 01 05 20	14.146
2024 01 05 21	14.113
2024 01 05 22	14.084
2024 01 05 23	14.049
2024 01 06 00	14.027
2024 01 06 01	14.021
2024 01 06 02	14.009
2024 01 06 03	14.0
2024 01 06 04	13.982
2024 01 06 05	13.96
2024 01 06 06	13.931
2024 01 06 07	13.9
2024 01 06 08	13.876
2024 01 06 09	13.864
2024 01 06 10	13.865
2024 01 06 11	13.872
2024 01 06 12	13.883
2024 01 06 13	13.894
2024 01 06 14	13.901
2024 01 06 15	13.905
2024 01 06 16	13.895
2024 01 06 17	13.868
2024 01 06 18	13.837
2024 01 06 19	13.807
2024 01 06 20	13.776
2024 01 06 21	13.752
2024 01 06 22	13.731
2024 01 06 23	13.701
2024 01 07 00	13.659
2024 01 07 01	13.619
2024 01 07 02	13.583
2024 01 07 03	13.545
2024 01 07 04	13.519
2024 01 07 05	13.507
2024 01 07 06	13.501
2024 01 07 07	13.495
2024 01 07 08	13.479
2024 01 07 09	13.466
2024 01 07 10	13.469
2024 01 07 11	13.501
2024 01 07 12	13.556
2024 01 07 13	13.617
2024 01 07 14	13.661
2024 01 07 15	13.675
2024 01 07 16	13.661
2024 01 07 17	13.611
2024 01 07 18	13.558
2024 01 07 19	13.535
2024 01 07 20	13.519
2024 01 07 21	13.502
2024 01 07 22	13.497
2024 01 07 23	13.492
2024 01 08 00	13.492
2024 01 08 01	13.498
2024 01 08 02	13.507
2024 01 08 03	13.515
2024 01 08 04	13.524
2024 01 08 05	13.534
2024 01 08 06	13.546
2024 01 08 07	13.561
2024 01 08 08	13.575
2024 01 08 09	13.589
2024 01 08 10	13.612
2024 01 08 11	13.655
2024 01 08 12	13.719
2024 01 08 13	13.779
2024 01 08 14	13.83
2024 01 08 15	13.878
2024 01 08 16	13.921
2024 01 08 17	13.949
2024 01 08 18	13.964
2024 01 08 19	13.976
2024 01 08 20	13.981
2024 01 08 21	13.979
2024 01 08 22	13.971
2024 01 08 23	13.958
2024 01 09 00	13.937
2024 01 09 01	13.899
2024 01 09 02	13.854
2024 01 09 03	13.811
2024 01 09 04	13.77
2024 01 09 05	13.734
2024 01 09 06	13.712
2024 01 09 07	13.699
2024 01 09 08	13.695
2024 01 09 09	13.709
2024 01 09 10	13.741
2024 01 09 11	13.79
2024 01 09 12	13.86
2024 01 09 13	13.939
2024 01 09 14	14.017
2024 01 09 15	14.081
2024 01 09 16	14.127
2024 01 09 17	14.15
2024 01 09 18	14.162
2024 01 09 19	14.166
2024 01 09 20	14.154
2024 01 09 21	14.142
2024 01 09 22	14.133
2024 01 09 23	14.124
2024 01 10 00	14.148
2024 01 10 01	14.107
2024 01 10 02	14.078
2024 01 10 03	14.058
2024 01 10 04	14.052
2024 01 10 05	14.048
2024 01 10 06	14.04
2024 01 10 07	14.039
2024 01 10 08	14.052
2024 01 10 09	14.065
2024 01 10 10	14.079
2024 01 10 11	14.103
2024 01 10 12	14.114
2024 01 10 13	14.123
2024 01 10 14	14.136
2024 01 10 15	14.146
2024 01 10 16	14.152
2024 01 10 17	14.147
2024 01 10 18	14.138
2024 01 10 19	14.143
2024 01 10 20	14.156
2024 01 10 21	14.161
2024 01 10 22	14.154
2024 01 10 23	14.148
2024 01 11 00	14.154
2024 01 11 01	14.156
2024 01 11 02	14.155
2024 01 11 03	14.152
2024 01 11 04	14.151
2024 01 11 05	14.158
2024 01 11 06	14.176
2024 01 11 07	14.184
2024 01 11 08	14.165
2024 01 11 09	14.148
2024 01 11 10	14.134
2024 01 11 11	14.138
2024 01 11 12	14.156
2024 01 11 13	14.186
2024 01 11 14	14.216
2024 01 11 15	14.233
2024 01 11 16	14.235
2024 01 11 17	14.222
2024 01 11 18	14.202
2024 01 11 19	14.191
2024 01 11 20	14.179
2024 01 11 21	14.162
2024 01 11 22	14.146
2024 01 11 23	14.131
2024 01 12 00	14.118
2024 01 12 01	14.104
2024 01 12 02	14.078
2024 01 12 03	14.05
2024 01 12 04	14.029
2024 01 12 05	14.025
2024 01 12 06	14.029
2024 01 12 07	14.028
2024 01 12 08	14.024
2024 01 12 09	14.025
2024 01 12 10	14.052
2024 01 12 11	14.103
2024 01 12 12	14.167
2024 01 12 13	14.232
2024 01 12 14	14.296
2024 01 12 15	14.34
2024 01 12 16	14.357
2024 01 12 17	14.343
2024 01 12 18	14.316
2024 01 12 19	14.287
2024 01 12 20	14.259
2024 01 12 21	14.229
2024 01 12 22	14.195
2024 01 12 23	14.16
2024 01 13 00	14.125
2024 01 13 01	14.102
2024 01 13 02	14.082
2024 01 13 03	14.054
2024 01 13 04	14.029
2024 01 13 05	14.011
2024 01 13 06	14.014
2024 01 13 07	14.026
2024 01 13 08	14.036
2024 01 13 09	14.055
2024 01 13 10	14.1
2024 01 13 11	14.166
2024 01 13 12	14.236
2024 01 13 13	14.298
2024 01 13 14	14.328
2024 01 13 15	14.338
2024 01 13 16	14.357
2024 01 13 17	14.364
2024 01 13 18	14.36
2024 01 13 19	14.352
2024 01 13 20	14.346
2024 01 13 21	14.347
2024 01 13 22	14.35
2024 01 13 23	14.346
2024 01 14 00	14.339
2024 01 14 01	14.317
2024 01 14 02	14.287
2024 01 14 03	14.261
2024 01 14 04	14.241
2024 01 14 05	14.233
2024 01 14 06	14.235
2024 01 14 07	14.241
2024 01 14 08	14.254
2024 01 14 09	14.271
2024 01 14 10	14.287
2024 01 14 11	14.301
2024 01 14 12	14.319
2024 01 14 13	14.362
2024 01 14 14	14.427
2024 01 14 15	14.477
2024 01 14 16	14.495
2024 01 14 17	14.48
2024 01 14 18	14.446
2024 01 14 19	14.413
2024 01 14 20	14.39
2024 01 14 21	14.374
2024 01 14 22	14.369
2024 01 14 23	14.354
2024 01 15 00	14.323
2024 01 15 01	14.297
2024 01 15 02	14.276
2024 01 15 03	14.257
2024 01 15 04	14.246
2024 01 15 05	14.227
2024 01 15 06	14.202
2024 01 15 07	14.19
2024 01 15 08	14.188
2024 01 15 09	14.182
2024 01 15 10	14.19
2024 01 15 11	14.228
2024 01 15 12	14.293
2024 01 15 13	14.363
2024 01 15 14	14.421
2024 01 15 15	14.449
2024 01 15 16	14.447
2024 01 15 17	14.432
2024 01 15 18	14.412
2024 01 15 19	14.395
2024 01 15 20	14.376
2024 01 15 21	14.349
2024 01 15 22	14.316
2024 01 15 23	14.276
2024 01 16 00	14.235
2024 01 16 01	14.195
2024 01 16 02	14.158
2024 01 16 03	14.129
2024 01 16 04	14.104
2024 01 16 05	14.081
2024 01 16 06	14.06
2024 01 16 07	14.052
2024 01 16 08	14.06
2024 01 16 09	14.077
2024 01 16 10	14.107
2024 01 16 11	14.145
2024 01 16 12	14.183
2024 01 16 13	14.224
2024 01 16 14	14.288
2024 01 16 15	14.338
2024 01 16 16	14.354
2024 01 16 17	14.353
2024 01 16 18	14.337
2024 01 16 19	14.318
2024 01 16 20	14.307
2024 01 16 21	14.297
2024 01 16 22	14.288
2024 01 16 23	14.284
2024 01 17 00	14.109
2024 01 17 01	14.082
2024 01 17 02	14.06
2024 01 17 03	14.049
2024 01 17 04	14.034
2024 01 17 05	14.019
2024 01 17 06	14.004
2024 01 17 07	13.982
2024 01 17 08	13.956
2024 01 17 09	13.933
2024 01 17 10	13.925
2024 01 17 11	13.937
2024 01 17 12	13.969
2024 01 17 13	13.997
2024 01 17 14	14.011
2024 01 17 15	14.03
2024 01 17 16	14.045
2024 01 17 17	14.052
2024 01 17 18	14.055
2024 01 17 19	14.062
2024 01 17 20	14.075
2024 01 17 21	14.095
2024 01 17 22	14.118
2024 01 17 23	14.13
2024 01 18 00	14.133
2024 01 18 01	14.133
2024 01 18 02	14.132
2024 01 18 03	14.128
2024 01 18 04	14.125
2024 01 18 05	14.125
2024 01 18 06	14.125
2024 01 18 07	14.122
2024 01 18 08	14.117
2024 01 18 09	14.112
2024 01 18 10	14.107
2024 01 18 11	14.102
2024 01 18 12	14.089
2024 01 18 13	14.069
2024 01 18 14	14.047
2024 01 18 15	14.023
2024 01 18 16	13.994
2024 01 18 17	13.963
2024 01 18 18	13.936
2024 01 18 19	13.91
2024 01 18 20	13.886
2024 01 18 21	13.876
2024 01 18 22	13.872
2024 01 18 23	13.872
2024 01 19 00	13.883
2024 01 19 01	13.901
2024 01 19 02	13.918
2024 01 19 03	13.936
2024 01 19 04	13.957
2024 01 19 05	13.993
2024 01 19 06	14.042
2024 01 19 07	14.08
2024 01 19 08	14.107
2024 01 19 09	14.135
2024 01 19 10	14.169
2024 01 19 11	14.197
2024 01 19 12	14.211
2024 01 19 13	14.219
2024 01 19 14	14.223
2024 01 19 15	14.22
2024 01 19 16	14.206
2024 01 19 17	14.177
2024 01 19 18	14.141
2024 01 19 19	14.103
2024 01 19 20	14.067
2024 01 19 21	14.033
2024 01 19 22	13.998
2024 01 19 23	13.956
2024 01 20 00	13.916
2024 01 20 01	13.892
2024 01 20 02	13.88
2024 01 20 03	13.864
2024 01 20 04	13.842
2024 01 20 05	13.82
2024 01 20 06	13.801
2024 01 20 07	13.781
2024 01 20 08	13.756
2024 01 20 09	13.738
2024 01 20 10	13.74
2024 01 20 11	13.762
2024 01 20 12	13.795
2024 01 20 13	13.837
2024 01 20 14	13.877
2024 01 20 15	13.899
2024 01 20 16	13.897
2024 01 20 17	13.867
2024 01 20 18	13.827
2024 01 20 19	13.792
2024 01 20 20	13.755
2024 01 20 21	13.715
2024 01 20 22	13.684
2024 01 20 23	13.637
2024 01 21 00	13.597
2024 01 21 01	13.583
2024 01 21 02	13.606
2024 01 21 03	13.633
2024 01 21 04	13.64
2024 01 21 05	13.647
2024 01 21 06	13.667
2024 01 21 07	13.689
2024 01 21 08	13.702
2024 01 21 09	13.715
2024 01 21 10	13.739
2024 01 21 11	13.781
2024 01 21 12	13.834
2024 01 21 13	13.893
2024 01 21 14	13.945
2024 01 21 15	13.978
2024 01 21 16	13.986
2024 01 21 17	13.973
2024 01 21 18	13.948
2024 01 21 19	13.929
2024 01 21 20	13.922
2024 01 21 21	13.92
2024 01 21 22	13.908
2024 01 21 23	13.911
2024 01 22 00	13.929
2024 01 22 01	13.944
2024 01 22 02	13.955
2024 01 22 03	13.966
2024 01 22 04	13.972
2024 01 22 05	13.967
2024 01 22 06	13.966
2024 01 22 07	13.972
2024 01 22 08	13.978
2024 01 22 09	13.982
2024 01 22 10	13.987
2024 01 22 11	13.992
2024 01 22 12	13.992
2024 01 22 13	13.996
2024 01 22 14	14.001
2024 01 22 15	13.996
2024 01 22 16	13.985
2024 01 22 17	13.972
2024 01 22 18	13.958
2024 01 22 19	13.942
2024 01 22 20	13.93
2024 01 22 21	13.921
2024 01 22 22	13.908
2024 01 22 23	13.899
2024 01 23 00	13.891
2024 01 23 01	13.885
2024 01 23 02	13.879
2024 01 23 03	13.874
2024 01 23 04	13.873
2024 01 23 05	13.872
2024 01 23 06	13.864
2024 01 23 07	13.851
2024 01 23 08	13.829
2024 01 23 09	13.815
2024 01 23 10	13.835
2024 01 23 11	13.887
2024 01 23 12	13.959
2024 01 23 13	14.035
2024 01 23 14	14.099
2024 01 23 15	14.141
2024 01 23 16	14.151
2024 01 23 17	14.12
2024 01 23 18	14.061
2024 01 23 19	14.001
2024 01 23 20	13.952
2024 01 23 21	13.914
2024 01 23 22	13.882
2024 01 23 23	13.851
2024 01 24 00	13.77
2024 01 24 01	13.735
2024 01 24 02	13.715
2024 01 24 03	13.708
2024 01 24 04	13.701
2024 01 24 05	13.689
2024 01 24 06	13.674
2024 01 24 07	13.66
2024 01 24 08	13.65
2024 01 24 09	13.649
2024 01 24 10	13.669
2024 01 24 11	13.72
2024 01 24 12	13.792
2024 01 24 13	13.871
2024 01 24 14	13.938
2024 01 24 15	13.983
2024 01 24 16	13.991
2024 01 24 17	13.96
2024 01 24 18	13.902
2024 01 24 19	13.844
2024 01 24 20	13.797
2024 01 24 21	13.758
2024 01 24 22	13.724
2024 01 24 23	13.691
2024 01 25 00	13.659
2024 01 25 01	13.632
2024 01 25 02	13.61
2024 01 25 03	13.593
2024 01 25 04	13.574
2024 01 25 05	13.548
2024 01 25 06	13.522
2024 01 25 07	13.498
2024 01 25 08	13.48
2024 01 25 09	13.478
2024 01 25 10	13.509
2024 01 25 11	13.575
2024 01 25 12	13.66
2024 01 25 13	13.748
2024 01 25 14	13.824
2024 01 25 15	13.875
2024 01 25 16	13.891
2024 01 25 17	13.867
2024 01 25 18	13.815
2024 01 25 19	13.761
2024 01 25 20	13.717
2024 01 25 21	13.676
2024 01 25 22	13.636
2024 01 25 23	13.599
2024 01 26 00	13.566
2024 01 26 01	13.535
2024 01 26 02	13.504
2024 01 26 03	13.476
2024 01 26 04	13.449
2024 01 26 05	13.42
2024 01 26 06	13.394
2024 01 26 07	13.372
2024 01 26 08	13.358
2024 01 26 09	13.369
2024 01 26 10	13.404
2024 01 26 11	13.461
2024 01 26 12	13.536
2024 01 26 13	13.612
2024 01 26 14	13.678
2024 01 26 15	13.721
2024 01 26 16	13.728
2024 01 26 17	13.695
2024 01 26 18	13.647
2024 01 26 19	13.612
2024 01 26 20	13.593
2024 01 26 21	13.582
2024 01 26 22	13.579
2024 01 26 23	13.59
2024 01 27 00	13.599
2024 01 27 01	13.601
2024 01 27 02	13.599
2024 01 27 03	13.593
2024 01 27 04	13.583
2024 01 27 05	13.569
2024 01 27 06	13.556
2024 01 27 07	13.547
2024 01 27 08	13.539
2024 01 27 09	13.533
2024 01 27 10	13.553
2024 01 27 11	13.609
2024 01 27 12	13.683
2024 01 27 13	13.761
2024 01 27 14	13.829
2024 01 27 15	13.868
2024 01 27 16	13.875
2024 01 27 17	13.858
2024 01 27 18	13.825
2024 01 27 19	13.792
2024 01 27 20	13.765
2024 01 27 21	13.745
2024 01 27 22	13.719
2024 01 27 23	13.681
2024 01 28 00	13.636
2024 01 28 01	13.592
2024 01 28 02	13.549
2024 01 28 03	13.508
2024 01 28 04	13.469
2024 01 28 05	13.433
2024 01 28 06	13.402
2024 01 28 07	13.379
2024 01 28 08	13.365
2024 01 28 09	13.368
2024 01 28 10	13.405
2024 01 28 11	13.475
2024 01 28 12	13.558
2024 01 28 13	13.642
2024 01 28 14	13.706
2024 01 28 15	13.752
2024 01 28 16	13.778
2024 01 28 17	13.764
2024 01 28 18	13.715
2024 01 28 19	13.654
2024 01 28 20	13.605
2024 01 28 21	13.567
2024 01 28 22	13.543
2024 01 28 23	13.526
2024 01 29 00	13.502
2024 01 29 01	13.49
2024 01 29 02	13.49
2024 01 29 03	13.486
2024 01 29 04	13.479
2024 01 29 05	13.473
2024 01 29 06	13.468
2024 01 29 07	13.461
2024 01 29 08	13.453
2024 01 29 09	13.458
2024 01 29 10	13.481
2024 01 29 11	13.517
2024 01 29 12	13.558
2024 01 29 13	13.596
2024 01 29 14	13.643
2024 01 29 15	13.69
2024 01 29 16	13.716
2024 01 29 17	13.715
2024 01 29 18	13.693
2024 01 29 19	13.662
2024 01 29 20	13.631
2024 01 29 21	13.6
2024 01 29 22	13.568
2024 01 29 23	13.542
2024 01 30 00	13.526
2024 01 30 01	13.512
2024 01 30 02	13.499
2024 01 30 03	13.486
2024 01 30 04	13.473
2024 01 30 05	13.462
2024 01 30 06	13.448
2024 01 30 07	13.432
2024 01 30 08	13.417
2024 01 30 09	13.42
2024 01 30 10	13.458
2024 01 30 11	13.534
2024 01 30 12	13.63
2024 01 30 13	13.719
2024 01 30 14	13.786
2024 01 30 15	13.835
2024 01 30 16	13.859
2024 01 30 17	13.849
2024 01 30 18	13.814
2024 01 30 19	13.779
2024 01 30 20	13.753
2024 01 30 21	13.734
2024 01 30 22	13.72
2024 01 30 23	13.707
2024 01 31 00	13.696
2024 01 31 01	13.687
2024 01 31 02	13.677
2024 01 31 03	13.663
2024 01 31 04	13.646
2024 01 31 05	13.622
2024 01 31 06	13.597
2024 01 31 07	13.575
2024 01 31 08	13.555
2024 01 31 09	13.554
2024 01 31 10	13.587
2024 01 31 11	13.656
2024 01 31 12	13.746
2024 01 31 13	13.841
2024 01 31 14	13.923
2024 01 31 15	13.979
2024 01 31 16	13.999
2024 01 31 17	13.98
2024 01 31 18	13.932
2024 01 31 19	13.88
2024 01 31 20	13.837
2024 01 31 21	13.8
2024 01 31 22	13.767
2024 01 31 23	13.737
2024 02 01 00	13.711
2024 02 01 01	13.688
2024 02 01 02	13.671
2024 02 01 03	13.662
2024 02 01 04	13.657
2024 02 01 05	13.657
2024 02 01 06	13.664
2024 02 01 07	13.672
2024 02 01 08	13.673
2024 02 01 09	13.678
2024 02 01 10	13.701
2024 02 01 11	13.751
2024 02 01 12	13.824
2024 02 01 13	13.905
2024 02 01 14	13.978
2024 02 01 15	14.017
2024 02 01 16	14.018
2024 02 01 17	13.988
2024 02 01 18	13.938
2024 02 01 19	13.902
2024 02 01 20	13.889
2024 02 01 21	13.878
2024 02 01 22	13.864
2024 02 01 23	13.849
2024 02 02 00	13.834
2024 02 02 01	13.806
2024 02 02 02	13.773
2024 02 02 03	13.747
2024 02 02 04	13.724
2024 02 02 05	13.707
2024 02 02 06	13.694
2024 02 02 07	13.682
2024 02 02 08	13.674
2024 02 02 09	13.68
2024 02 02 10	13.715
2024 02 02 11	13.782
2024 02 02 12	13.866
2024 02 02 13	13.946
2024 02 02 14	14.008
2024 02 02 15	14.048
2024 02 02 16	14.067
2024 02 02 17	14.066
2024 02 02 18	14.054
2024 02 02 19	14.041
2024 02 02 20	14.034
2024 02 02 21	14.032
2024 02 02 22	14.032
2024 02 02 23	14.033
2024 02 03 00	14.029
2024 02 03 01	14.022
2024 02 03 02	14.016
2024 02 03 03	14.012
2024 02 03 04	14.008
2024 02 03 05	14.001
2024 02 03 06	13.991
2024 02 03 07	13.985
2024 02 03 08	13.984
2024 02 03 09	13.983
2024 02 03 10	13.991
2024 02 03 11	14.024
2024 02 03 12	14.084
2024 02 03 13	14.15
2024 02 03 14	14.202
2024 02 03 15	14.227
2024 02 03 16	14.224
2024 02 03 17	14.197
2024 02 03 18	14.152
2024 02 03 19	14.105
2024 02 03 20	14.066
2024 02 03 21	14.029
2024 02 03 22	13.999
2024 02 03 23	13.976
2024 02 04 00	13.954
2024 02 04 01	13.931
2024 02 04 02	13.908
2024 02 04 03	13.884
2024 02 04 04	13.862
2024 02 04 05	13.843
2024 02 04 06	13.827
2024 02 04 07	13.812
2024 02 04 08	13.793
2024 02 04 09	13.782
2024 02 04 10	13.803
2024 02 04 11	13.86
2024 02 04 12	13.941
2024 02 04 13	14.028
2024 02 04 14	14.107
2024 02 04 15	14.162
2024 02 04 16	14.181
2024 02 04 17	14.161
