Valor nulo: -9999.9	
Fecha (GMT)	Temperatura del Agua(ºC)
2023 09 15 11	19.015
2023 09 15 12	19.184
2023 09 15 13	19.332
2023 09 15 14	19.451
2023 09 15 15	19.539
2023 09 15 16	19.583
2023 09 15 17	19.581
2023 09 15 18	19.53
2023 09 15 19	19.444
2023 09 15 20	19.362
2023 09 15 21	19.299
2023 09 15 22	19.254
2023 09 15 23	19.223
2023 09 16 00	19.208
2023 09 16 01	19.194
2023 09 16 02	19.182
2023 09 16 03	19.164
2023 09 16 04	19.138
2023 09 16 05	19.102
2023 09 16 06	19.061
2023 09 16 07	19.026
2023 09 16 08	19.013
2023 09 16 09	19.038
2023 09 16 10	19.101
2023 09 16 11	19.2
2023 09 16 12	19.331
2023 09 16 13	19.449
2023 09 16 14	19.519
2023 09 16 15	19.543
2023 09 16 16	19.546
2023 09 16 17	19.539
2023 09 16 18	19.498
2023 09 16 19	19.43
2023 09 16 20	19.36
2023 09 16 21	19.3
2023 09 16 22	19.243
2023 09 16 23	19.185
2023 09 17 00	19.132
2023 09 17 01	19.09
2023 09 17 02	19.056
2023 09 17 03	19.024
2023 09 17 04	18.997
2023 09 17 05	18.969
2023 09 17 06	18.943
2023 09 17 07	18.925
2023 09 17 08	18.931
2023 09 17 09	18.985
2023 09 17 10	19.083
2023 09 17 11	19.202
2023 09 17 12	19.325
2023 09 17 13	19.434
2023 09 17 14	19.503
2023 09 17 15	19.528
2023 09 17 16	19.547
2023 09 17 17	19.541
2023 09 17 18	19.494
2023 09 17 19	19.422
2023 09 17 20	19.343
2023 09 17 21	19.276
2023 09 17 22	19.219
2023 09 17 23	19.162
2023 09 18 00	19.119
2023 09 18 01	19.088
2023 09 18 02	19.069
2023 09 18 03	19.055
2023 09 18 04	19.031
2023 09 18 05	18.999
2023 09 18 06	18.958
2023 09 18 07	18.916
2023 09 18 08	18.882
2023 09 18 09	18.87
2023 09 18 10	18.887
2023 09 18 11	18.929
2023 09 18 12	18.986
2023 09 18 13	19.055
2023 09 18 14	19.131
2023 09 18 15	19.196
2023 09 18 16	19.253
2023 09 18 17	19.302
2023 09 18 18	19.33
2023 09 18 19	19.334
2023 09 18 20	19.32
2023 09 18 21	19.307
2023 09 18 22	19.3
2023 09 18 23	19.295
2023 09 19 00	19.293
2023 09 19 01	19.296
2023 09 19 02	19.295
2023 09 19 03	19.29
2023 09 19 04	19.277
2023 09 19 05	19.257
2023 09 19 06	19.233
2023 09 19 07	19.212
2023 09 19 08	19.203
2023 09 19 09	19.225
2023 09 19 10	19.297
2023 09 19 11	19.401
2023 09 19 12	19.525
2023 09 19 13	19.652
2023 09 19 14	19.764
2023 09 19 15	19.847
2023 09 19 16	19.883
2023 09 19 17	19.872
2023 09 19 18	19.811
2023 09 19 19	19.722
2023 09 19 20	19.636
2023 09 19 21	19.575
2023 09 19 22	19.521
2023 09 19 23	19.477
2023 09 20 00	19.164
2023 09 20 01	19.135
2023 09 20 02	19.12
2023 09 20 03	19.109
2023 09 20 04	19.098
2023 09 20 05	19.088
2023 09 20 06	19.075
2023 09 20 07	19.065
2023 09 20 08	19.059
2023 09 20 09	19.081
2023 09 20 10	19.137
2023 09 20 11	19.22
2023 09 20 12	19.314
2023 09 20 13	19.4
2023 09 20 14	19.471
2023 09 20 15	19.525
2023 09 20 16	19.556
2023 09 20 17	19.563
2023 09 20 18	19.552
2023 09 20 19	19.537
2023 09 20 20	19.527
2023 09 20 21	19.527
2023 09 20 22	19.534
2023 09 20 23	19.548
2023 09 21 00	19.572
2023 09 21 01	19.6
2023 09 21 02	19.634
2023 09 21 03	19.68
2023 09 21 04	19.725
2023 09 21 05	19.763
2023 09 21 06	19.785
2023 09 21 07	19.792
2023 09 21 08	19.8
2023 09 21 09	19.819
2023 09 21 10	19.844
2023 09 21 11	19.87
2023 09 21 12	19.9
2023 09 21 13	19.936
2023 09 21 14	19.973
2023 09 21 15	20.006
2023 09 21 16	20.034
2023 09 21 17	20.055
2023 09 21 18	20.064
2023 09 21 19	20.061
2023 09 21 20	20.047
2023 09 21 21	20.029
2023 09 21 22	20.009
2023 09 21 23	19.99
2023 09 22 00	19.974
2023 09 22 01	19.967
2023 09 22 02	19.967
2023 09 22 03	19.972
2023 09 22 04	19.978
2023 09 22 05	19.982
2023 09 22 06	19.982
2023 09 22 07	19.977
2023 09 22 08	19.971
2023 09 22 09	19.967
2023 09 22 10	19.967
2023 09 22 11	19.971
2023 09 22 12	19.985
2023 09 22 13	20.003
2023 09 22 14	20.025
2023 09 22 15	20.047
2023 09 22 16	20.068
2023 09 22 17	20.084
2023 09 22 18	20.086
2023 09 22 19	20.074
2023 09 22 20	20.056
2023 09 22 21	20.039
2023 09 22 22	20.025
2023 09 22 23	20.013
2023 09 23 00	20.005
2023 09 23 01	19.997
2023 09 23 02	19.988
2023 09 23 03	19.984
2023 09 23 04	19.983
2023 09 23 05	19.984
2023 09 23 06	19.99
2023 09 23 07	20.001
2023 09 23 08	20.011
2023 09 23 09	20.029
2023 09 23 10	20.067
2023 09 23 11	20.128
2023 09 23 12	20.203
2023 09 23 13	20.288
2023 09 23 14	20.367
2023 09 23 15	20.421
2023 09 23 16	20.437
2023 09 23 17	20.41
2023 09 23 18	20.351
2023 09 23 19	20.289
2023 09 23 20	20.238
2023 09 23 21	20.197
2023 09 23 22	20.162
2023 09 23 23	20.133
2023 09 24 00	20.109
2023 09 24 01	20.087
2023 09 24 02	20.07
2023 09 24 03	20.059
2023 09 24 04	20.057
2023 09 24 05	20.061
2023 09 24 06	20.063
2023 09 24 07	20.068
2023 09 24 08	20.075
2023 09 24 09	20.092
2023 09 24 10	20.136
2023 09 24 11	20.205
2023 09 24 12	20.291
2023 09 24 13	20.382
2023 09 24 14	20.466
2023 09 24 15	20.526
2023 09 24 16	20.551
2023 09 24 17	20.536
2023 09 24 18	20.481
2023 09 24 19	20.403
2023 09 24 20	20.351
2023 09 24 21	20.306
2023 09 24 22	20.276
2023 09 24 23	20.249
2023 09 25 00	20.225
2023 09 25 01	20.204
2023 09 25 02	20.183
2023 09 25 03	20.165
2023 09 25 04	20.148
2023 09 25 05	20.138
2023 09 25 06	20.136
2023 09 25 07	20.141
2023 09 25 08	20.151
2023 09 25 09	20.181
2023 09 25 10	20.244
2023 09 25 11	20.326
2023 09 25 12	20.404
2023 09 25 13	20.464
2023 09 25 14	20.519
2023 09 25 15	20.568
2023 09 25 16	20.598
2023 09 25 17	20.593
2023 09 25 18	20.552
2023 09 25 19	20.498
2023 09 25 20	20.458
2023 09 25 21	20.432
2023 09 25 22	20.415
2023 09 25 23	20.399
2023 09 26 00	20.388
2023 09 26 01	20.378
2023 09 26 02	20.366
2023 09 26 03	20.353
2023 09 26 04	20.341
2023 09 26 05	20.331
2023 09 26 06	20.325
2023 09 26 07	20.327
2023 09 26 08	20.342
2023 09 26 09	20.376
2023 09 26 10	20.432
2023 09 26 11	20.504
2023 09 26 12	20.594
2023 09 26 13	20.671
2023 09 26 14	20.729
2023 09 26 15	20.768
2023 09 26 16	20.766
2023 09 26 17	20.724
2023 09 26 18	20.661
2023 09 26 19	20.595
2023 09 26 20	20.545
2023 09 26 21	20.503
2023 09 26 22	20.475
2023 09 26 23	20.457
2023 09 27 00	20.043
2023 09 27 01	20.028
2023 09 27 02	20.015
2023 09 27 03	20.0
2023 09 27 04	19.979
2023 09 27 05	19.961
2023 09 27 06	19.927
2023 09 27 07	19.935
2023 09 27 08	19.954
2023 09 27 09	19.983
2023 09 27 10	20.044
2023 09 27 11	20.137
2023 09 27 12	20.238
2023 09 27 13	20.314
2023 09 27 14	20.373
2023 09 27 15	20.423
2023 09 27 16	20.459
2023 09 27 17	20.473
2023 09 27 18	20.452
2023 09 27 19	20.399
2023 09 27 20	20.347
2023 09 27 21	20.302
2023 09 27 22	20.267
2023 09 27 23	20.236
2023 09 28 00	20.207
2023 09 28 01	20.186
2023 09 28 02	20.165
2023 09 28 03	20.139
2023 09 28 04	20.11
2023 09 28 05	20.076
2023 09 28 06	20.054
2023 09 28 07	20.036
2023 09 28 08	20.046
2023 09 28 09	20.09
2023 09 28 10	20.174
2023 09 28 11	20.283
2023 09 28 12	20.406
2023 09 28 13	20.525
2023 09 28 14	20.625
2023 09 28 15	20.694
2023 09 28 16	20.72
2023 09 28 17	20.698
2023 09 28 18	20.632
2023 09 28 19	20.544
2023 09 28 20	20.474
2023 09 28 21	20.425
2023 09 28 22	20.386
2023 09 28 23	20.35
2023 09 29 00	20.315
2023 09 29 01	20.284
2023 09 29 02	20.265
2023 09 29 03	20.255
2023 09 29 04	20.25
2023 09 29 05	20.241
2023 09 29 06	20.228
2023 09 29 07	20.217
2023 09 29 08	20.219
2023 09 29 09	20.255
2023 09 29 10	20.331
2023 09 29 11	20.438
2023 09 29 12	20.553
2023 09 29 13	20.634
2023 09 29 14	20.686
2023 09 29 15	20.717
2023 09 29 16	20.709
2023 09 29 17	20.676
2023 09 29 18	20.626
2023 09 29 19	20.562
2023 09 29 20	20.499
2023 09 29 21	20.444
2023 09 29 22	20.396
2023 09 29 23	20.354
2023 09 30 00	20.316
2023 09 30 01	20.283
2023 09 30 02	20.252
2023 09 30 03	20.22
2023 09 30 04	20.187
2023 09 30 05	20.152
2023 09 30 06	20.12
2023 09 30 07	20.093
2023 09 30 08	20.083
2023 09 30 09	20.112
2023 09 30 10	20.186
2023 09 30 11	20.288
2023 09 30 12	20.395
2023 09 30 13	20.49
2023 09 30 14	20.566
2023 09 30 15	20.616
2023 09 30 16	20.633
2023 09 30 17	20.609
2023 09 30 18	20.545
2023 09 30 19	20.462
2023 09 30 20	20.387
2023 09 30 21	20.324
2023 09 30 22	20.272
2023 09 30 23	20.227
2023 10 01 00	20.184
2023 10 01 01	20.148
2023 10 01 02	20.115
2023 10 01 03	20.083
2023 10 01 04	20.05
2023 10 01 05	20.021
2023 10 01 06	19.991
2023 10 01 07	19.976
2023 10 01 08	19.967
2023 10 01 09	20.002
2023 10 01 10	20.087
2023 10 01 11	20.205
2023 10 01 12	20.337
2023 10 01 13	20.463
2023 10 01 14	20.568
2023 10 01 15	20.639
2023 10 01 16	20.665
2023 10 01 17	20.643
2023 10 01 18	20.581
2023 10 01 19	20.496
2023 10 01 20	20.42
2023 10 01 21	20.357
2023 10 01 22	20.304
2023 10 01 23	20.259
2023 10 02 00	20.223
2023 10 02 01	20.195
2023 10 02 02	20.171
2023 10 02 03	20.148
2023 10 02 04	20.124
2023 10 02 05	20.1
2023 10 02 06	20.076
2023 10 02 07	20.056
2023 10 02 08	20.057
2023 10 02 09	20.097
2023 10 02 10	20.173
2023 10 02 11	20.249
2023 10 02 12	20.349
2023 10 02 13	20.472
2023 10 02 14	20.581
2023 10 02 15	20.665
2023 10 02 16	20.7
2023 10 02 17	20.682
2023 10 02 18	20.621
2023 10 02 19	20.544
2023 10 02 20	20.482
2023 10 02 21	20.43
2023 10 02 22	20.385
2023 10 02 23	20.362
2023 10 03 00	20.341
2023 10 03 01	20.331
2023 10 03 02	20.329
2023 10 03 03	20.325
2023 10 03 04	20.315
2023 10 03 05	20.298
2023 10 03 06	20.281
2023 10 03 07	20.266
2023 10 03 08	20.253
2023 10 03 09	20.243
2023 10 03 10	20.241
2023 10 03 11	20.251
2023 10 03 12	20.264
2023 10 03 13	20.282
2023 10 03 14	20.293
2023 10 03 15	20.29
2023 10 03 16	20.271
2023 10 03 17	20.237
2023 10 03 18	20.19
2023 10 03 19	20.132
2023 10 03 20	20.069
2023 10 03 21	20.001
2023 10 03 22	19.926
2023 10 03 23	19.847
2023 10 04 00	19.64
2023 10 04 01	19.637
2023 10 04 02	19.638
2023 10 04 03	19.633
2023 10 04 04	19.614
2023 10 04 05	19.576
2023 10 04 06	19.52
2023 10 04 07	19.452
2023 10 04 08	19.389
2023 10 04 09	19.35
2023 10 04 10	19.334
2023 10 04 11	19.332
2023 10 04 12	19.344
2023 10 04 13	19.358
2023 10 04 14	19.382
2023 10 04 15	19.411
2023 10 04 16	19.423
2023 10 04 17	19.406
2023 10 04 18	19.358
2023 10 04 19	19.289
2023 10 04 20	19.211
2023 10 04 21	19.128
2023 10 04 22	19.047
2023 10 04 23	18.973
2023 10 05 00	18.914
2023 10 05 01	18.867
2023 10 05 02	18.834
2023 10 05 03	18.808
2023 10 05 04	18.787
2023 10 05 05	18.769
2023 10 05 06	18.754
2023 10 05 07	18.743
2023 10 05 08	18.748
2023 10 05 09	18.789
2023 10 05 10	18.872
2023 10 05 11	18.981
2023 10 05 12	19.105
2023 10 05 13	19.223
2023 10 05 14	19.323
2023 10 05 15	19.392
2023 10 05 16	19.423
2023 10 05 17	19.412
2023 10 05 18	19.362
2023 10 05 19	19.297
2023 10 05 20	19.245
2023 10 05 21	19.215
2023 10 05 22	19.199
2023 10 05 23	19.187
2023 10 06 00	19.188
2023 10 06 01	19.2
2023 10 06 02	19.221
2023 10 06 03	19.245
2023 10 06 04	19.268
2023 10 06 05	19.282
2023 10 06 06	19.285
2023 10 06 07	19.276
2023 10 06 08	19.274
2023 10 06 09	19.298
2023 10 06 10	19.347
2023 10 06 11	19.411
2023 10 06 12	19.48
2023 10 06 13	19.531
2023 10 06 14	19.554
2023 10 06 15	19.565
2023 10 06 16	19.56
2023 10 06 17	19.527
2023 10 06 18	19.472
2023 10 06 19	19.414
2023 10 06 20	19.367
2023 10 06 21	19.326
2023 10 06 22	19.289
2023 10 06 23	19.254
2023 10 07 00	19.223
2023 10 07 01	19.193
2023 10 07 02	19.166
2023 10 07 03	19.14
2023 10 07 04	19.114
2023 10 07 05	19.089
2023 10 07 06	19.065
2023 10 07 07	19.047
2023 10 07 08	19.047
2023 10 07 09	19.081
2023 10 07 10	19.157
2023 10 07 11	19.264
2023 10 07 12	19.386
2023 10 07 13	19.503
2023 10 07 14	19.601
2023 10 07 15	19.668
2023 10 07 16	19.69
2023 10 07 17	19.663
2023 10 07 18	19.598
2023 10 07 19	19.524
2023 10 07 20	19.463
2023 10 07 21	19.413
2023 10 07 22	19.369
2023 10 07 23	19.329
2023 10 08 00	19.294
2023 10 08 01	19.263
2023 10 08 02	19.235
2023 10 08 03	19.209
2023 10 08 04	19.186
2023 10 08 05	19.167
2023 10 08 06	19.152
2023 10 08 07	19.145
2023 10 08 08	19.155
2023 10 08 09	19.196
2023 10 08 10	19.272
2023 10 08 11	19.375
2023 10 08 12	19.488
2023 10 08 13	19.596
2023 10 08 14	19.685
2023 10 08 15	19.746
2023 10 08 16	19.769
2023 10 08 17	19.752
2023 10 08 18	19.7
2023 10 08 19	19.644
2023 10 08 20	19.605
2023 10 08 21	19.578
2023 10 08 22	19.561
2023 10 08 23	19.542
2023 10 09 00	19.519
2023 10 09 01	19.492
2023 10 09 02	19.463
2023 10 09 03	19.436
2023 10 09 04	19.409
2023 10 09 05	19.384
2023 10 09 06	19.364
2023 10 09 07	19.351
2023 10 09 08	19.347
2023 10 09 09	19.374
2023 10 09 10	19.442
2023 10 09 11	19.539
2023 10 09 12	19.645
2023 10 09 13	19.747
2023 10 09 14	19.828
2023 10 09 15	19.875
2023 10 09 16	19.882
2023 10 09 17	19.847
2023 10 09 18	19.776
2023 10 09 19	19.701
2023 10 09 20	19.646
2023 10 09 21	19.612
2023 10 09 22	19.579
2023 10 09 23	19.548
2023 10 10 00	19.522
2023 10 10 01	19.496
2023 10 10 02	19.47
2023 10 10 03	19.444
2023 10 10 04	19.423
2023 10 10 05	19.394
2023 10 10 06	19.368
2023 10 10 07	19.358
2023 10 10 08	19.36
2023 10 10 09	19.395
2023 10 10 10	19.47
2023 10 10 11	19.572
2023 10 10 12	19.685
2023 10 10 13	19.79
2023 10 10 14	19.874
2023 10 10 15	19.922
2023 10 10 16	19.929
2023 10 10 17	19.893
2023 10 10 18	19.823
2023 10 10 19	19.748
2023 10 10 20	19.693
2023 10 10 21	19.654
2023 10 10 22	19.622
2023 10 10 23	19.599
2023 10 11 00	19.513
2023 10 11 01	19.477
2023 10 11 02	19.445
2023 10 11 03	19.411
2023 10 11 04	19.378
2023 10 11 05	19.348
2023 10 11 06	19.323
2023 10 11 07	19.308
2023 10 11 08	19.307
2023 10 11 09	19.337
2023 10 11 10	19.411
2023 10 11 11	19.516
2023 10 11 12	19.634
2023 10 11 13	19.746
2023 10 11 14	19.836
2023 10 11 15	19.889
2023 10 11 16	19.897
2023 10 11 17	19.859
2023 10 11 18	19.785
2023 10 11 19	19.707
2023 10 11 20	19.656
2023 10 11 21	19.634
2023 10 11 22	19.622
2023 10 11 23	19.596
2023 10 12 00	19.564
2023 10 12 01	19.532
2023 10 12 02	19.499
2023 10 12 03	19.472
2023 10 12 04	19.445
2023 10 12 05	19.418
2023 10 12 06	19.392
2023 10 12 07	19.373
2023 10 12 08	19.369
2023 10 12 09	19.397
2023 10 12 10	19.467
2023 10 12 11	19.567
2023 10 12 12	19.677
2023 10 12 13	19.779
2023 10 12 14	19.854
2023 10 12 15	19.878
2023 10 12 16	19.87
2023 10 12 17	19.839
2023 10 12 18	19.777
2023 10 12 19	19.727
2023 10 12 20	19.688
2023 10 12 21	19.647
2023 10 12 22	19.6
2023 10 12 23	19.558
2023 10 13 00	19.524
2023 10 13 01	19.496
2023 10 13 02	19.468
2023 10 13 03	19.443
2023 10 13 04	19.422
2023 10 13 05	19.402
2023 10 13 06	19.387
2023 10 13 07	19.376
2023 10 13 08	19.377
2023 10 13 09	19.392
2023 10 13 10	19.408
2023 10 13 11	19.421
2023 10 13 12	19.435
2023 10 13 13	19.45
2023 10 13 14	19.471
2023 10 13 15	19.487
2023 10 13 16	19.492
2023 10 13 17	19.491
2023 10 13 18	19.485
2023 10 13 19	19.478
2023 10 13 20	19.475
2023 10 13 21	19.469
2023 10 13 22	19.459
2023 10 13 23	19.446
2023 10 14 00	19.426
2023 10 14 01	19.414
2023 10 14 02	19.407
2023 10 14 03	19.395
2023 10 14 04	19.383
2023 10 14 05	19.37
2023 10 14 06	19.353
2023 10 14 07	19.334
2023 10 14 08	19.318
2023 10 14 09	19.311
2023 10 14 10	19.312
2023 10 14 11	19.32
2023 10 14 12	19.335
2023 10 14 13	19.353
2023 10 14 14	19.366
2023 10 14 15	19.366
2023 10 14 16	19.357
2023 10 14 17	19.34
2023 10 14 18	19.32
2023 10 14 19	19.299
2023 10 14 20	19.281
2023 10 14 21	19.264
2023 10 14 22	19.243
2023 10 14 23	19.224
2023 10 15 00	19.2
2023 10 15 01	19.17
2023 10 15 02	19.144
2023 10 15 03	19.12
2023 10 15 04	19.095
2023 10 15 05	19.065
2023 10 15 06	19.035
2023 10 15 07	19.006
2023 10 15 08	18.98
2023 10 15 09	18.967
2023 10 15 10	18.954
2023 10 15 11	18.937
2023 10 15 12	18.931
2023 10 15 13	18.938
2023 10 15 14	18.95
2023 10 15 15	18.953
2023 10 15 16	18.945
2023 10 15 17	18.936
2023 10 15 18	18.926
2023 10 15 19	18.916
2023 10 15 20	18.9
2023 10 15 21	18.883
2023 10 15 22	18.865
2023 10 15 23	18.849
2023 10 16 00	18.838
2023 10 16 01	18.833
2023 10 16 02	18.822
2023 10 16 03	18.807
2023 10 16 04	18.795
2023 10 16 05	18.788
2023 10 16 06	18.782
2023 10 16 07	18.779
2023 10 16 08	18.783
2023 10 16 09	18.806
2023 10 16 10	18.854
2023 10 16 11	18.919
2023 10 16 12	18.974
2023 10 16 13	19.005
2023 10 16 14	19.024
2023 10 16 15	19.026
2023 10 16 16	19.014
2023 10 16 17	18.999
2023 10 16 18	18.983
2023 10 16 19	18.968
2023 10 16 20	18.954
2023 10 16 21	18.94
2023 10 16 22	18.913
2023 10 16 23	18.882
2023 10 17 00	18.863
2023 10 17 01	18.853
2023 10 17 02	18.847
2023 10 17 03	18.839
2023 10 17 04	18.837
2023 10 17 05	18.837
2023 10 17 06	18.835
2023 10 17 07	18.843
2023 10 17 08	18.86
2023 10 17 09	18.891
2023 10 17 10	18.925
2023 10 17 11	18.952
2023 10 17 12	18.969
2023 10 17 13	18.978
2023 10 17 14	18.98
2023 10 17 15	18.983
2023 10 17 16	18.983
2023 10 17 17	18.98
2023 10 17 18	18.972
2023 10 17 19	18.959
2023 10 17 20	18.945
2023 10 17 21	18.935
2023 10 17 22	18.927
2023 10 17 23	18.931
2023 10 18 00	18.844
2023 10 18 01	18.852
2023 10 18 02	18.861
2023 10 18 03	18.867
2023 10 18 04	18.869
2023 10 18 05	18.867
2023 10 18 06	18.861
2023 10 18 07	18.85
2023 10 18 08	18.844
2023 10 18 09	18.849
2023 10 18 10	18.866
2023 10 18 11	18.897
2023 10 18 12	18.95
2023 10 18 13	19.04
2023 10 18 14	19.15
2023 10 18 15	19.257
2023 10 18 16	19.353
2023 10 18 17	19.419
2023 10 18 18	19.435
2023 10 18 19	19.404
2023 10 18 20	19.358
2023 10 18 21	19.309
2023 10 18 22	19.264
2023 10 18 23	19.226
2023 10 19 00	19.201
2023 10 19 01	19.192
2023 10 19 02	19.201
2023 10 19 03	19.215
2023 10 19 04	19.225
2023 10 19 05	19.223
2023 10 19 06	19.209
2023 10 19 07	19.186
2023 10 19 08	19.158
2023 10 19 09	19.135
2023 10 19 10	19.123
2023 10 19 11	19.113
2023 10 19 12	19.119
2023 10 19 13	19.113
2023 10 19 14	19.13
2023 10 19 15	19.15
2023 10 19 16	19.14
2023 10 19 17	19.118
2023 10 19 18	19.092
2023 10 19 19	19.064
2023 10 19 20	19.034
2023 10 19 21	19.008
2023 10 19 22	18.993
2023 10 19 23	18.977
2023 10 20 00	18.96
2023 10 20 01	18.944
2023 10 20 02	18.928
2023 10 20 03	18.907
2023 10 20 04	18.881
2023 10 20 05	18.85
2023 10 20 06	18.816
2023 10 20 07	18.785
2023 10 20 08	18.757
2023 10 20 09	18.736
2023 10 20 10	18.716
2023 10 20 11	18.703
2023 10 20 12	18.693
2023 10 20 13	18.681
2023 10 20 14	18.664
2023 10 20 15	18.645
2023 10 20 16	18.624
2023 10 20 17	18.6
2023 10 20 18	18.57
2023 10 20 19	18.535
2023 10 20 20	18.502
2023 10 20 21	18.472
2023 10 20 22	18.443
2023 10 20 23	18.415
2023 10 21 00	18.389
2023 10 21 01	18.366
2023 10 21 02	18.352
2023 10 21 03	18.345
2023 10 21 04	18.34
2023 10 21 05	18.337
2023 10 21 06	18.332
2023 10 21 07	18.327
2023 10 21 08	18.323
2023 10 21 09	18.321
2023 10 21 10	18.325
2023 10 21 11	18.332
2023 10 21 12	18.333
2023 10 21 13	18.341
2023 10 21 14	18.348
2023 10 21 15	18.355
2023 10 21 16	18.358
2023 10 21 17	18.359
2023 10 21 18	18.361
2023 10 21 19	18.37
2023 10 21 20	18.38
2023 10 21 21	18.384
2023 10 21 22	18.384
2023 10 21 23	18.384
2023 10 22 00	18.385
2023 10 22 01	18.379
2023 10 22 02	18.362
2023 10 22 03	18.348
2023 10 22 04	18.368
2023 10 22 05	18.38
2023 10 22 06	18.389
2023 10 22 07	18.399
2023 10 22 08	18.404
2023 10 22 09	18.414
2023 10 22 10	18.431
2023 10 22 11	18.464
2023 10 22 12	18.508
2023 10 22 13	18.549
2023 10 22 14	18.572
2023 10 22 15	18.577
2023 10 22 16	18.563
2023 10 22 17	18.53
2023 10 22 18	18.491
2023 10 22 19	18.461
2023 10 22 20	18.437
2023 10 22 21	18.422
2023 10 22 22	18.404
2023 10 22 23	18.38
2023 10 23 00	18.369
2023 10 23 01	18.367
2023 10 23 02	18.354
2023 10 23 03	18.34
2023 10 23 04	18.328
2023 10 23 05	18.316
2023 10 23 06	18.306
2023 10 23 07	18.296
2023 10 23 08	18.29
2023 10 23 09	18.279
2023 10 23 10	18.258
2023 10 23 11	18.237
2023 10 23 12	18.234
2023 10 23 13	18.232
2023 10 23 14	18.225
2023 10 23 15	18.206
2023 10 23 16	18.197
2023 10 23 17	18.188
2023 10 23 18	18.177
2023 10 23 19	18.174
2023 10 23 20	18.182
2023 10 23 21	18.195
2023 10 23 22	18.195
2023 10 23 23	18.183
2023 10 24 00	18.165
2023 10 24 01	18.149
2023 10 24 02	18.132
2023 10 24 03	18.115
2023 10 24 04	18.101
2023 10 24 05	18.09
2023 10 24 06	18.082
2023 10 24 07	18.078
2023 10 24 08	18.081
2023 10 24 09	18.088
2023 10 24 10	18.11
2023 10 24 11	18.125
2023 10 24 12	18.142
2023 10 24 13	18.157
2023 10 24 14	18.16
2023 10 24 15	18.153
2023 10 24 16	18.136
2023 10 24 17	18.116
2023 10 24 18	18.093
2023 10 24 19	18.076
2023 10 24 20	18.067
2023 10 24 21	18.063
2023 10 24 22	18.061
2023 10 24 23	18.057
2023 10 25 00	17.933
2023 10 25 01	17.913
2023 10 25 02	17.893
2023 10 25 03	17.873
2023 10 25 04	17.854
2023 10 25 05	17.839
2023 10 25 06	17.828
2023 10 25 07	17.825
2023 10 25 08	17.825
2023 10 25 09	17.827
2023 10 25 10	17.837
2023 10 25 11	17.851
2023 10 25 12	17.857
2023 10 25 13	17.865
2023 10 25 14	17.866
2023 10 25 15	17.866
2023 10 25 16	17.865
2023 10 25 17	17.86
2023 10 25 18	17.858
2023 10 25 19	17.86
2023 10 25 20	17.866
2023 10 25 21	17.874
2023 10 25 22	17.881
2023 10 25 23	17.883
2023 10 26 00	17.882
2023 10 26 01	17.877
2023 10 26 02	17.866
2023 10 26 03	17.854
2023 10 26 04	17.839
2023 10 26 05	17.821
2023 10 26 06	17.806
2023 10 26 07	17.787
2023 10 26 08	17.767
2023 10 26 09	17.752
2023 10 26 10	17.752
2023 10 26 11	17.794
2023 10 26 12	17.805
2023 10 26 13	17.82
2023 10 26 14	17.83
2023 10 26 15	17.819
2023 10 26 16	17.806
2023 10 26 17	17.789
2023 10 26 18	17.763
2023 10 26 19	17.736
2023 10 26 20	17.713
2023 10 26 21	17.695
2023 10 26 22	17.681
2023 10 26 23	17.668
2023 10 27 00	17.654
2023 10 27 01	17.638
2023 10 27 02	17.622
2023 10 27 03	17.601
2023 10 27 04	17.581
2023 10 27 05	17.563
2023 10 27 06	17.546
2023 10 27 07	17.536
2023 10 27 08	17.53
2023 10 27 09	17.532
2023 10 27 10	17.541
2023 10 27 11	17.555
2023 10 27 12	17.566
2023 10 27 13	17.573
2023 10 27 14	17.57
2023 10 27 15	17.562
2023 10 27 16	17.548
2023 10 27 17	17.526
2023 10 27 18	17.503
2023 10 27 19	17.483
2023 10 27 20	17.465
2023 10 27 21	17.454
2023 10 27 22	17.449
2023 10 27 23	17.45
2023 10 28 00	17.45
2023 10 28 01	17.446
2023 10 28 02	17.437
2023 10 28 03	17.424
2023 10 28 04	17.409
2023 10 28 05	17.392
2023 10 28 06	17.375
2023 10 28 07	17.363
2023 10 28 08	17.359
2023 10 28 09	17.362
2023 10 28 10	17.376
2023 10 28 11	17.395
2023 10 28 12	17.419
2023 10 28 13	17.434
2023 10 28 14	17.438
2023 10 28 15	17.438
2023 10 28 16	17.432
2023 10 28 17	17.422
2023 10 28 18	17.411
2023 10 28 19	17.406
2023 10 28 20	17.402
2023 10 28 21	17.401
2023 10 28 22	17.401
2023 10 28 23	17.401
2023 10 29 00	17.402
2023 10 29 01	17.399
2023 10 29 02	17.397
2023 10 29 03	17.385
2023 10 29 04	17.363
2023 10 29 05	17.339
2023 10 29 06	17.312
2023 10 29 07	17.292
2023 10 29 08	17.281
2023 10 29 09	17.285
2023 10 29 10	17.305
2023 10 29 11	17.33
2023 10 29 12	17.354
2023 10 29 13	17.376
2023 10 29 14	17.379
2023 10 29 15	17.357
2023 10 29 16	17.327
2023 10 29 17	17.298
2023 10 29 18	17.275
2023 10 29 19	17.254
2023 10 29 20	17.236
2023 10 29 21	17.223
2023 10 29 22	17.208
2023 10 29 23	17.195
2023 10 30 00	17.165
2023 10 30 01	17.136
2023 10 30 02	17.127
2023 10 30 03	17.121
