Valor nulo: -9999.9		
Fecha (GMT)	Velocidad media de Corriente(m/s)	Dir. de prop. de la Corriente (0=N,90=E)
2024 05 08 12	0.128	221.85
2024 05 08 13	0.133	224.69
2024 05 08 14	0.129	229.39
2024 05 08 15	0.116	236.17
2024 05 08 16	0.103	244.17
2024 05 08 17	0.09	253.96
2024 05 08 18	0.082	265.12
2024 05 08 19	0.076	275.26
2024 05 08 20	0.071	280.52
2024 05 08 21	0.065	280.61
2024 05 08 22	0.06	275.71
2024 05 08 23	0.056	271.02
2024 05 09 00	0.052	270.0
2024 05 09 01	0.048	274.76
2024 05 09 02	0.044	285.59
2024 05 09 03	0.044	305.83
2024 05 09 04	0.05	326.3
2024 05 09 05	0.06	342.75
2024 05 09 06	0.072	353.65
2024 05 09 07	0.077	0.0
2024 05 09 08	0.073	3.13
2024 05 09 09	0.061	5.61
2024 05 09 10	0.047	7.27
2024 05 09 11	0.034	5.04
2024 05 09 12	0.028	357.95
2024 05 09 13	0.033	0.0
2024 05 09 14	0.046	3.73
2024 05 09 15	0.065	5.27
2024 05 09 16	0.089	7.04
2024 05 09 17	0.115	8.48
2024 05 09 18	0.137	10.08
2024 05 09 19	0.152	11.75
2024 05 09 20	0.158	13.86
2024 05 09 21	0.15	16.15
2024 05 09 22	0.135	18.56
2024 05 09 23	0.116	21.07
2024 05 10 00	0.102	24.81
2024 05 10 01	0.091	27.96
2024 05 10 02	0.085	29.57
2024 05 10 03	0.084	29.91
2024 05 10 04	0.089	28.86
2024 05 10 05	0.095	28.17
2024 05 10 06	0.102	27.31
2024 05 10 07	0.106	27.28
2024 05 10 08	0.104	28.04
2024 05 10 09	0.094	30.65
2024 05 10 10	0.077	35.53
2024 05 10 11	0.06	42.97
2024 05 10 12	0.043	51.54
2024 05 10 13	0.03	58.39
2024 05 10 14	0.023	55.61
2024 05 10 15	0.023	34.38
2024 05 10 16	0.033	18.97
2024 05 10 17	0.049	12.9
2024 05 10 18	0.066	12.15
2024 05 10 19	0.083	13.2
2024 05 10 20	0.092	15.68
2024 05 10 21	0.094	19.2
2024 05 10 22	0.085	24.77
2024 05 10 23	0.07	31.66
2024 05 11 00	0.051	45.78
2024 05 11 01	0.039	67.38
2024 05 11 02	0.034	93.36
2024 05 11 03	0.034	108.43
2024 05 11 04	0.031	110.13
2024 05 11 05	0.028	96.11
2024 05 11 06	0.029	74.05
2024 05 11 07	0.034	56.76
2024 05 11 08	0.041	50.9
2024 05 11 09	0.042	55.56
2024 05 11 10	0.037	68.19
2024 05 11 11	0.033	90.0
2024 05 11 12	0.037	120.69
2024 05 11 13	0.049	141.51
2024 05 11 14	0.052	150.52
2024 05 11 15	0.044	151.69
2024 05 11 16	0.035	144.09
2024 05 11 17	0.027	123.11
2024 05 11 18	0.028	85.91
2024 05 11 19	0.04	59.03
2024 05 11 20	0.056	47.86
2024 05 11 21	0.066	45.0
2024 05 11 22	0.069	47.33
2024 05 11 23	0.066	51.07
2024 05 12 00	0.06	55.78
2024 05 12 01	0.053	58.1
2024 05 12 02	0.047	55.3
2024 05 12 03	0.044	47.72
2024 05 12 04	0.05	36.86
2024 05 12 05	0.059	30.46
2024 05 12 06	0.071	25.84
2024 05 12 07	0.08	24.32
2024 05 12 08	0.084	25.95
2024 05 12 09	0.081	28.77
2024 05 12 10	0.07	35.72
2024 05 12 11	0.051	49.76
2024 05 12 12	0.035	70.01
2024 05 12 13	0.023	104.62
2024 05 12 14	0.02	147.09
2024 05 12 15	0.011	190.3
2024 05 12 16	0.013	302.47
2024 05 12 17	0.035	334.88
2024 05 12 18	0.061	347.77
2024 05 12 19	0.086	358.0
2024 05 12 20	0.102	3.92
2024 05 12 21	0.11	8.86
2024 05 12 22	0.104	13.24
2024 05 12 23	0.093	16.69
2024 05 13 00	0.078	20.04
2024 05 13 01	0.062	23.68
2024 05 13 02	0.045	27.69
2024 05 13 03	0.033	28.88
2024 05 13 04	0.024	21.37
2024 05 13 05	0.024	11.76
2024 05 13 06	0.031	3.69
2024 05 13 07	0.04	4.28
2024 05 13 08	0.05	5.71
2024 05 13 09	0.058	8.82
2024 05 13 10	0.062	12.92
2024 05 13 11	0.062	17.57
2024 05 13 12	0.056	23.86
2024 05 13 13	0.048	31.37
2024 05 13 14	0.039	39.8
2024 05 13 15	0.032	47.48
2024 05 13 16	0.03	51.63
2024 05 13 17	0.034	49.76
2024 05 13 18	0.043	44.06
2024 05 13 19	0.057	38.65
2024 05 13 20	0.076	32.24
2024 05 13 21	0.099	28.1
2024 05 13 22	0.121	27.4
2024 05 13 23	0.136	27.5
2024 05 14 00	0.141	29.09
2024 05 14 01	0.143	30.68
2024 05 14 02	0.14	31.66
2024 05 14 03	0.136	32.4
2024 05 14 04	0.13	31.49
2024 05 14 05	0.126	29.4
2024 05 14 06	0.127	27.17
2024 05 14 07	0.129	25.57
2024 05 14 08	0.133	24.26
2024 05 14 09	0.137	23.96
2024 05 14 10	0.143	23.88
2024 05 14 11	0.148	25.52
2024 05 14 12	0.152	26.9
2024 05 14 13	0.153	27.89
2024 05 14 14	0.153	28.72
2024 05 14 15	0.146	29.35
2024 05 14 16	0.137	29.53
2024 05 14 17	0.129	29.52
2024 05 14 18	0.127	28.57
2024 05 14 19	0.126	25.75
2024 05 14 20	0.124	24.1
2024 05 14 21	0.122	22.58
2024 05 14 22	0.127	20.13
2024 05 14 23	0.131	20.5
2024 05 15 00	0.13	24.4
2024 05 15 01	0.135	25.42
2024 05 15 02	0.134	26.56
2024 05 15 03	0.127	27.17
2024 05 15 04	0.119	27.42
2024 05 15 05	0.112	26.33
2024 05 15 06	0.105	25.34
2024 05 15 07	0.096	24.44
2024 05 15 08	0.091	22.61
2024 05 15 09	0.086	20.94
2024 05 15 10	0.089	19.65
2024 05 15 11	0.092	18.82
2024 05 15 12	0.096	19.93
2024 05 15 13	0.101	21.48
2024 05 15 14	0.099	21.9
2024 05 15 15	0.095	23.35
2024 05 15 16	0.089	23.11
2024 05 15 17	0.084	22.93
2024 05 15 18	0.085	22.05
2024 05 15 19	0.093	21.91
2024 05 15 20	0.1	20.95
2024 05 15 21	0.108	20.43
2024 05 15 22	0.118	20.27
2024 05 15 23	0.125	20.6
2024 05 16 00	0.127	21.55
2024 05 16 01	0.131	22.85
2024 05 16 02	0.13	24.0
2024 05 16 03	0.126	25.75
2024 05 16 04	0.119	26.77
2024 05 16 05	0.11	27.95
2024 05 16 06	0.104	28.04
2024 05 16 07	0.097	28.14
2024 05 16 08	0.096	27.09
2024 05 16 09	0.1	26.05
2024 05 16 10	0.105	24.62
2024 05 16 11	0.112	24.06
2024 05 16 12	0.121	24.24
2024 05 16 13	0.128	24.37
2024 05 16 14	0.133	25.22
2024 05 16 15	0.134	25.99
2024 05 16 16	0.13	27.34
2024 05 16 17	0.124	28.83
2024 05 16 18	0.116	28.1
2024 05 16 19	0.112	24.06
2024 05 16 20	0.109	20.25
2024 05 16 21	0.111	16.65
2024 05 16 22	0.121	15.29
2024 05 16 23	0.134	13.72
2024 05 17 00	0.147	13.28
2024 05 17 01	0.157	14.3
2024 05 17 02	0.163	15.65
2024 05 17 03	0.162	17.54
2024 05 17 04	0.157	20.04
2024 05 17 05	0.151	22.15
2024 05 17 06	0.142	24.41
2024 05 17 07	0.129	26.56
2024 05 17 08	0.119	28.07
2024 05 17 09	0.111	29.1
2024 05 17 10	0.109	28.9
2024 05 17 11	0.112	28.61
2024 05 17 12	0.119	28.49
2024 05 17 13	0.125	27.99
2024 05 17 14	0.129	27.15
2024 05 17 15	0.131	27.53
2024 05 17 16	0.131	28.12
2024 05 17 17	0.128	28.96
2024 05 17 18	0.123	29.05
2024 05 17 19	0.123	27.6
2024 05 17 20	0.125	26.56
2024 05 17 21	0.128	25.36
2024 05 17 22	0.132	24.05
2024 05 17 23	0.139	21.95
2024 05 18 00	0.148	19.29
2024 05 18 01	0.157	17.74
2024 05 18 02	0.164	16.56
2024 05 18 03	0.167	15.94
2024 05 18 04	0.165	15.8
2024 05 18 05	0.156	15.54
2024 05 18 06	0.144	15.28
2024 05 18 07	0.13	15.1
2024 05 18 08	0.12	14.96
2024 05 18 09	0.113	14.28
2024 05 18 10	0.111	13.53
2024 05 18 11	0.113	12.69
2024 05 18 12	0.117	11.78
2024 05 18 13	0.123	11.21
2024 05 18 14	0.127	12.18
2024 05 18 15	0.127	13.6
2024 05 18 16	0.12	15.42
2024 05 18 17	0.108	18.26
2024 05 18 18	0.094	21.12
2024 05 18 19	0.083	24.1
2024 05 18 20	0.078	26.56
2024 05 18 21	0.081	26.87
2024 05 18 22	0.086	27.45
2024 05 18 23	0.087	30.06
2024 05 19 00	0.086	34.61
2024 05 19 01	0.089	34.93
2024 05 19 02	0.095	33.85
2024 05 19 03	0.101	31.64
2024 05 19 04	0.103	30.77
2024 05 19 05	0.102	30.57
2024 05 19 06	0.098	31.26
2024 05 19 07	0.089	32.61
2024 05 19 08	0.08	33.29
2024 05 19 09	0.075	33.05
2024 05 19 10	0.073	31.09
2024 05 19 11	0.075	28.61
2024 05 19 12	0.079	26.88
2024 05 19 13	0.084	25.34
2024 05 19 14	0.089	24.55
2024 05 19 15	0.09	23.44
2024 05 19 16	0.088	21.92
2024 05 19 17	0.083	21.03
2024 05 19 18	0.076	19.14
2024 05 19 19	0.075	18.43
2024 05 19 20	0.08	16.63
2024 05 19 21	0.088	16.38
2024 05 19 22	0.102	16.48
2024 05 19 23	0.116	17.03
2024 05 20 00	0.125	18.57
2024 05 20 01	0.131	19.94
2024 05 20 02	0.137	21.72
2024 05 20 03	0.14	23.09
2024 05 20 04	0.138	25.26
2024 05 20 05	0.131	27.14
2024 05 20 06	0.12	29.98
2024 05 20 07	0.105	32.63
2024 05 20 08	0.091	36.11
2024 05 20 09	0.079	38.88
2024 05 20 10	0.071	39.28
2024 05 20 11	0.067	38.39
2024 05 20 12	0.068	36.02
2024 05 20 13	0.072	34.34
2024 05 20 14	0.08	33.29
2024 05 20 15	0.088	31.18
2024 05 20 16	0.097	30.76
2024 05 20 17	0.101	31.64
2024 05 20 18	0.102	33.07
2024 05 20 19	0.104	33.69
2024 05 20 20	0.107	33.98
2024 05 20 21	0.108	34.86
2024 05 20 22	0.108	34.86
2024 05 20 23	0.113	33.12
2024 05 21 00	0.12	31.04
2024 05 21 01	0.127	27.96
2024 05 21 02	0.137	25.44
2024 05 21 03	0.147	23.96
2024 05 21 04	0.153	22.21
2024 05 21 05	0.156	21.8
2024 05 21 06	0.153	22.21
2024 05 21 07	0.141	23.3
2024 05 21 08	0.127	24.55
2024 05 21 09	0.115	25.67
2024 05 21 10	0.106	27.28
2024 05 21 11	0.102	28.07
2024 05 21 12	0.1	27.33
2024 05 21 13	0.104	26.07
2024 05 21 14	0.111	23.8
2024 05 21 15	0.118	23.32
2024 05 21 16	0.124	23.68
2024 05 21 17	0.125	24.93
2024 05 21 18	0.122	26.14
2024 05 21 19	0.118	25.91
2024 05 21 20	0.117	24.6
2024 05 21 21	0.114	23.65
2024 05 21 22	0.113	21.14
2024 05 21 23	0.121	17.24
2024 05 22 00	0.131	14.98
2024 05 22 01	0.145	13.94
2024 05 22 02	0.159	14.12
2024 05 22 03	0.173	14.99
2024 05 22 04	0.183	16.46
2024 05 22 05	0.185	18.82
2024 05 22 06	0.18	22.15
2024 05 22 07	0.163	26.87
2024 05 22 08	0.142	33.24
2024 05 22 09	0.121	39.98
2024 05 22 10	0.107	45.75
2024 05 22 11	0.099	47.84
2024 05 22 12	0.103	45.78
2024 05 22 13	0.109	41.67
2024 05 22 14	0.117	35.99
2024 05 22 15	0.129	31.11
2024 05 22 16	0.142	28.0
2024 05 22 17	0.151	26.22
2024 05 22 18	0.154	26.06
2024 05 22 19	0.152	26.56
2024 05 22 20	0.144	27.62
2024 05 22 21	0.136	28.44
2024 05 22 22	0.128	29.35
2024 05 22 23	0.123	28.64
2024 05 23 00	0.123	25.94
2024 05 23 01	0.126	22.72
2024 05 23 02	0.133	19.24
2024 05 23 03	0.141	17.28
2024 05 23 04	0.15	15.78
2024 05 23 05	0.156	15.19
2024 05 23 06	0.157	15.44
2024 05 23 07	0.146	17.07
2024 05 23 08	0.128	19.98
2024 05 23 09	0.107	23.69
2024 05 23 10	0.083	28.72
2024 05 23 11	0.065	35.63
2024 05 23 12	0.049	45.0
2024 05 23 13	0.039	47.04
2024 05 23 14	0.034	40.23
2024 05 23 15	0.034	24.3
2024 05 23 16	0.041	12.38
2024 05 23 17	0.052	5.49
2024 05 23 18	0.062	3.69
2024 05 23 19	0.066	5.19
2024 05 23 20	0.066	6.91
2024 05 23 21	0.062	7.35
2024 05 23 22	0.055	9.29
2024 05 23 23	0.049	9.27
2024 05 24 00	0.049	6.98
2024 05 24 01	0.054	4.23
2024 05 24 02	0.061	3.75
2024 05 24 03	0.071	4.02
2024 05 24 04	0.081	4.93
2024 05 24 05	0.09	6.34
2024 05 24 06	0.096	8.38
2024 05 24 07	0.092	9.36
2024 05 24 08	0.079	9.46
2024 05 24 09	0.057	4.01
2024 05 24 10	0.032	347.66
2024 05 24 11	0.018	295.2
2024 05 24 12	0.031	255.06
2024 05 24 13	0.038	259.56
2024 05 24 14	0.042	274.08
2024 05 24 15	0.044	290.85
2024 05 24 16	0.049	304.33
2024 05 24 17	0.053	315.0
2024 05 24 18	0.056	320.71
2024 05 24 19	0.058	326.85
2024 05 24 20	0.058	331.23
2024 05 24 21	0.053	334.39
2024 05 24 22	0.047	336.64
2024 05 24 23	0.042	340.7
2024 05 25 00	0.037	347.79
2024 05 25 01	0.032	356.42
2024 05 25 02	0.025	9.09
2024 05 25 03	0.019	23.96
2024 05 25 04	0.016	42.51
2024 05 25 05	0.015	63.43
2024 05 25 06	0.016	68.19
2024 05 25 07	0.017	66.37
2024 05 25 08	0.017	63.43
2024 05 25 09	0.019	62.1
2024 05 25 10	0.021	52.59
2024 05 25 11	0.024	43.36
2024 05 25 12	0.032	29.74
2024 05 25 13	0.047	22.24
2024 05 25 14	0.066	18.43
2024 05 25 15	0.083	17.35
2024 05 25 16	0.098	17.14
2024 05 25 17	0.112	18.11
2024 05 25 18	0.123	18.87
2024 05 25 19	0.128	19.98
2024 05 25 20	0.124	22.65
2024 05 25 21	0.113	28.36
2024 05 25 22	0.099	40.91
2024 05 25 23	0.088	52.35
2024 05 26 00	0.078	63.43
2024 05 26 01	0.07	70.01
2024 05 26 02	0.064	68.19
2024 05 26 03	0.061	57.6
2024 05 26 04	0.068	41.42
2024 05 26 05	0.083	28.72
2024 05 26 06	0.102	22.31
2024 05 26 07	0.116	21.07
2024 05 26 08	0.122	21.54
2024 05 26 09	0.119	24.84
2024 05 26 10	0.107	29.67
2024 05 26 11	0.091	37.87
2024 05 26 12	0.072	52.33
2024 05 26 13	0.058	70.94
2024 05 26 14	0.048	90.0
2024 05 26 15	0.04	104.38
2024 05 26 16	0.028	96.11
2024 05 26 17	0.022	61.18
2024 05 26 18	0.034	23.62
2024 05 26 19	0.059	12.63
2024 05 26 20	0.083	11.04
2024 05 26 21	0.095	13.3
2024 05 26 22	0.099	16.97
2024 05 26 23	0.092	22.14
2024 05 27 00	0.083	26.25
2024 05 27 01	0.071	30.14
2024 05 27 02	0.058	35.31
2024 05 27 03	0.047	38.08
2024 05 27 04	0.035	42.7
2024 05 27 05	0.026	41.98
2024 05 27 06	0.022	35.83
2024 05 27 07	0.022	20.85
2024 05 27 08	0.026	10.88
2024 05 27 09	0.033	6.91
2024 05 27 10	0.037	7.69
2024 05 27 11	0.038	8.97
2024 05 27 12	0.037	10.71
2024 05 27 13	0.035	12.87
2024 05 27 14	0.032	10.61
2024 05 27 15	0.031	5.52
2024 05 27 16	0.03	358.09
2024 05 27 17	0.031	350.83
2024 05 27 18	0.033	346.37
2024 05 27 19	0.039	343.85
2024 05 27 20	0.043	342.8
2024 05 27 21	0.046	343.88
2024 05 27 22	0.05	347.34
2024 05 27 23	0.05	354.28
2024 05 28 00	0.05	1.14
2024 05 28 01	0.042	6.78
2024 05 28 02	0.033	11.97
2024 05 28 03	0.025	16.26
2024 05 28 04	0.017	13.24
2024 05 28 05	0.011	0.0
2024 05 28 06	0.008	333.43
2024 05 28 07	0.01	311.18
2024 05 28 08	0.015	320.19
2024 05 28 09	0.019	329.53
2024 05 28 10	0.019	336.03
2024 05 28 11	0.013	323.97
2024 05 28 12	0.008	270.0
2024 05 28 13	0.009	229.39
2024 05 28 14	0.011	217.87
2024 05 28 15	0.014	219.28
2024 05 28 16	0.017	227.29
2024 05 28 17	0.019	239.53
2024 05 28 18	0.021	250.7
2024 05 28 19	0.022	264.8
2024 05 28 20	0.021	283.39
2024 05 28 21	0.022	318.57
2024 05 28 22	0.03	350.53
2024 05 28 23	0.041	9.68
2024 05 29 00	0.036	24.44
2024 05 29 01	0.036	34.99
2024 05 29 02	0.033	45.0
2024 05 29 03	0.026	60.52
2024 05 29 04	0.019	81.02
2024 05 29 05	0.013	102.99
2024 05 29 06	0.007	105.94
2024 05 29 07	0.003	90.0
2024 05 29 08	0.009	12.52
2024 05 29 09	0.016	17.35
2024 05 29 10	0.02	22.83
2024 05 29 11	0.022	39.47
2024 05 29 12	0.022	61.18
2024 05 29 13	0.024	85.23
2024 05 29 14	0.028	112.93
2024 05 29 15	0.033	131.34
2024 05 29 16	0.035	144.09
2024 05 29 17	0.04	161.11
2024 05 29 18	0.036	172.09
2024 05 29 19	0.017	183.36
2024 05 29 20	0.01	338.19
2024 05 29 21	0.033	358.26
2024 05 29 22	0.054	7.38
2024 05 29 23	0.071	14.62
2024 05 30 00	0.082	19.74
2024 05 30 01	0.084	24.44
2024 05 30 02	0.077	29.56
2024 05 30 03	0.06	36.3
2024 05 30 04	0.039	52.25
2024 05 30 05	0.021	98.13
2024 05 30 06	0.024	163.07
2024 05 30 07	0.033	195.7
2024 05 30 08	0.037	216.25
2024 05 30 09	0.034	239.03
2024 05 30 10	0.031	268.15
2024 05 30 11	0.032	297.34
2024 05 30 12	0.037	316.08
2024 05 30 13	0.041	325.92
2024 05 30 14	0.04	330.25
2024 05 30 15	0.035	324.09
2024 05 30 16	0.028	302.0
2024 05 30 17	0.031	262.64
2024 05 30 18	0.046	242.87
2024 05 30 19	0.06	237.09
2024 05 30 20	0.068	237.46
2024 05 30 21	0.072	239.17
2024 05 30 22	0.07	244.88
2024 05 30 23	0.063	257.27
2024 05 31 00	0.058	273.94
2024 05 31 01	0.055	289.09
2024 05 31 02	0.054	300.78
2024 05 31 03	0.052	306.43
2024 05 31 04	0.048	305.67
2024 05 31 05	0.042	293.55
2024 05 31 06	0.042	271.36
2024 05 31 07	0.052	246.37
2024 05 31 08	0.072	232.33
2024 05 31 09	0.094	226.29
2024 05 31 10	0.113	224.64
2024 05 31 11	0.128	225.0
2024 05 31 12	0.139	226.45
2024 05 31 13	0.141	229.88
2024 05 31 14	0.132	233.9
2024 05 31 15	0.115	239.2
2024 05 31 16	0.097	245.01
2024 05 31 17	0.084	249.84
2024 05 31 18	0.076	251.8
2024 05 31 19	0.077	249.7
2024 05 31 20	0.084	244.65
2024 05 31 21	0.095	239.65
2024 05 31 22	0.107	237.2
2024 05 31 23	0.116	236.58
2024 06 01 00	0.116	239.45
2024 06 01 01	0.105	245.87
2024 06 01 02	0.085	259.21
2024 06 01 03	0.068	281.8
2024 06 01 04	0.063	309.92
2024 06 01 05	0.067	332.67
2024 06 01 06	0.069	345.76
2024 06 01 07	0.057	350.04
2024 06 01 08	0.037	345.96
2024 06 01 09	0.019	312.87
2024 06 01 10	0.022	259.69
2024 06 01 11	0.035	253.61
2024 06 01 12	0.043	263.36
2024 06 01 13	0.045	285.25
2024 06 01 14	0.05	313.4
2024 06 01 15	0.059	335.15
2024 06 01 16	0.065	348.51
2024 06 01 17	0.065	354.72
2024 06 01 18	0.062	357.22
2024 06 01 19	0.061	359.06
2024 06 01 20	0.063	0.0
2024 06 01 21	0.067	1.7
2024 06 01 22	0.072	3.17
2024 06 01 23	0.077	5.93
2024 06 02 00	0.08	8.53
2024 06 02 01	0.09	12.18
2024 06 02 02	0.101	14.31
2024 06 02 03	0.111	16.15
2024 06 02 04	0.113	17.95
2024 06 02 05	0.109	19.75
2024 06 02 06	0.098	20.82
2024 06 02 07	0.08	19.55
2024 06 02 08	0.062	13.81
2024 06 02 09	0.049	5.82
2024 06 02 10	0.041	354.42
2024 06 02 11	0.038	340.14
2024 06 02 12	0.042	331.6
2024 06 02 13	0.05	331.38
2024 06 02 14	0.059	336.03
2024 06 02 15	0.067	341.02
2024 06 02 16	0.07	345.17
2024 06 02 17	0.068	348.19
2024 06 02 18	0.062	348.87
2024 06 02 19	0.055	347.47
2024 06 02 20	0.049	345.96
2024 06 02 21	0.045	343.53
2024 06 02 22	0.041	341.56
2024 06 02 23	0.038	340.14
2024 06 03 00	0.035	342.07
2024 06 03 01	0.037	345.96
2024 06 03 02	0.041	351.67
2024 06 03 03	0.048	356.42
2024 06 03 04	0.053	0.0
2024 06 03 05	0.055	3.12
2024 06 03 06	0.051	4.48
2024 06 03 07	0.041	4.18
2024 06 03 08	0.028	0.0
2024 06 03 09	0.016	345.96
2024 06 03 10	0.01	299.05
2024 06 03 11	0.013	265.6
2024 06 03 12	0.018	263.65
2024 06 03 13	0.022	282.8
2024 06 03 14	0.027	307.69
2024 06 03 15	0.036	326.3
2024 06 03 16	0.043	335.77
2024 06 03 17	0.048	341.93
2024 06 03 18	0.049	345.96
2024 06 03 19	0.051	348.9
2024 06 03 20	0.053	351.41
2024 06 03 21	0.056	353.88
2024 06 03 22	0.061	357.18
2024 06 03 23	0.067	1.7
2024 06 04 00	0.069	6.61
2024 06 04 01	0.071	11.3
2024 06 04 02	0.075	15.32
2024 06 04 03	0.081	17.77
2024 06 04 04	0.087	19.25
2024 06 04 05	0.091	20.4
2024 06 04 06	0.09	22.03
2024 06 04 07	0.083	23.19
2024 06 04 08	0.073	23.09
2024 06 04 09	0.064	22.96
2024 06 04 10	0.053	21.8
2024 06 04 11	0.047	18.43
2024 06 04 12	0.048	12.01
2024 06 04 13	0.059	8.67
2024 06 04 14	0.077	6.66
2024 06 04 15	0.098	6.98
2024 06 04 16	0.117	8.33
2024 06 04 17	0.129	11.13
2024 06 04 18	0.133	13.41
2024 06 04 19	0.131	16.78
2024 06 04 20	0.124	20.17
2024 06 04 21	0.115	24.11
2024 06 04 22	0.104	28.04
2024 06 04 23	0.095	30.86
2024 06 05 00	0.087	34.77
2024 06 05 01	0.082	36.59
2024 06 05 02	0.076	39.13
2024 06 05 03	0.073	41.11
2024 06 05 04	0.072	42.75
2024 06 05 05	0.071	44.43
2024 06 05 06	0.067	47.38
2024 06 05 07	0.06	53.13
2024 06 05 08	0.047	65.05
2024 06 05 09	0.033	88.26
2024 06 05 10	0.027	130.6
2024 06 05 11	0.027	160.9
2024 06 05 12	0.024	182.38
2024 06 05 13	0.018	209.35
2024 06 05 14	0.013	261.25
2024 06 05 15	0.02	313.02
2024 06 05 16	0.036	337.61
2024 06 05 17	0.052	347.82
2024 06 05 18	0.062	352.64
2024 06 05 19	0.068	356.63
2024 06 05 20	0.07	0.0
2024 06 05 21	0.066	3.46
2024 06 05 22	0.059	6.76
2024 06 05 23	0.048	8.29
2024 06 06 00	0.03	350.53
2024 06 06 01	0.022	336.8
2024 06 06 02	0.022	320.52
2024 06 06 03	0.024	316.63
2024 06 06 04	0.03	318.99
2024 06 06 05	0.036	325.0
2024 06 06 06	0.041	326.68
2024 06 06 07	0.041	325.92
2024 06 06 08	0.036	318.36
2024 06 06 09	0.028	299.24
2024 06 06 10	0.027	265.76
2024 06 06 11	0.038	240.06
2024 06 06 12	0.054	231.0
2024 06 06 13	0.065	229.96
2024 06 06 14	0.069	231.98
2024 06 06 15	0.069	235.61
2024 06 06 16	0.065	242.65
2024 06 06 17	0.06	251.56
2024 06 06 18	0.055	260.7
2024 06 06 19	0.052	268.89
2024 06 06 20	0.05	270.0
2024 06 06 21	0.048	261.7
2024 06 06 22	0.05	251.56
2024 06 06 23	0.058	239.03
2024 06 07 00	0.073	228.3
2024 06 07 01	0.088	222.7
2024 06 07 02	0.1	221.77
2024 06 07 03	0.108	224.25
2024 06 07 04	0.109	228.32
2024 06 07 05	0.106	234.21
2024 06 07 06	0.101	240.39
2024 06 07 07	0.097	243.69
2024 06 07 08	0.094	243.7
2024 06 07 09	0.093	239.87
2024 06 07 10	0.098	234.05
2024 06 07 11	0.108	228.36
2024 06 07 12	0.125	223.38
2024 06 07 13	0.146	221.4
2024 06 07 14	0.164	220.56
2024 06 07 15	0.176	219.93
2024 06 07 16	0.183	220.12
2024 06 07 17	0.179	221.6
2024 06 07 18	0.165	224.51
2024 06 07 19	0.147	229.39
2024 06 07 20	0.128	233.21
2024 06 07 21	0.116	233.71
2024 06 07 22	0.111	233.02
2024 06 07 23	0.107	230.67
2024 06 08 00	0.111	225.72
2024 06 08 01	0.123	221.4
2024 06 08 02	0.141	218.4
2024 06 08 03	0.16	216.65
2024 06 08 04	0.174	216.6
2024 06 08 05	0.178	217.95
2024 06 08 06	0.176	220.17
2024 06 08 07	0.164	223.02
2024 06 08 08	0.145	225.55
2024 06 08 09	0.125	227.91
2024 06 08 10	0.104	229.27
2024 06 08 11	0.087	229.61
2024 06 08 12	0.083	225.97
2024 06 08 13	0.092	219.72
2024 06 08 14	0.111	216.25
2024 06 08 15	0.138	215.29
2024 06 08 16	0.16	217.15
2024 06 08 17	0.17	220.23
2024 06 08 18	0.162	224.5
2024 06 08 19	0.143	229.22
2024 06 08 20	0.118	234.29
2024 06 08 21	0.09	240.88
2024 06 08 22	0.066	250.75
2024 06 08 23	0.048	260.53
2024 06 09 00	0.039	262.69
2024 06 09 01	0.041	247.16
2024 06 09 02	0.056	231.49
2024 06 09 03	0.08	227.0
2024 06 09 04	0.105	226.92
2024 06 09 05	0.116	229.87
2024 06 09 06	0.11	235.3
2024 06 09 07	0.092	243.71
2024 06 09 08	0.069	257.56
2024 06 09 09	0.051	276.7
2024 06 09 10	0.039	298.49
2024 06 09 11	0.032	315.0
2024 06 09 12	0.022	322.12
2024 06 09 13	0.013	300.25
2024 06 09 14	0.019	239.53
2024 06 09 15	0.038	231.34
2024 06 09 16	0.056	234.34
2024 06 09 17	0.07	239.45
2024 06 09 18	0.076	244.44
2024 06 09 19	0.071	252.07
2024 06 09 20	0.062	265.38
2024 06 09 21	0.052	285.35
2024 06 09 22	0.048	305.67
2024 06 09 23	0.047	321.91
2024 06 10 00	0.043	332.85
2024 06 10 01	0.037	334.79
2024 06 10 02	0.028	327.99
2024 06 10 03	0.02	296.56
2024 06 10 04	0.024	258.23
2024 06 10 05	0.035	241.26
2024 06 10 06	0.046	237.33
2024 06 10 07	0.054	236.88
2024 06 10 08	0.059	238.7
2024 06 10 09	0.061	238.87
2024 06 10 10	0.059	238.7
2024 06 10 11	0.056	235.75
2024 06 10 12	0.053	230.33
2024 06 10 13	0.052	226.54
2024 06 10 14	0.056	223.56
2024 06 10 15	0.062	222.39
2024 06 10 16	0.068	224.4
2024 06 10 17	0.074	227.72
2024 06 10 18	0.077	231.8
2024 06 10 19	0.073	236.09
2024 06 10 20	0.064	241.46
2024 06 10 21	0.053	249.19
2024 06 10 22	0.04	261.46
2024 06 10 23	0.029	281.68
2024 06 11 00	0.025	306.86
2024 06 11 01	0.02	320.9
2024 06 11 02	0.011	307.87
2024 06 11 03	0.012	225.0
2024 06 11 04	0.03	207.4
2024 06 11 05	0.047	207.64
2024 06 11 06	0.057	212.31
2024 06 11 07	0.064	218.1
2024 06 11 08	0.063	225.0
2024 06 11 09	0.056	234.34
2024 06 11 10	0.047	242.35
2024 06 11 11	0.041	242.81
2024 06 11 12	0.039	236.3
2024 06 11 13	0.036	230.59
2024 06 11 14	0.038	222.87
