Date/Time (AEST),Hs (m),Hmax (m),Tz (s),Tp (s),Peak Direction (degrees),SST (degrees C)
2022-01-02T15:00,3.351,6.353,7.022,10.526,81.14,25.140
2022-01-02T15:30,3.175,5.907,6.996,10.526,79.91,25.140
2022-01-02T16:00,3.552,5.381,7.378,10.526,77.98,25.140
2022-01-02T16:30,3.564,5.014,7.463,11.111,70.68,25.140
2022-01-02T17:00,3.663,5.847,7.261,10.526,79.56,25.140
2022-01-02T17:30,3.645,5.521,7.207,7.407,133.19,25.100
2022-01-02T18:00,3.696,5.439,7.224,7.692,127.74,25.100
2022-01-02T18:30,4.053,7.521,7.396,8.000,131.87,25.100
2022-01-02T19:00,3.620,5.816,7.021,7.407,139.43,25.100
2022-01-02T19:30,3.915,6.444,7.273,10.526,129.32,25.100
2022-01-02T20:00,3.597,6.155,7.080,7.407,69.63,25.100
2022-01-02T20:30,4.147,8.618,7.412,10.526,133.10,25.100
2022-01-02T21:00,4.176,7.009,7.529,8.000,71.82,25.100
2022-01-02T21:30,4.468,7.484,7.575,11.111,146.90,25.050
2022-01-02T22:00,4.144,7.081,7.264,7.692,144.62,25.050
2022-01-02T22:30,4.036,6.436,7.201,7.692,128.00,25.000
2022-01-02T23:00,4.284,6.645,7.599,8.000,129.49,25.000
2022-01-02T23:30,4.288,7.358,7.596,13.333,151.03,25.000
2022-01-03T00:00,-99.9,-99.9,-99.9,-99.9,-99.9,25.000
2022-01-03T00:30,4.206,7.282,7.492,13.333,75.16,25.000
2022-01-03T01:00,4.099,6.377,7.131,8.000,146.55,25.000
2022-01-03T01:30,4.223,7.406,7.345,8.000,136.70,25.000
2022-01-03T02:00,4.258,6.619,7.664,12.500,76.57,25.050
2022-01-03T02:30,4.330,7.715,7.672,13.333,75.69,25.050
2022-01-03T03:00,4.166,6.535,7.259,8.696,73.58,25.050
2022-01-03T03:30,4.247,6.565,7.602,14.286,76.04,25.050
2022-01-03T04:00,4.479,7.728,7.550,13.333,143.74,25.000
2022-01-03T04:30,4.353,7.772,7.466,13.333,74.73,25.000
2022-01-03T05:00,4.167,6.755,7.617,8.696,122.64,25.000
2022-01-03T05:30,4.161,6.792,7.636,13.333,78.68,25.000
2022-01-03T06:00,4.219,8.134,7.511,12.500,77.98,25.000
2022-01-03T06:30,4.283,7.586,7.930,12.500,120.18,25.000
2022-01-03T07:00,4.072,7.497,7.067,13.333,94.86,25.000
2022-01-03T07:30,4.132,6.752,7.674,8.333,151.21,24.960
2022-01-03T08:00,3.982,6.503,7.543,12.500,78.59,24.960
2022-01-03T08:30,4.020,7.981,7.537,12.500,83.52,24.960
2022-01-03T09:00,3.804,6.813,7.417,11.111,86.33,24.960
2022-01-03T09:30,4.060,7.095,7.428,8.333,142.15,24.960
2022-01-03T10:00,4.002,6.366,7.615,9.524,106.46,24.910
2022-01-03T10:30,3.966,6.133,7.580,12.500,85.98,24.960
2022-01-03T11:00,4.136,6.711,7.727,11.765,110.51,24.960
2022-01-03T11:30,4.085,7.227,7.339,8.000,145.41,24.960
2022-01-03T12:00,4.261,7.162,7.665,12.500,84.22,25.000
2022-01-03T12:30,3.687,7.302,7.228,8.696,87.21,25.000
2022-01-03T13:00,3.935,6.185,7.497,8.696,134.86,25.050
2022-01-03T13:30,4.104,6.638,7.561,9.524,141.36,25.050
2022-01-03T14:00,4.439,6.947,7.930,8.696,121.58,25.100
2022-01-03T14:30,4.188,7.202,7.747,10.000,114.02,25.100
2022-01-03T15:00,4.138,7.458,7.527,9.524,126.68,25.100
2022-01-03T15:30,4.179,7.278,7.544,9.524,118.42,25.000
2022-01-03T16:00,4.144,6.543,7.931,9.091,132.48,25.000
2022-01-03T16:30,4.366,6.914,7.893,10.526,114.99,25.050
2022-01-03T17:00,4.083,6.306,7.487,9.524,130.11,25.050
2022-01-03T17:30,4.449,6.558,7.842,10.526,120.70,25.000
2022-01-03T18:00,4.325,6.351,7.694,10.000,146.81,25.000
2022-01-03T18:30,4.439,6.779,7.704,9.524,136.88,25.000
2022-01-03T19:00,4.534,7.133,7.564,9.524,146.46,24.960
2022-01-03T19:30,4.729,7.027,7.721,9.524,142.86,24.910
2022-01-03T20:00,4.350,8.188,7.609,10.526,94.77,24.960
2022-01-03T20:30,4.678,7.456,7.818,9.524,148.66,24.960
2022-01-03T21:00,4.326,6.979,7.732,10.000,138.55,24.960
2022-01-03T21:30,4.354,6.563,7.646,10.526,123.69,24.960
2022-01-03T22:00,4.534,6.876,7.487,10.000,148.48,24.960
2022-01-03T22:30,4.183,6.598,7.306,10.526,121.76,24.910
2022-01-03T23:00,3.762,6.697,7.201,11.111,107.52,24.960
2022-01-03T23:30,3.902,5.973,7.519,10.526,113.05,24.910
2022-01-04T00:00,3.822,5.986,7.430,11.111,117.27,24.870
2022-01-04T00:30,3.499,6.096,6.789,10.526,121.14,24.870
2022-01-04T01:00,3.443,5.606,6.758,11.111,135.91,24.870
2022-01-04T01:30,3.352,6.695,6.882,11.111,114.37,24.820
2022-01-04T02:00,3.182,4.608,6.824,10.526,121.76,24.770
2022-01-04T02:30,3.125,5.230,6.809,10.526,104.79,24.770
2022-01-04T03:00,3.128,5.122,6.476,11.111,123.25,24.820
2022-01-04T03:30,2.912,4.907,6.606,10.526,111.82,24.820
2022-01-04T04:00,3.301,6.179,7.250,10.526,121.32,24.770
2022-01-04T04:30,3.200,6.004,6.620,10.000,118.33,24.770
2022-01-04T05:00,3.170,6.074,6.476,10.526,124.84,24.770
2022-01-04T05:30,3.030,4.593,6.257,11.111,108.31,24.730
2022-01-04T06:00,3.034,4.566,6.301,10.526,111.65,24.770
2022-01-04T06:30,3.125,4.826,6.488,10.526,107.69,24.770
2022-01-04T07:00,3.164,5.848,6.626,10.526,126.33,24.770
2022-01-04T07:30,3.116,4.788,6.531,10.000,126.07,24.770
2022-01-04T08:00,3.223,5.276,6.829,10.000,128.18,24.770
2022-01-04T08:30,2.945,5.103,6.175,10.000,149.98,24.730
2022-01-04T09:00,3.183,5.586,6.333,10.000,121.41,24.770
2022-01-04T09:30,3.434,5.562,6.630,10.000,117.89,24.770
2022-01-04T10:00,3.334,6.183,6.576,10.000,110.95,24.770
2022-01-04T10:30,2.996,6.331,6.073,9.524,130.55,24.770
2022-01-04T11:00,3.173,5.073,6.282,10.000,126.07,24.770
2022-01-04T11:30,3.239,5.084,6.668,9.524,121.32,24.770
2022-01-04T12:00,3.233,5.022,6.447,9.091,128.97,24.820
2022-01-04T12:30,3.035,4.391,6.389,9.524,117.98,24.870
2022-01-04T13:00,3.221,6.388,6.368,9.524,119.47,24.870
2022-01-04T13:30,3.508,5.199,6.444,9.091,139.08,24.870
2022-01-04T14:00,3.284,5.328,6.211,9.091,126.15,24.910
2022-01-04T14:30,3.296,5.406,6.155,9.524,131.69,24.910
2022-01-04T15:00,3.253,5.157,6.115,9.524,108.04,24.910
2022-01-04T15:30,3.364,5.065,6.681,9.091,134.07,24.960
2022-01-04T16:00,3.382,5.135,6.356,8.000,131.87,24.960
2022-01-04T16:30,3.293,5.686,6.074,8.000,134.95,24.910
2022-01-04T17:00,3.461,6.307,6.340,8.333,121.85,24.960
2022-01-04T17:30,3.491,6.421,6.723,10.000,119.65,24.910
2022-01-04T18:00,3.171,5.792,6.290,9.524,132.13,24.910
2022-01-04T18:30,3.264,4.963,6.218,9.524,129.58,24.910
2022-01-04T19:00,2.999,5.276,5.984,9.524,127.74,24.870
2022-01-04T19:30,3.221,5.171,6.138,6.452,134.77,24.870
2022-01-04T20:00,3.285,6.036,6.308,9.091,143.91,24.870
2022-01-04T20:30,3.231,5.241,6.193,8.333,123.52,24.870
2022-01-04T21:00,3.107,5.473,5.825,7.692,153.85,24.870
2022-01-04T21:30,3.299,5.715,6.230,10.000,154.64,24.870
2022-01-04T22:00,3.164,5.650,5.982,8.696,98.90,24.870
2022-01-04T22:30,3.325,7.297,5.955,9.091,141.45,24.870
2022-01-04T23:00,3.221,6.329,6.348,8.696,147.78,24.870
2022-01-04T23:30,3.028,4.450,6.013,9.091,133.10,24.870
2022-01-05T00:00,3.184,5.104,5.978,8.696,133.01,24.870
2022-01-05T00:30,2.782,4.564,5.720,9.091,130.55,24.770
2022-01-05T01:00,2.947,4.769,5.778,9.091,136.44,24.770
2022-01-05T01:30,2.593,4.078,5.844,9.091,134.15,24.770
2022-01-05T02:00,2.593,4.378,5.740,8.333,136.26,24.730
2022-01-05T02:30,2.584,4.021,5.457,9.091,112.88,24.730
2022-01-05T03:00,2.742,4.299,5.727,9.091,130.11,24.630
2022-01-05T03:30,2.520,4.523,5.553,7.692,138.99,24.630
2022-01-05T04:00,2.361,3.936,5.341,10.000,93.10,24.630
2022-01-05T04:30,2.501,4.220,5.439,8.696,142.59,24.680
2022-01-05T05:00,2.465,4.196,5.593,8.333,135.56,24.680
2022-01-05T05:30,2.541,3.936,5.530,7.692,128.18,24.680
2022-01-05T06:00,2.517,4.175,5.711,8.333,123.25,24.680
2022-01-05T06:30,2.420,3.917,5.845,9.524,103.74,24.680
2022-01-05T07:00,2.309,3.745,5.627,7.407,133.36,24.730
2022-01-05T07:30,2.404,3.917,5.689,8.696,126.51,24.680
2022-01-05T08:00,2.404,3.659,5.590,8.696,111.74,24.680
2022-01-05T08:30,2.248,3.671,5.961,9.091,89.67,24.730
2022-01-05T09:00,2.217,4.170,5.859,9.524,94.95,24.730
2022-01-05T09:30,2.430,3.936,6.504,9.091,101.80,24.730
2022-01-05T10:00,2.413,3.960,6.509,7.692,91.43,24.770
2022-01-05T10:30,2.304,4.127,5.820,8.000,94.07,24.770
2022-01-05T11:00,2.193,3.496,5.915,9.524,100.66,24.870
2022-01-05T11:30,2.409,3.883,6.593,8.333,95.03,24.910
2022-01-05T12:00,2.289,4.093,6.365,8.696,94.59,24.960
2022-01-05T12:30,2.297,3.621,6.176,9.091,86.15,24.960
2022-01-05T13:00,2.234,3.737,5.784,8.000,93.19,25.000
2022-01-05T13:30,2.269,3.705,6.135,8.696,91.25,25.000
2022-01-05T14:00,2.249,3.738,5.928,9.524,99.25,25.050
2022-01-05T14:30,2.154,4.618,5.857,9.524,89.67,25.050
2022-01-05T15:00,2.318,3.255,6.106,8.696,94.07,25.100
2022-01-05T15:30,2.501,4.312,6.264,9.524,100.31,25.000
2022-01-05T16:00,2.331,4.270,5.962,8.333,100.48,25.050
2022-01-05T16:30,2.412,3.781,6.013,8.000,105.67,25.000
2022-01-05T17:00,2.382,3.791,5.756,8.696,98.99,25.000
2022-01-05T17:30,2.369,3.921,5.732,8.696,101.27,24.960
2022-01-05T18:00,2.373,4.075,6.059,8.696,110.42,24.910
2022-01-05T18:30,2.445,3.438,6.044,8.696,99.43,24.960
2022-01-05T19:00,2.270,3.805,5.978,9.524,100.40,24.960
2022-01-05T19:30,2.425,4.201,5.973,7.143,100.48,25.000
2022-01-05T20:00,2.284,3.776,5.813,9.524,99.52,25.000
2022-01-05T20:30,2.344,3.496,6.014,10.000,88.53,25.000
2022-01-05T21:00,2.316,5.415,5.588,8.333,106.20,24.960
2022-01-05T21:30,2.480,3.835,5.917,7.692,96.44,24.960
2022-01-05T22:00,2.232,4.434,5.639,8.000,95.12,24.960
2022-01-05T22:30,2.506,3.791,5.884,7.407,98.11,24.910
2022-01-05T23:00,2.570,4.437,5.837,7.692,105.93,24.910
2022-01-05T23:30,2.381,4.106,5.628,8.000,98.37,24.910
2022-01-06T00:00,2.407,4.950,5.752,7.143,101.98,24.960
2022-01-06T00:30,2.519,4.481,5.733,7.692,102.42,24.910
2022-01-06T01:00,2.616,4.112,5.966,7.407,93.36,24.960
2022-01-06T01:30,2.677,4.482,5.709,8.696,92.84,24.910
2022-01-06T02:00,2.615,4.598,5.710,7.692,94.24,24.870
2022-01-06T02:30,2.432,4.840,5.638,7.692,102.07,24.870
2022-01-06T03:00,2.617,3.946,5.814,7.407,95.74,24.870
2022-01-06T03:30,2.468,3.824,5.656,8.333,89.76,24.870
2022-01-06T04:00,2.415,3.838,5.557,7.407,99.78,24.820
2022-01-06T04:30,2.382,3.776,5.628,7.692,95.91,24.820
2022-01-06T05:00,2.466,4.343,5.565,7.692,99.96,24.770
2022-01-06T05:30,2.345,3.710,5.436,7.143,99.69,24.820
2022-01-06T06:00,2.340,3.452,5.653,8.000,101.27,24.820
2022-01-06T06:30,2.416,4.197,5.674,7.407,87.30,24.820
2022-01-06T07:00,2.397,4.045,5.679,7.407,89.58,24.870
2022-01-06T07:30,2.397,4.128,5.545,9.091,91.25,24.870
2022-01-06T08:00,2.454,3.438,5.823,7.692,95.82,24.870
2022-01-06T08:30,2.256,4.213,5.542,8.333,95.12,24.820
2022-01-06T09:00,2.416,3.792,5.719,6.667,96.18,24.870
2022-01-06T09:30,2.289,3.411,5.675,7.143,84.66,24.770
2022-01-06T10:00,2.330,3.347,5.731,8.333,72.79,24.870
2022-01-06T10:30,2.518,4.437,5.773,8.333,90.46,24.870
2022-01-06T11:00,2.418,4.603,5.966,8.333,82.37,24.870
2022-01-06T11:30,2.449,4.110,5.759,9.091,81.14,24.870
2022-01-06T12:00,2.418,3.655,5.938,8.696,85.45,24.910
2022-01-06T12:30,2.397,3.745,6.059,7.407,85.10,24.910
2022-01-06T13:00,2.471,4.247,6.066,8.000,74.02,24.960
2022-01-06T13:30,2.614,4.759,6.069,7.692,80.88,24.960
2022-01-06T14:00,2.638,4.168,6.291,6.897,85.45,25.000
2022-01-06T14:30,2.639,4.797,6.279,8.000,79.47,25.000
2022-01-06T15:00,2.359,3.733,5.888,8.696,86.15,25.000
2022-01-06T15:30,2.539,4.252,5.959,8.000,80.88,24.960
2022-01-06T16:00,2.578,4.207,6.017,6.897,81.14,24.960
2022-01-06T16:30,2.664,4.683,6.298,8.000,65.76,24.960
2022-01-06T17:00,2.607,4.405,6.104,7.692,79.03,25.000
2022-01-06T17:30,2.443,3.725,6.025,8.333,88.09,25.000
2022-01-06T18:00,2.393,3.728,5.962,7.407,71.12,25.000
2022-01-06T18:30,2.392,4.240,6.009,8.000,72.44,24.960
2022-01-06T19:00,2.458,3.656,5.864,8.333,73.14,24.960
2022-01-06T19:30,2.501,4.038,5.770,7.143,79.12,25.000
2022-01-06T20:00,2.593,4.500,5.935,7.692,78.86,25.050
2022-01-06T20:30,2.427,3.801,5.927,8.000,75.16,25.100
2022-01-06T21:00,2.369,4.201,5.727,7.692,72.88,25.050
2022-01-06T21:30,2.334,4.322,5.835,7.407,86.95,25.000
2022-01-06T22:00,2.410,4.157,5.876,7.692,71.47,25.000
2022-01-06T22:30,2.369,3.853,6.111,7.692,75.69,25.000
2022-01-06T23:00,2.412,3.903,5.766,7.692,63.12,25.000
2022-01-06T23:30,2.279,3.422,5.756,8.333,80.09,25.000
2022-01-07T00:00,2.332,3.983,5.782,6.897,79.30,25.000
2022-01-07T00:30,2.438,3.619,5.954,7.143,83.52,25.050
2022-01-07T01:00,2.445,4.400,5.696,8.000,78.95,25.100
2022-01-07T01:30,2.347,4.129,5.823,7.692,76.92,25.100
2022-01-07T02:00,2.470,4.016,6.058,7.692,71.82,25.100
2022-01-07T02:30,2.382,4.243,5.720,7.692,77.36,25.100
2022-01-07T03:00,2.629,4.754,5.945,7.692,79.82,25.000
2022-01-07T03:30,2.421,3.696,5.686,8.333,53.89,25.000
2022-01-07T04:00,2.414,3.746,5.826,7.692,74.46,24.910
2022-01-07T04:30,2.623,5.065,5.799,8.000,64.53,25.050
2022-01-07T05:00,2.429,5.492,5.636,7.407,70.77,25.000
2022-01-07T05:30,2.495,3.989,6.010,7.407,74.81,24.960
2022-01-07T06:00,2.372,4.135,5.694,7.692,73.58,25.000
2022-01-07T06:30,2.368,3.897,5.610,7.692,79.56,25.140
2022-01-07T07:00,2.493,3.994,5.795,7.407,73.85,25.380
2022-01-07T07:30,2.318,4.067,5.513,7.692,76.75,25.380
2022-01-07T08:00,2.704,4.200,6.160,7.143,73.23,25.240
2022-01-07T08:30,2.445,4.530,5.587,7.692,74.11,25.190
2022-01-07T09:00,2.450,3.985,5.598,7.407,63.47,25.420
2022-01-07T09:30,2.459,4.468,5.728,8.333,66.20,25.470
2022-01-07T10:00,2.428,3.576,5.753,8.000,66.90,25.470
2022-01-07T10:30,2.465,4.291,5.811,8.000,70.77,25.470
2022-01-07T11:00,2.469,4.121,5.622,7.692,69.89,25.470
2022-01-07T11:30,2.364,4.350,5.816,8.000,69.54,25.470
2022-01-07T12:00,2.340,3.979,5.723,7.143,59.87,25.330
2022-01-07T12:30,2.552,4.311,5.673,8.000,72.53,25.140
2022-01-07T13:00,2.540,4.409,5.668,8.000,63.03,25.190
2022-01-07T13:30,2.388,3.754,5.798,7.407,74.81,25.280
2022-01-07T14:00,2.519,4.072,5.990,7.143,74.37,25.380
2022-01-07T14:30,2.537,4.301,6.386,7.143,74.02,25.470
2022-01-07T15:00,2.482,4.463,5.953,8.000,79.12,25.470
2022-01-07T15:30,2.299,3.958,5.955,8.000,77.01,25.560
2022-01-07T16:00,2.144,3.736,5.627,7.407,70.59,25.660
2022-01-07T16:30,2.294,3.889,5.634,8.000,67.78,25.660
2022-01-07T17:00,2.323,4.014,5.735,7.407,68.84,25.660
2022-01-07T17:30,2.196,3.742,5.446,7.692,70.95,25.660
2022-01-07T18:00,2.121,3.580,5.673,8.000,73.93,25.660
2022-01-07T18:30,2.254,3.464,5.699,8.000,78.07,25.660
2022-01-07T19:00,2.225,3.675,5.791,8.000,73.93,25.610
2022-01-07T19:30,2.005,3.424,5.411,7.692,73.49,25.610
2022-01-07T20:00,2.083,3.452,5.397,7.692,79.91,25.560
2022-01-07T20:30,2.082,3.248,5.330,7.407,81.32,25.560
2022-01-07T21:00,1.902,2.929,5.188,7.692,74.55,25.560
2022-01-07T21:30,2.048,3.189,5.341,7.692,77.45,25.610
2022-01-07T22:00,1.975,3.574,5.170,7.692,74.20,25.610
2022-01-07T22:30,1.992,3.241,5.508,6.897,68.66,25.610
2022-01-07T23:00,1.883,3.420,5.242,8.000,69.89,25.660
2022-01-07T23:30,1.909,2.911,5.537,8.000,81.32,25.700
2022-01-08T00:00,1.945,3.179,5.732,8.333,74.29,25.700
2022-01-08T00:30,2.048,3.795,5.597,8.000,80.18,25.700
2022-01-08T01:00,1.853,2.879,5.276,7.692,75.78,25.660
2022-01-08T01:30,1.777,3.361,5.221,7.407,78.15,25.660
2022-01-08T02:00,1.921,2.925,5.670,7.692,71.03,25.660
2022-01-08T02:30,1.871,2.909,5.204,8.000,67.16,25.660
2022-01-08T03:00,1.933,3.176,5.406,7.143,71.47,25.610
2022-01-08T03:30,1.836,3.135,5.003,7.407,67.08,25.520
2022-01-08T04:00,1.917,2.984,5.073,7.143,69.10,25.560
2022-01-08T04:30,2.007,3.361,5.279,8.000,65.76,25.660
2022-01-08T05:00,1.925,3.027,5.045,7.692,59.43,25.660
2022-01-08T05:30,1.908,4.215,5.077,7.692,70.68,25.660
2022-01-08T06:00,1.815,3.002,5.031,7.692,63.74,25.610
2022-01-08T06:30,1.806,2.638,5.028,7.143,74.20,25.660
2022-01-08T07:00,1.730,2.695,4.789,7.143,78.86,25.610
2022-01-08T07:30,1.729,3.674,4.980,7.407,76.66,25.660
2022-01-08T08:00,1.653,2.733,4.794,7.407,77.45,25.660
2022-01-08T08:30,1.647,3.233,4.652,8.333,78.68,25.660
2022-01-08T09:00,1.712,2.856,4.802,7.692,70.59,25.610
2022-01-08T09:30,1.656,2.993,4.959,7.407,86.68,25.660
2022-01-08T10:00,1.646,2.695,5.117,7.692,77.36,25.660
2022-01-08T10:30,1.573,3.109,5.018,7.692,82.29,25.700
2022-01-08T11:00,1.548,2.617,5.017,7.407,74.64,25.750
2022-01-08T11:30,1.570,2.284,5.096,8.000,83.96,25.750
2022-01-08T12:00,1.556,2.708,4.878,8.000,77.27,25.840
2022-01-08T12:30,1.567,2.346,5.050,7.692,80.09,25.840
2022-01-08T13:00,1.471,2.659,4.876,8.000,82.02,25.890
2022-01-08T13:30,1.602,2.482,5.068,8.000,78.86,25.990
2022-01-08T14:00,1.490,2.633,4.883,6.667,82.02,25.990
2022-01-08T14:30,1.618,2.950,5.023,7.692,75.34,25.940
2022-01-08T15:00,1.620,2.644,4.985,7.692,75.87,25.890
2022-01-08T15:30,1.552,2.485,4.908,8.333,81.05,25.890
2022-01-08T16:00,1.526,2.597,4.945,7.407,73.23,25.890
2022-01-08T16:30,1.542,2.604,4.970,7.407,77.27,25.890
2022-01-08T17:00,1.685,3.133,5.210,7.692,72.79,25.890
2022-01-08T17:30,1.502,2.547,4.826,8.000,77.80,25.890
2022-01-08T18:00,1.494,2.529,4.940,8.000,81.76,25.890
2022-01-08T18:30,1.486,2.396,4.682,7.407,70.59,25.890
2022-01-08T19:00,1.476,2.568,5.057,7.692,70.24,25.890
2022-01-08T19:30,1.484,2.647,4.867,8.000,77.80,25.890
2022-01-08T20:00,1.492,2.353,4.703,8.696,72.00,25.840
2022-01-08T20:30,1.406,2.842,4.662,7.692,72.79,25.840
2022-01-08T21:00,1.484,2.771,4.624,8.000,77.63,25.840
2022-01-08T21:30,1.467,2.723,4.953,8.000,77.27,25.840
2022-01-08T22:00,1.400,2.349,4.911,8.333,76.84,25.840
2022-01-08T22:30,1.347,2.309,4.952,7.407,73.67,25.800
2022-01-08T23:00,1.385,2.313,5.066,7.692,70.68,25.800
2022-01-08T23:30,1.333,2.625,4.989,8.333,71.38,25.800
2022-01-09T00:00,1.294,2.137,4.746,8.000,73.49,25.800
2022-01-09T00:30,1.360,2.369,4.994,7.692,75.52,25.840
2022-01-09T01:00,1.435,2.314,4.896,8.000,76.22,25.840
2022-01-09T01:30,1.369,2.234,5.074,7.407,69.98,25.800
2022-01-09T02:00,1.343,2.486,4.898,8.000,75.43,25.800
2022-01-09T02:30,1.274,1.817,5.142,8.000,79.56,25.800
2022-01-09T03:00,1.319,2.252,5.048,7.692,80.97,25.800
2022-01-09T03:30,1.350,2.234,5.068,8.000,76.04,25.800
2022-01-09T04:00,1.337,2.342,5.163,7.143,73.32,25.800
2022-01-09T04:30,1.344,2.273,5.126,7.407,74.29,25.800
2022-01-09T05:00,1.359,2.235,5.107,7.407,78.07,25.750
