datetime,wave_height
2023-11-22,2.64
2023-11-23,2.38
2023-11-24,1.61
2023-11-25,1.32
2023-11-26,1.48
2023-11-27,1.31
2023-11-28,1.86
2023-11-29,1.57
2023-11-30,1.23
2023-12-01,1.64
2023-12-02,2.83
2023-12-03,1.79
2023-12-04,0.77
2023-12-05,2.75
2023-12-06,2.26
2023-12-07,1.34
2023-12-08,1.38
2023-12-09,2.41
2023-12-10,2.36
2023-12-11,1.73
2023-12-12,1.97
2023-12-13,2.36
2023-12-14,3.27
2023-12-15,2.71
2023-12-16,2.65
2023-12-17,2.33
2023-12-18,1.86
2023-12-19,0.75
2023-12-20,1.08
2023-12-21,2.11
2023-12-22,3.07
2023-12-23,3.4
2023-12-24,2.99
2023-12-25,1.76
2023-12-26,1.36
2023-12-27,1.4
2023-12-28,1.14
2023-12-29,1.84
2023-12-30,1.64
2023-12-31,1.18
2024-01-01,3.26
2024-01-02,2.81
2024-01-03,1.54
2024-01-04,2.77
2024-01-05,2.45
2024-01-06,1.85
2024-01-07,2.2
2024-01-08,1.59
2024-01-09,1.26
2024-01-10,1.59
2024-01-11,1.64
2024-01-12,1.42
2024-01-13,1.44
2024-01-14,1.18
2024-01-15,0.58
2024-01-16,0.53
2024-01-17,0.78
2024-01-18,1.14
2024-01-19,2.05
2024-01-20,2.32
2024-01-21,1.47
2024-01-22,1.35
2024-01-23,2.56
2024-01-24,2.11
2024-01-25,2.16
2024-01-26,1.84
2024-01-27,1.37
2024-01-28,1.89
2024-01-29,1.87
2024-01-30,1.33
2024-01-31,1.84
2024-02-01,1.7
2024-02-02,1.13
2024-02-03,1.81
2024-02-04,1.55
2024-02-05,1.79
2024-02-06,1.79
2024-02-07,1.39
2024-02-08,1.05
2024-02-09,1.25
2024-02-10,1.13
2024-02-11,3.99
2024-02-12,3.97
2024-02-13,3.43
2024-02-14,1.39
2024-02-15,1.31
2024-02-16,1.36
2024-02-17,1.26
2024-02-18,1.28
2024-02-19,1.23
2024-02-20,1.18
2024-02-21,1.48
2024-02-22,2.21
2024-02-23,4.24
2024-02-24,4.27
2024-02-25,4.42
2024-02-26,3.89
2024-02-27,5.36
2024-02-28,4.54
2024-02-29,2.21
2024-03-01,3.42
2024-03-02,3.47
2024-03-03,3.53
2024-03-04,2.38
2024-03-05,2.44
2024-03-06,2.33
2024-03-07,2.13
2024-03-08,1.5
2024-03-09,1.8
2024-03-10,1.67
2024-03-11,3.47
2024-03-12,2.45
2024-03-13,1.46
2024-03-14,1.18
2024-03-15,0.81
2024-03-16,0.73
2024-03-17,0.73
2024-03-18,0.74
2024-03-19,0.96
2024-03-20,1.17
2024-03-21,1.1
2024-03-22,1.24
2024-03-23,1.6
2024-03-24,1.87
2024-03-25,2.27
2024-03-26,2.09
2024-03-27,2.18
2024-03-28,3.25
2024-03-29,3.19
2024-03-30,2.44
2024-03-31,1.59
2024-04-01,1.28
2024-04-02,1.94
2024-04-03,1.64
2024-04-04,0.8
2024-04-05,1.1
2024-04-06,1.23
2024-04-07,1.1
2024-04-08,1.13
2024-04-09,2.21
2024-04-10,2.82
2024-04-11,1.94
2024-04-12,1.52
2024-04-13,1.26
2024-04-14,1.05
2024-04-15,0.72
2024-04-16,1.06
2024-04-17,2.32
2024-04-18,2.18
2024-04-19,1.75
2024-04-20,1.74
2024-04-21,1.64
2024-04-22,1.84
2024-04-23,1.3
2024-04-24,1.21
2024-04-25,0.85
2024-04-26,1.16
2024-04-27,1.42
2024-04-28,2.17
2024-04-29,1.56
2024-04-30,1.08
2024-05-01,1.01
2024-05-02,1.69
2024-05-03,1.74
2024-05-04,1.19
2024-05-05,1.15
2024-05-06,0.84
2024-05-07,1.78
2024-05-08,1.19
2024-05-09,1.72
2024-05-10,1.42
2024-05-11,0.91
2024-05-12,0.95
2024-05-13,0.99
2024-05-14,1.51
2024-05-15,2.84
2024-05-16,2.63
2024-05-17,1.98
2024-05-18,1.54
2024-05-19,1.15
2024-05-20,1.09
2024-05-21,0.92
2024-05-22,0.95
2024-05-23,1.7
2024-05-24,1.65
2024-05-25,1.24
2024-05-26,1.04
2024-05-27,0.69
2024-05-28,1.32
2024-05-29,1.32
2024-05-30,0.91
2024-05-31,0.92
2024-06-01,1.09
2024-06-02,1.06
2024-06-03,1.24
2024-06-04,1.13
2024-06-05,0.96
2024-06-06,0.99
2024-06-07,1.27
2024-06-08,1.18
2024-06-09,1.12
2024-06-10,1.12
2024-06-11,1.0
2024-06-12,0.96
2024-06-13,0.85
2024-06-14,0.73
2024-06-15,2.06
2024-06-16,2.08
2024-06-17,1.95
2024-06-18,1.25
2024-06-19,1.09
