Valor nulo: -9999.9		
Fecha (GMT)	Velocidad media de Corriente(m/s)	Dir. de prop. de la Corriente (0=N,90=E)
2022 08 06 01	0.342	320.21
2022 08 06 02	0.313	322.91
2022 08 06 03	0.271	323.38
2022 08 06 04	0.23	320.64
2022 08 06 05	0.193	315.2
2022 08 06 06	0.163	308.05
2022 08 06 07	0.147	298.82
2022 08 06 08	0.146	289.17
2022 08 06 09	0.166	281.78
2022 08 06 10	0.203	279.32
2022 08 06 11	0.243	281.86
2022 08 06 12	0.278	285.83
2022 08 06 13	0.32	287.98
2022 08 06 14	0.363	290.42
2022 08 06 15	0.384	294.29
2022 08 06 16	0.391	297.67
2022 08 06 17	0.38	301.68
2022 08 06 18	0.355	305.96
2022 08 06 19	0.329	308.84
2022 08 06 20	0.31	308.71
2022 08 06 21	0.299	305.07
2022 08 06 22	0.304	300.35
2022 08 06 23	0.306	299.32
2022 08 07 00	0.301	302.95
2022 08 07 01	0.292	307.06
2022 08 07 02	0.282	309.38
2022 08 07 03	0.268	308.19
2022 08 07 04	0.251	305.14
2022 08 07 05	0.233	301.84
2022 08 07 06	0.218	299.38
2022 08 07 07	0.21	297.78
2022 08 07 08	0.21	297.17
2022 08 07 09	0.22	296.68
2022 08 07 10	0.239	296.56
2022 08 07 11	0.266	295.79
2022 08 07 12	0.295	295.69
2022 08 07 13	0.307	297.89
2022 08 07 14	0.3	302.2
2022 08 07 15	0.279	305.68
2022 08 07 16	0.255	306.73
2022 08 07 17	0.236	305.36
2022 08 07 18	0.219	304.05
2022 08 07 19	0.204	304.23
2022 08 07 20	0.183	307.92
2022 08 07 21	0.157	313.2
2022 08 07 22	0.13	318.73
2022 08 07 23	0.106	321.08
2022 08 08 00	0.09	319.05
2022 08 08 01	0.079	310.91
2022 08 08 02	0.073	300.03
2022 08 08 03	0.068	288.69
2022 08 08 04	0.062	276.44
2022 08 08 05	0.06	260.53
2022 08 08 06	0.068	248.66
2022 08 08 07	0.076	245.43
2022 08 08 08	0.083	250.48
2022 08 08 09	0.086	260.64
2022 08 08 10	0.085	272.02
2022 08 08 11	0.082	282.52
2022 08 08 12	0.083	290.39
2022 08 08 13	0.09	294.86
2022 08 08 14	0.106	295.6
2022 08 08 15	0.126	295.75
2022 08 08 16	0.131	298.12
2022 08 08 17	0.116	302.05
2022 08 08 18	0.106	305.78
2022 08 08 19	0.105	308.82
2022 08 08 20	0.104	315.77
2022 08 08 21	0.099	324.39
2022 08 08 22	0.089	333.43
2022 08 08 23	0.072	343.07
2022 08 09 00	0.053	1.08
2022 08 09 01	0.034	24.3
2022 08 09 02	0.024	48.36
2022 08 09 03	0.02	57.09
2022 08 09 04	0.016	57.26
2022 08 09 05	0.012	61.38
2022 08 09 06	0.006	269.99
2022 08 09 07	0.025	241.38
2022 08 09 08	0.044	243.43
2022 08 09 09	0.06	243.43
2022 08 09 10	0.074	238.64
2022 08 09 11	0.099	234.86
2022 08 09 12	0.126	239.58
2022 08 09 13	0.136	254.22
2022 08 09 14	0.151	275.67
2022 08 09 15	0.178	292.69
2022 08 09 16	0.209	305.88
2022 08 09 17	0.236	314.99
2022 08 09 18	0.245	320.28
2022 08 09 19	0.238	324.37
2022 08 09 20	0.219	328.05
2022 08 09 21	0.189	333.97
2022 08 09 22	0.164	344.43
2022 08 09 23	0.146	357.64
2022 08 10 00	0.115	353.55
2022 08 10 01	0.094	1.82
2022 08 10 02	0.074	8.45
2022 08 10 03	0.061	10.22
2022 08 10 04	0.062	4.61
2022 08 10 05	0.071	6.42
2022 08 10 06	0.072	11.92
2022 08 10 07	0.054	23.74
2022 08 10 08	0.027	68.96
2022 08 10 09	0.046	152.87
2022 08 10 10	0.083	178.61
2022 08 10 11	0.105	202.2
2022 08 10 12	0.114	226.41
2022 08 10 13	0.109	255.7
2022 08 10 14	0.125	289.01
2022 08 10 15	0.16	311.96
2022 08 10 16	0.191	327.13
2022 08 10 17	0.218	340.24
2022 08 10 18	0.225	350.03
2022 08 10 19	0.206	0.27
2022 08 10 20	0.166	14.28
2022 08 10 21	0.126	35.96
2022 08 10 22	0.108	66.73
2022 08 10 23	0.12	91.9
2022 08 11 00	0.134	106.82
2022 08 11 01	0.135	119.21
2022 08 11 02	0.121	133.66
2022 08 11 03	0.091	149.25
2022 08 11 04	0.045	163.53
2022 08 11 05	0.005	300.96
2022 08 11 06	0.042	357.27
2022 08 11 07	0.06	13.34
2022 08 11 08	0.062	32.68
2022 08 11 09	0.062	58.09
2022 08 11 10	0.071	81.98
2022 08 11 11	0.088	97.76
2022 08 11 12	0.103	104.03
2022 08 11 13	0.103	107.38
2022 08 11 14	0.091	109.82
2022 08 11 15	0.072	115.15
2022 08 11 16	0.056	121.13
2022 08 11 17	0.048	120.76
2022 08 11 18	0.06	110.22
2022 08 11 19	0.091	109.23
2022 08 11 20	0.134	117.51
2022 08 11 21	0.18	126.67
2022 08 11 22	0.22	134.63
2022 08 11 23	0.237	142.01
2022 08 12 00	0.21	149.41
2022 08 12 01	0.15	157.7
2022 08 12 02	0.081	164.24
2022 08 12 03	0.015	124.69
2022 08 12 04	0.062	33.17
2022 08 12 05	0.121	38.65
2022 08 12 06	0.163	51.94
2022 08 12 07	0.193	71.93
2022 08 12 08	0.23	94.96
2022 08 12 09	0.284	113.41
2022 08 12 10	0.322	124.38
2022 08 12 11	0.331	131.08
2022 08 12 12	0.309	135.52
2022 08 12 13	0.265	137.59
2022 08 12 14	0.218	135.55
2022 08 12 15	0.187	126.74
2022 08 12 16	0.179	111.97
2022 08 12 17	0.204	99.55
2022 08 12 18	0.242	94.01
2022 08 12 19	0.269	94.25
2022 08 12 20	0.276	99.36
2022 08 12 21	0.272	108.16
2022 08 12 22	0.266	118.97
2022 08 12 23	0.254	128.44
2022 08 13 00	0.237	135.68
2022 08 13 01	0.214	138.58
2022 08 13 02	0.185	135.43
2022 08 13 03	0.159	124.28
2022 08 13 04	0.148	106.84
2022 08 13 05	0.155	90.0
2022 08 13 06	0.172	78.62
2022 08 13 07	0.185	74.69
2022 08 13 08	0.193	78.4
2022 08 13 09	0.197	90.29
2022 08 13 10	0.207	107.38
2022 08 13 11	0.231	122.31
2022 08 13 12	0.253	132.12
2022 08 13 13	0.263	136.53
2022 08 13 14	0.253	136.91
2022 08 13 15	0.243	135.99
2022 08 13 16	0.251	135.48
2022 08 13 17	0.251	134.03
2022 08 13 18	0.235	130.52
2022 08 13 19	0.2	124.0
2022 08 13 20	0.177	113.96
2022 08 13 21	0.179	107.82
2022 08 13 22	0.181	109.63
2022 08 13 23	0.19	115.76
2022 08 14 00	0.196	122.96
2022 08 14 01	0.201	126.92
2022 08 14 02	0.199	127.44
2022 08 14 03	0.19	125.18
2022 08 14 04	0.18	121.39
2022 08 14 05	0.169	117.47
2022 08 14 06	0.154	112.9
2022 08 14 07	0.141	106.38
2022 08 14 08	0.134	101.56
2022 08 14 09	0.13	105.1
2022 08 14 10	0.126	119.4
2022 08 14 11	0.127	140.71
2022 08 14 12	0.135	160.63
2022 08 14 13	0.129	172.92
2022 08 14 14	0.104	177.79
2022 08 14 15	0.064	171.99
2022 08 14 16	0.041	122.15
2022 08 14 17	0.077	84.06
2022 08 14 18	0.129	80.24
2022 08 14 19	0.176	80.85
2022 08 14 20	0.199	79.02
2022 08 14 21	0.224	86.16
2022 08 14 22	0.244	95.87
2022 08 14 23	0.263	107.19
2022 08 15 00	0.282	117.2
2022 08 15 01	0.292	123.58
2022 08 15 02	0.296	126.9
2022 08 15 03	0.291	127.18
2022 08 15 04	0.274	124.44
2022 08 15 05	0.248	118.31
2022 08 15 06	0.221	109.49
2022 08 15 07	0.2	97.44
2022 08 15 08	0.194	85.28
2022 08 15 09	0.202	82.06
2022 08 15 10	0.21	88.9
2022 08 15 11	0.211	101.2
2022 08 15 12	0.221	115.98
2022 08 15 13	0.235	127.93
2022 08 15 14	0.25	136.61
2022 08 15 15	0.248	142.34
2022 08 15 16	0.229	145.47
2022 08 15 17	0.195	145.82
2022 08 15 18	0.158	141.9
2022 08 15 19	0.117	128.43
2022 08 15 20	0.089	96.41
2022 08 15 21	0.103	59.98
2022 08 15 22	0.127	49.44
2022 08 15 23	0.121	52.37
2022 08 16 00	0.101	67.98
2022 08 16 01	0.099	91.15
2022 08 16 02	0.111	108.27
2022 08 16 03	0.127	113.55
2022 08 16 04	0.138	113.03
2022 08 16 05	0.141	110.74
2022 08 16 06	0.143	106.66
2022 08 16 07	0.142	101.3
2022 08 16 08	0.148	96.17
2022 08 16 09	0.161	96.02
2022 08 16 10	0.182	103.27
2022 08 16 11	0.212	115.35
2022 08 16 12	0.241	126.58
2022 08 16 13	0.264	134.69
2022 08 16 14	0.277	140.4
2022 08 16 15	0.278	142.3
2022 08 16 16	0.258	141.27
2022 08 16 17	0.23	137.64
2022 08 16 18	0.208	130.33
2022 08 16 19	0.194	120.91
2022 08 16 20	0.177	112.81
2022 08 16 21	0.168	102.71
2022 08 16 22	0.174	94.6
2022 08 16 23	0.21	92.99
2022 08 17 00	0.263	96.53
2022 08 17 01	0.287	106.98
2022 08 17 02	0.305	116.06
2022 08 17 03	0.316	121.67
2022 08 17 04	0.332	123.21
2022 08 17 05	0.335	121.46
2022 08 17 06	0.318	116.48
2022 08 17 07	0.291	108.99
2022 08 17 08	0.269	100.26
2022 08 17 09	0.263	92.61
2022 08 17 10	0.266	90.64
2022 08 17 11	0.268	95.77
2022 08 17 12	0.266	105.02
2022 08 17 13	0.266	114.83
2022 08 17 14	0.271	122.34
2022 08 17 15	0.277	125.92
2022 08 17 16	0.285	125.58
2022 08 17 17	0.285	121.96
2022 08 17 18	0.277	116.28
2022 08 17 19	0.267	109.65
2022 08 17 20	0.254	101.57
2022 08 17 21	0.239	93.59
2022 08 17 22	0.227	88.99
2022 08 17 23	0.214	88.92
2022 08 18 00	0.193	97.12
2022 08 18 01	0.181	108.33
2022 08 18 02	0.18	119.82
2022 08 18 03	0.18	125.53
2022 08 18 04	0.172	124.61
2022 08 18 05	0.166	118.41
2022 08 18 06	0.175	111.43
2022 08 18 07	0.185	106.96
2022 08 18 08	0.188	103.15
2022 08 18 09	0.189	100.0
2022 08 18 10	0.183	100.33
2022 08 18 11	0.172	105.8
2022 08 18 12	0.158	116.56
2022 08 18 13	0.15	130.14
2022 08 18 14	0.152	144.85
2022 08 18 15	0.158	157.79
2022 08 18 16	0.153	167.59
2022 08 18 17	0.132	177.39
2022 08 18 18	0.093	196.69
2022 08 18 19	0.066	242.28
2022 08 18 20	0.08	290.22
2022 08 18 21	0.112	320.06
2022 08 18 22	0.139	338.04
2022 08 18 23	0.143	351.19
2022 08 19 00	0.118	4.84
2022 08 19 01	0.08	18.88
2022 08 19 02	0.043	30.73
2022 08 19 03	0.008	35.53
2022 08 19 04	0.019	242.1
2022 08 19 05	0.039	249.27
2022 08 19 06	0.051	258.9
2022 08 19 07	0.066	269.99
2022 08 19 08	0.089	276.41
2022 08 19 09	0.121	278.53
2022 08 19 10	0.153	282.4
2022 08 19 11	0.176	286.79
2022 08 19 12	0.183	290.4
2022 08 19 13	0.185	292.54
2022 08 19 14	0.192	293.9
2022 08 19 15	0.201	294.91
2022 08 19 16	0.212	296.2
2022 08 19 17	0.221	300.03
2022 08 19 18	0.224	306.3
2022 08 19 19	0.215	313.68
2022 08 19 20	0.194	321.24
2022 08 19 21	0.176	327.03
2022 08 19 22	0.166	330.51
2022 08 19 23	0.153	331.27
2022 08 20 00	0.133	330.36
2022 08 20 01	0.11	327.17
2022 08 20 02	0.093	317.6
2022 08 20 03	0.083	301.78
2022 08 20 04	0.085	286.95
2022 08 20 05	0.096	279.56
2022 08 20 06	0.114	282.09
2022 08 20 07	0.139	288.82
2022 08 20 08	0.164	296.4
2022 08 20 09	0.181	302.64
2022 08 20 10	0.182	308.75
2022 08 20 11	0.17	315.71
2022 08 20 12	0.154	322.38
2022 08 20 13	0.139	324.36
2022 08 20 14	0.129	324.1
2022 08 20 15	0.129	320.3
2022 08 20 16	0.129	312.8
2022 08 20 17	0.123	308.07
2022 08 20 18	0.107	307.08
2022 08 20 19	0.095	306.86
2022 08 20 20	0.098	309.2
2022 08 20 21	0.102	312.23
2022 08 20 22	0.096	314.58
2022 08 20 23	0.079	313.97
2022 08 21 00	0.058	310.17
2022 08 21 01	0.049	308.48
2022 08 21 02	0.039	314.99
2022 08 21 03	0.019	329.53
2022 08 21 04	0.003	326.3
2022 08 21 05	0.018	236.3
2022 08 21 06	0.043	242.85
2022 08 21 07	0.062	246.31
2022 08 21 08	0.066	243.04
2022 08 21 09	0.06	234.46
2022 08 21 10	0.056	218.5
2022 08 21 11	0.065	203.42
2022 08 21 12	0.082	201.28
2022 08 21 13	0.098	210.46
2022 08 21 14	0.106	225.76
2022 08 21 15	0.11	242.5
2022 08 21 16	0.113	251.56
2022 08 21 17	0.098	255.96
2022 08 21 18	0.078	267.79
2022 08 21 19	0.064	291.8
2022 08 21 20	0.048	319.14
2022 08 21 21	0.026	17.74
2022 08 21 22	0.066	99.46
2022 08 21 23	0.132	110.35
2022 08 22 00	0.176	111.62
2022 08 22 01	0.194	111.69
2022 08 22 02	0.192	112.29
2022 08 22 03	0.174	113.62
2022 08 22 04	0.143	114.77
2022 08 22 05	0.107	115.37
2022 08 22 06	0.088	115.4
2022 08 22 07	0.097	112.89
2022 08 22 08	0.129	110.81
2022 08 22 09	0.161	110.22
2022 08 22 10	0.169	109.29
2022 08 22 11	0.154	107.37
2022 08 22 12	0.143	108.3
2022 08 22 13	0.135	112.58
2022 08 22 14	0.129	117.55
2022 08 22 15	0.125	123.31
2022 08 22 16	0.115	129.35
2022 08 22 17	0.093	139.33
2022 08 22 18	0.07	160.01
2022 08 22 19	0.051	182.24
2022 08 22 20	0.034	191.63
2022 08 22 21	0.022	140.52
2022 08 22 22	0.044	95.19
2022 08 22 23	0.068	83.29
2022 08 23 00	0.084	75.63
2022 08 23 01	0.09	70.55
2022 08 23 02	0.085	65.22
2022 08 23 03	0.076	59.42
2022 08 23 04	0.068	55.14
2022 08 23 05	0.064	58.27
2022 08 23 06	0.063	65.03
2022 08 23 07	0.058	70.01
2022 08 23 08	0.045	66.8
2022 08 23 09	0.028	47.86
2022 08 23 10	0.026	4.39
2022 08 23 11	0.033	342.64
2022 08 23 12	0.039	337.93
2022 08 23 13	0.05	335.46
2022 08 23 14	0.072	337.31
2022 08 23 15	0.105	336.58
2022 08 23 16	0.14	335.25
2022 08 23 17	0.159	332.79
2022 08 23 18	0.162	329.64
2022 08 23 19	0.152	326.51
2022 08 23 20	0.139	326.42
2022 08 23 21	0.13	326.55
2022 08 23 22	0.133	326.9
2022 08 23 23	0.15	327.47
2022 08 24 00	0.159	311.18
2022 08 24 01	0.159	319.32
2022 08 24 02	0.156	328.34
2022 08 24 03	0.152	337.64
2022 08 24 04	0.145	344.43
2022 08 24 05	0.124	346.07
2022 08 24 06	0.098	339.17
2022 08 24 07	0.075	322.52
2022 08 24 08	0.064	299.74
2022 08 24 09	0.065	278.74
2022 08 24 10	0.077	269.99
2022 08 24 11	0.091	270.62
2022 08 24 12	0.103	272.22
2022 08 24 13	0.104	271.65
2022 08 24 14	0.094	260.83
2022 08 24 15	0.078	258.26
2022 08 24 16	0.058	264.09
2022 08 24 17	0.027	280.49
2022 08 24 18	0.012	311.63
2022 08 24 19	0.015	230.19
2022 08 24 20	0.047	217.34
2022 08 24 21	0.067	219.58
2022 08 24 22	0.065	215.63
2022 08 24 23	0.056	205.2
2022 08 25 00	0.039	208.49
2022 08 25 01	0.024	223.36
2022 08 25 02	0.022	269.99
2022 08 25 03	0.032	306.15
2022 08 25 04	0.038	324.63
2022 08 25 05	0.034	346.75
2022 08 25 06	0.025	33.69
2022 08 25 07	0.021	87.27
2022 08 25 08	0.029	157.83
2022 08 25 09	0.058	189.78
2022 08 25 10	0.083	202.56
2022 08 25 11	0.096	209.22
2022 08 25 12	0.096	211.37
2022 08 25 13	0.085	213.13
2022 08 25 14	0.073	220.6
2022 08 25 15	0.069	238.6
2022 08 25 16	0.076	262.5
2022 08 25 17	0.088	277.76
2022 08 25 18	0.093	288.62
2022 08 25 19	0.088	294.82
2022 08 25 20	0.087	290.7
2022 08 25 21	0.096	286.18
2022 08 25 22	0.111	285.66
2022 08 25 23	0.122	287.1
2022 08 26 00	0.13	291.63
2022 08 26 01	0.128	298.75
2022 08 26 02	0.122	308.36
2022 08 26 03	0.117	317.07
2022 08 26 04	0.12	323.79
2022 08 26 05	0.125	327.31
2022 08 26 06	0.124	324.78
2022 08 26 07	0.116	315.34
2022 08 26 08	0.111	297.25
2022 08 26 09	0.125	279.61
2022 08 26 10	0.156	274.03
2022 08 26 11	0.193	276.24
2022 08 26 12	0.229	282.82
2022 08 26 13	0.258	291.1
2022 08 26 14	0.274	299.17
2022 08 26 15	0.272	306.49
2022 08 26 16	0.258	313.43
2022 08 26 17	0.244	320.97
2022 08 26 18	0.226	327.43
2022 08 26 19	0.205	328.94
2022 08 26 20	0.177	323.0
2022 08 26 21	0.156	307.97
2022 08 26 22	0.16	291.13
2022 08 26 23	0.182	281.37
2022 08 27 00	0.205	281.2
2022 08 27 01	0.229	286.46
2022 08 27 02	0.255	294.55
2022 08 27 03	0.281	302.5
2022 08 27 04	0.292	308.47
2022 08 27 05	0.287	313.73
2022 08 27 06	0.267	319.09
2022 08 27 07	0.233	322.49
2022 08 27 08	0.192	320.68
2022 08 27 09	0.164	308.82
2022 08 27 10	0.168	290.47
2022 08 27 11	0.203	278.48
2022 08 27 12	0.247	275.8
2022 08 27 13	0.288	280.18
2022 08 27 14	0.326	287.82
2022 08 27 15	0.351	296.85
2022 08 27 16	0.362	305.35
2022 08 27 17	0.355	313.51
2022 08 27 18	0.333	320.48
2022 08 27 19	0.291	326.47
2022 08 27 20	0.233	329.37
2022 08 27 21	0.169	325.56
2022 08 27 22	0.123	309.74
2022 08 27 23	0.116	285.94
2022 08 28 00	0.143	271.6
2022 08 28 01	0.172	269.99
2022 08 28 02	0.191	276.9
2022 08 28 03	0.207	286.77
2022 08 28 04	0.222	298.17
2022 08 28 05	0.232	309.23
2022 08 28 06	0.228	320.32
2022 08 28 07	0.207	330.59
2022 08 28 08	0.166	341.78
2022 08 28 09	0.108	355.76
2022 08 28 10	0.049	22.44
2022 08 28 11	0.027	118.44
2022 08 28 12	0.054	170.53
2022 08 28 13	0.077	197.96
2022 08 28 14	0.102	225.39
2022 08 28 15	0.16	251.45
2022 08 28 16	0.214	272.14
2022 08 28 17	0.257	289.27
2022 08 28 18	0.276	307.36
2022 08 28 19	0.266	325.23
2022 08 28 20	0.229	341.48
2022 08 28 21	0.168	356.25
2022 08 28 22	0.106	19.11
2022 08 28 23	0.068	60.46
2022 08 29 00	0.087	108.01
2022 08 29 01	0.118	128.13
2022 08 29 02	0.108	140.59
2022 08 29 03	0.084	150.08
2022 08 29 04	0.05	166.23
2022 08 29 05	0.019	197.52
2022 08 29 06	0.016	314.99
2022 08 29 07	0.033	353.08
2022 08 29 08	0.031	30.65
2022 08 29 09	0.034	96.7
2022 08 29 10	0.057	138.53
2022 08 29 11	0.066	164.29
2022 08 29 12	0.077	180.0
2022 08 29 13	0.068	188.36
2022 08 29 14	0.065	177.35
2022 08 29 15	0.079	157.93
2022 08 29 16	0.086	138.75
2022 08 29 17	0.097	114.73
2022 08 29 18	0.127	96.29
2022 08 29 19	0.169	88.64
2022 08 29 20	0.205	88.6
2022 08 29 21	0.221	93.62
2022 08 29 22	0.226	102.99
2022 08 29 23	0.239	112.6
2022 08 30 00	0.27	117.98
2022 08 30 01	0.291	121.4
2022 08 30 02	0.282	122.73
2022 08 30 03	0.249	120.05
2022 08 30 04	0.213	113.19
2022 08 30 05	0.189	103.08
2022 08 30 06	0.187	93.06
2022 08 30 07	0.195	87.06
2022 08 30 08	0.205	87.48
2022 08 30 09	0.217	95.0
2022 08 30 10	0.239	108.28
2022 08 30 11	0.266	121.66
2022 08 30 12	0.279	131.95
2022 08 30 13	0.274	140.03
2022 08 30 14	0.247	147.52
2022 08 30 15	0.201	153.43
2022 08 30 16	0.14	155.99
2022 08 30 17	0.078	147.52
2022 08 30 18	0.044	99.03
2022 08 30 19	0.069	51.46
2022 08 30 20	0.098	39.2
2022 08 30 21	0.105	38.82
2022 08 30 22	0.092	49.79
2022 08 30 23	0.079	75.43
2022 08 31 00	0.086	107.59
2022 08 31 01	0.096	126.15
2022 08 31 02	0.095	136.27
2022 08 31 03	0.078	140.19
2022 08 31 04	0.053	138.81
2022 08 31 05	0.034	114.3
2022 08 31 06	0.041	73.3
2022 08 31 07	0.066	61.11
2022 08 31 08	0.087	60.49
2022 08 31 09	0.091	67.38
2022 08 31 10	0.081	85.76
2022 08 31 11	0.081	122.52
2022 08 31 12	0.115	151.66
2022 08 31 13	0.154	166.14
2022 08 31 14	0.172	176.0
2022 08 31 15	0.16	188.93
2022 08 31 16	0.137	207.68
2022 08 31 17	0.111	234.16
2022 08 31 18	0.09	271.27
2022 08 31 19	0.091	317.21
2022 08 31 20	0.119	349.35
2022 08 31 21	0.143	5.59
2022 08 31 22	0.139	14.53
2022 08 31 23	0.105	20.49
2022 09 01 00	0.053	35.78
2022 09 01 01	0.032	128.65
2022 09 01 02	0.067	163.7
2022 09 01 03	0.084	173.88
2022 09 01 04	0.075	186.08
2022 09 01 05	0.051	209.05
2022 09 01 06	0.037	260.78
2022 09 01 07	0.049	307.56
2022 09 01 08	0.066	332.28
2022 09 01 09	0.076	344.15
2022 09 01 10	0.069	345.76
2022 09 01 11	0.042	321.76
2022 09 01 12	0.052	246.37
2022 09 01 13	0.089	223.18
2022 09 01 14	0.114	217.87
2022 09 01 15	0.121	219.98
2022 09 01 16	0.109	228.71
2022 09 01 17	0.084	241.01
2022 09 01 18	0.046	262.56
2022 09 01 19	0.027	355.76
2022 09 01 20	0.063	29.4
2022 09 01 21	0.085	41.68
2022 09 01 22	0.097	55.0
2022 09 01 23	0.095	74.79
2022 09 02 00	0.103	102.82
2022 09 02 01	0.132	126.09
2022 09 02 02	0.163	138.97
2022 09 02 03	0.171	145.93
2022 09 02 04	0.15	151.9
2022 09 02 05	0.108	157.21
2022 09 02 06	0.062	155.48
2022 09 02 07	0.042	121.42
2022 09 02 08	0.067	90.0
2022 09 02 09	0.106	84.07
2022 09 02 10	0.138	86.26
2022 09 02 11	0.164	94.18
2022 09 02 12	0.179	104.8
2022 09 02 13	0.193	116.03
2022 09 02 14	0.209	124.52
2022 09 02 15	0.211	129.63
2022 09 02 16	0.197	130.28
2022 09 02 17	0.177	126.74
2022 09 02 18	0.163	118.13
2022 09 02 19	0.17	108.11
2022 09 02 20	0.177	101.05
2022 09 02 21	0.178	94.81
2022 09 02 22	0.177	90.0
2022 09 02 23	0.173	90.0
2022 09 03 00	0.16	95.71
2022 09 03 01	0.138	106.73
2022 09 03 02	0.116	120.96
2022 09 03 03	0.099	136.63
2022 09 03 04	0.079	149.89
2022 09 03 05	0.056	157.06
2022 09 03 06	0.032	150.25
2022 09 03 07	0.017	93.36
2022 09 03 08	0.03	31.6
2022 09 03 09	0.054	8.42
2022 09 03 10	0.076	356.23
2022 09 03 11	0.081	347.16
2022 09 03 12	0.07	338.49
2022 09 03 13	0.057	327.68
2022 09 03 14	0.054	311.28
2022 09 03 15	0.069	300.96
2022 09 03 16	0.097	301.56
2022 09 03 17	0.13	306.25
2022 09 03 18	0.157	311.9
2022 09 03 19	0.176	317.74
2022 09 03 20	0.191	326.47
2022 09 03 21	0.202	336.46
2022 09 03 22	0.215	345.18
2022 09 03 23	0.214	350.88
2022 09 04 00	0.19	355.48
2022 09 04 01	0.151	0.75
2022 09 04 02	0.104	10.45
2022 09 04 03	0.063	26.96
2022 09 04 04	0.035	53.13
2022 09 04 05	0.016	86.42
2022 09 04 06	0.006	189.46
2022 09 04 07	0.022	257.19
2022 09 04 08	0.043	280.53
2022 09 04 09	0.066	296.95
2022 09 04 10	0.096	306.15
2022 09 04 11	0.122	310.04
2022 09 04 12	0.137	312.04
2022 09 04 13	0.141	313.85
2022 09 04 14	0.14	316.15
2022 09 04 15	0.136	319.44
2022 09 04 16	0.137	321.79
2022 09 04 17	0.136	328.17
2022 09 04 18	0.137	338.27
2022 09 04 19	0.145	347.3
2022 09 04 20	0.137	355.4
2022 09 04 21	0.13	4.83
2022 09 04 22	0.126	14.69
2022 09 04 23	0.118	23.32
2022 09 05 00	0.106	28.0
2022 09 05 01	0.092	31.28
2022 09 05 02	0.077	42.37
2022 09 05 03	0.068	66.03
2022 09 05 04	0.078	93.66
2022 09 05 05	0.093	108.62
2022 09 05 06	0.093	116.01
2022 09 05 07	0.077	121.21
2022 09 05 08	0.054	119.87
2022 09 05 09	0.043	107.59
2022 09 05 10	0.045	90.0
2022 09 05 11	0.054	76.21
2022 09 05 12	0.065	67.38
2022 09 05 13	0.07	61.97
2022 09 05 14	0.065	61.87
2022 09 05 15	0.062	65.48
2022 09 05 16	0.071	78.69
2022 09 05 17	0.083	96.86
2022 09 05 18	0.093	106.11
2022 09 05 19	0.093	108.04
2022 09 05 20	0.084	103.7
2022 09 05 21	0.076	92.26
2022 09 05 22	0.079	77.7
2022 09 05 23	0.094	65.05
2022 09 06 00	0.115	60.99
2022 09 06 01	0.139	57.9
2022 09 06 02	0.154	58.46
2022 09 06 03	0.157	64.08
2022 09 06 04	0.154	71.44
2022 09 06 05	0.149	81.16
2022 09 06 06	0.151	93.03
2022 09 06 07	0.158	103.86
2022 09 06 08	0.17	111.3
2022 09 06 09	0.179	115.42
2022 09 06 10	0.176	116.56
2022 09 06 11	0.158	114.14
2022 09 06 12	0.135	106.69
2022 09 06 13	0.119	89.51
2022 09 06 14	0.113	68.85
2022 09 06 15	0.113	53.63
2022 09 06 16	0.116	46.39
2022 09 06 17	0.121	49.34
2022 09 06 18	0.127	63.03
2022 09 06 19	0.142	81.52
2022 09 06 20	0.165	95.19
2022 09 06 21	0.186	100.82
2022 09 06 22	0.196	100.27
2022 09 06 23	0.201	98.29
2022 09 07 00	0.195	92.64
2022 09 07 01	0.186	90.61
2022 09 07 02	0.176	84.8
2022 09 07 03	0.174	78.75
2022 09 07 04	0.177	78.94
2022 09 07 05	0.18	84.92
2022 09 07 06	0.18	94.76
2022 09 07 07	0.182	104.26
2022 09 07 08	0.187	112.19
2022 09 07 09	0.188	116.15
2022 09 07 10	0.183	116.84
2022 09 07 11	0.175	114.22
2022 09 07 12	0.166	106.79
2022 09 07 13	0.161	94.96
2022 09 07 14	0.172	83.65
2022 09 07 15	0.19	77.86
2022 09 07 16	0.209	78.42
2022 09 07 17	0.224	84.11
2022 09 07 18	0.243	94.23
2022 09 07 19	0.28	105.07
2022 09 07 20	0.306	113.46
2022 09 07 21	0.326	119.94
2022 09 07 22	0.329	123.73
2022 09 07 23	0.311	125.06
2022 09 08 00	0.292	122.27
2022 09 08 01	0.281	116.56
2022 09 08 02	0.277	110.26
2022 09 08 03	0.26	103.29
2022 09 08 04	0.246	96.28
2022 09 08 05	0.235	92.43
2022 09 08 06	0.22	94.41
2022 09 08 07	0.205	101.52
2022 09 08 08	0.194	111.69
2022 09 08 09	0.194	121.97
2022 09 08 10	0.2	130.13
2022 09 08 11	0.201	136.0
2022 09 08 12	0.199	138.46
2022 09 08 13	0.19	135.84
2022 09 08 14	0.178	127.7
2022 09 08 15	0.173	116.71
2022 09 08 16	0.182	105.85
2022 09 08 17	0.202	99.97
2022 09 08 18	0.216	100.63
2022 09 08 19	0.222	106.97
2022 09 08 20	0.233	115.9
2022 09 08 21	0.248	124.84
2022 09 08 22	0.269	130.18
2022 09 08 23	0.287	131.61
2022 09 09 00	0.29	129.27
