Valor nulo: -9999.9												
Fecha (GMT)	Altura Signif. del Oleaje(m)	Periodo Medio(s)	Periodo de Pico(s)	Direcc. Media de Proced.(0=N,90=E)	Mar de viento:  Altura signif. Espectral(m)	Mar de viento: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 1:  Altura signif. Espectral(m)	Mar de fondo 1:  Periodo Medio Espectral(s)	Mar de fondo 1: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 2:  Altura signif. Espectral(m)	Mar de fondo 2:  Periodo Medio Espectral(s)	Mar de fondo 2: Direcc. Media de Proced.(0=N,90=E)
2020 09 08 06	1.22	3.6	4.24	46	1.0	73	0.65	8.19	340	0.13	5.75	28
2020 09 08 07	1.25	3.6	4.24	47	1.05	70	0.64	8.21	340	0.13	5.37	21
2020 09 08 08	1.29	3.61	4.24	49	1.11	69	0.63	8.24	340	0.09	5.83	22
2020 09 08 09	1.32	3.65	4.67	50	1.16	68	0.62	8.27	339	0.11	4.67	11
2020 09 08 10	1.34	3.7	4.67	51	1.19	68	0.61	8.29	339	0.11	4.63	11
2020 09 08 11	1.35	3.76	4.67	53	1.19	69	0.6	8.32	339	0.1	5.88	21
2020 09 08 12	1.37	3.82	4.67	54	1.22	69	0.58	8.32	339	0.1	5.9	22
2020 09 08 13	1.46	3.91	5.13	56	1.34	68	0.57	8.35	339	0.08	6.42	21
2020 09 08 14	1.54	4.05	5.13	58	1.41	68	0.54	8.42	339	0.16	6.0	22
2020 09 08 15	1.59	4.13	5.13	59	1.47	68	0.53	8.47	339	0.2	5.79	20
2020 09 08 16	1.59	4.19	5.13	61	1.46	70	0.51	8.55	339	0.51	14.02	29
2020 09 08 17	1.57	4.22	5.13	61	1.41	72	0.5	8.58	339	0.5	5.18	24
2020 09 08 18	1.58	4.22	5.13	62	1.44	72	0.49	8.62	339	0.49	11.02	30
2020 09 08 19	1.59	4.24	5.13	61	1.44	71	0.48	8.68	339	0.48	6.94	27
2020 09 08 20	1.56	4.25	5.65	60	1.34	74	0.57	4.98	25	0.24	6.47	46
2020 09 08 21	1.43	4.34	5.65	56	0.79	90	1.06	5.08	49	0.25	5.13	75
2020 09 08 22	1.3	4.43	5.65	50	0.44	95	0.97	4.9	44	0.54	4.96	85
2020 09 08 23	1.19	4.55	5.65	43	0.22	102	0.85	4.78	38	0.63	4.38	80
2020 09 09 00	1.12	4.71	5.65	38	0.0	180	0.81	4.76	38	0.58	3.7	80
2020 09 09 01	1.09	4.85	5.13	34	0.0	180	0.72	4.77	33	0.62	3.98	72
2020 09 09 02	1.1	4.86	5.13	33	0.0	180	0.96	4.37	48	0.55	9.3	342
2020 09 09 03	1.11	4.9	5.13	31	0.0	180	0.95	4.37	47	0.56	9.34	342
2020 09 09 04	1.11	4.97	5.65	28	0.0	180	0.94	4.4	45	0.58	9.36	343
2020 09 09 05	1.11	5.04	5.65	26	0.0	180	0.87	4.26	47	0.6	9.36	343
2020 09 09 06	1.1	5.1	5.65	24	0.0	180	0.84	4.27	46	0.84	12.84	342
2020 09 09 07	1.08	5.18	5.65	22	0.0	180	0.81	4.28	46	0.81	12.09	342
2020 09 09 08	1.05	5.24	5.65	20	0.0	180	0.84	4.45	42	0.84	12.25	342
2020 09 09 09	1.03	5.29	10.01	19	0.0	180	0.81	4.45	43	0.81	11.69	341
2020 09 09 10	1.01	5.32	10.01	19	0.0	180	0.79	4.45	44	0.79	11.24	341
2020 09 09 11	1.0	5.34	10.01	18	0.0	180	0.77	4.45	44	0.77	10.92	341
2020 09 09 12	0.98	5.36	10.01	17	0.0	180	0.75	4.44	44	0.75	10.5	340
2020 09 09 13	0.96	5.36	10.01	15	0.0	180	0.72	4.41	43	0.72	10.09	340
2020 09 09 14	0.94	5.3	10.01	13	0.0	180	0.69	4.32	41	0.69	9.71	339
2020 09 09 15	0.92	5.17	10.01	11	0.0	180	0.68	4.18	38	0.68	9.51	339
2020 09 09 16	0.9	5.02	10.01	9	0.0	180	0.52	8.07	333	0.3	10.79	356
2020 09 09 17	0.89	4.9	10.01	7	0.0	180	0.52	7.99	332	0.29	10.8	356
2020 09 09 18	0.88	4.84	10.01	5	0.0	180	0.64	3.88	30	0.64	9.17	338
2020 09 09 19	0.86	4.8	10.01	4	0.0	180	0.63	3.84	28	0.63	9.15	337
2020 09 09 20	0.84	4.77	9.1	3	0.0	180	0.62	3.81	27	0.62	9.02	337
2020 09 09 21	0.82	4.72	9.1	2	0.0	180	0.61	3.78	25	0.61	9.01	337
2020 09 09 22	0.82	4.67	9.1	2	0.0	180	0.61	3.78	23	0.61	9.23	336
2020 09 09 23	0.81	4.65	9.1	2	0.0	180	0.62	3.82	21	0.62	9.72	336
2020 09 10 00	0.81	4.65	5.13	2	0.0	180	0.63	3.86	19	0.63	9.95	336
2020 09 10 01	0.81	4.67	5.13	2	0.0	180	0.66	3.98	15	0.66	11.94	336
2020 09 10 02	0.81	4.69	5.13	2	0.0	180	0.66	4.03	14	0.66	13.83	330
2020 09 10 03	0.81	4.7	5.13	2	0.0	180	0.62	4.34	6	0.36	8.34	330
2020 09 10 04	0.8	4.72	5.13	2	0.0	180	0.53	4.03	13	0.32	5.89	347
2020 09 10 05	0.79	4.74	5.13	2	0.0	180	0.61	4.35	7	0.36	8.13	329
2020 09 10 06	0.79	4.75	5.13	2	0.0	180	0.61	4.36	7	0.22	12.17	358
2020 09 10 07	0.79	4.76	5.13	2	0.0	180	0.6	4.36	8	0.22	12.18	358
2020 09 10 08	0.78	4.78	5.13	3	0.0	180	0.6	4.36	8	0.29	11.46	354
2020 09 10 09	0.78	4.82	5.13	3	0.0	180	0.59	4.38	9	0.35	10.49	350
2020 09 10 10	0.77	4.85	5.13	2	0.0	180	0.59	4.42	8	0.35	10.72	351
2020 09 10 11	0.77	4.89	5.13	2	0.0	180	0.63	4.19	13	0.63	18.98	351
2020 09 10 12	0.77	4.93	5.13	2	0.0	180	0.62	4.2	13	0.62	18.57	351
2020 09 10 13	0.77	4.96	5.13	1	0.0	180	0.51	4.11	26	0.51	14.88	351
2020 09 10 14	0.77	4.98	5.13	1	0.0	180	0.55	3.93	19	0.55	15.72	351
2020 09 10 15	0.78	5.01	12.11	0	0.0	180	0.47	4.05	30	0.47	13.1	351
2020 09 10 16	0.78	5.05	12.11	359	0.0	180	0.45	4.38	351	0.45	12.22	351
2020 09 10 17	0.79	5.1	12.11	358	0.0	180	0.6	4.14	10	0.6	15.83	352
2020 09 10 18	0.8	5.18	12.11	357	0.0	180	0.6	4.15	8	0.6	15.13	352
2020 09 10 19	0.82	5.26	12.11	356	0.0	180	0.61	4.17	6	0.61	14.55	352
2020 09 10 20	0.84	5.35	12.11	356	0.0	180	0.61	4.16	5	0.61	13.8	352
2020 09 10 21	0.87	5.44	12.11	355	0.0	180	0.62	4.15	4	0.62	13.05	352
2020 09 10 22	0.91	5.54	12.11	355	0.0	180	0.66	10.63	348	0.63	4.13	4
2020 09 10 23	0.95	5.63	12.11	355	0.0	180	0.7	10.85	348	0.65	4.14	4
2020 09 11 00	0.99	5.73	12.11	356	0.0	180	0.74	10.94	349	0.66	4.13	5
2020 09 11 01	1.03	5.82	12.11	356	0.0	180	0.79	10.93	349	0.67	4.1	7
2020 09 11 02	1.07	5.9	12.11	356	0.0	180	0.83	10.96	349	0.67	4.09	9
2020 09 11 03	1.1	5.98	12.11	357	0.0	180	0.87	10.96	349	0.68	4.08	11
2020 09 11 04	1.13	6.06	12.11	357	0.0	180	0.9	10.92	349	0.68	4.06	12
2020 09 11 05	1.16	6.14	12.11	357	0.0	180	0.95	10.57	348	0.65	3.97	16
2020 09 11 06	1.17	6.24	12.11	357	0.0	180	0.77	11.81	356	0.6	8.58	333
2020 09 11 07	1.19	6.33	12.11	356	0.0	180	0.87	9.76	342	0.49	12.74	5
2020 09 11 08	1.2	6.34	11.01	356	0.01	122	1.01	10.2	347	0.6	3.84	24
2020 09 11 09	1.22	6.06	11.01	356	0.09	83	1.01	10.53	348	0.6	3.84	26
2020 09 11 10	1.25	5.71	11.01	358	0.11	92	1.01	10.56	347	0.52	3.95	21
2020 09 11 11	1.27	5.65	11.01	359	0.0	180	1.02	10.5	347	0.52	4.18	24
2020 09 11 12	1.29	5.65	11.01	0	0.0	180	1.02	10.34	347	0.52	4.16	23
2020 09 11 13	1.3	5.66	11.01	1	0.0	180	1.02	10.28	346	0.53	4.03	22
2020 09 11 14	1.31	5.6	11.01	1	0.08	54	1.02	10.21	346	0.57	3.72	60
2020 09 11 15	1.3	5.55	11.01	2	0.09	54	1.01	10.15	346	0.64	3.6	53
2020 09 11 16	1.3	5.56	11.01	2	0.08	59	1.0	10.1	345	0.65	3.62	54
2020 09 11 17	1.3	5.54	11.01	2	0.1	60	1.03	9.27	344	0.59	4.05	50
2020 09 11 18	1.29	5.49	11.01	3	0.13	79	1.01	9.22	343	0.56	4.1	54
2020 09 11 19	1.26	5.48	11.01	2	0.13	87	1.0	9.18	343	0.59	3.96	59
2020 09 11 20	1.23	5.54	11.01	1	0.08	93	0.98	9.12	343	0.6	3.8	57
2020 09 11 21	1.19	5.61	11.01	0	0.0	180	0.96	9.06	342	0.6	3.71	54
2020 09 11 22	1.16	5.64	11.01	359	0.0	180	0.94	9.0	342	0.53	3.87	49
2020 09 11 23	1.12	5.62	11.01	358	0.0	180	0.92	8.94	342	0.41	3.78	37
2020 09 12 00	1.09	5.57	11.01	358	0.0	180	0.89	8.85	341	0.38	3.48	74
2020 09 12 01	1.06	5.5	11.01	357	0.0	180	0.87	8.79	341	0.42	3.47	69
2020 09 12 02	1.04	5.37	11.01	357	0.0	180	0.84	8.72	341	0.45	3.44	63
2020 09 12 03	1.03	5.22	11.01	359	0.0	180	0.83	8.6	340	0.53	3.49	54
2020 09 12 04	1.02	5.12	10.01	1	0.0	180	0.8	8.55	340	0.55	3.54	54
2020 09 12 05	1.01	5.11	10.01	1	0.0	180	0.8	8.21	340	0.56	3.59	52
2020 09 12 06	0.99	5.12	10.01	1	0.0	180	0.77	8.07	340	0.55	3.63	51
2020 09 12 07	0.98	5.15	10.01	1	0.0	180	0.74	8.36	339	0.54	3.65	50
2020 09 12 08	0.97	5.15	10.01	0	0.0	180	0.73	8.35	339	0.53	3.62	50
2020 09 12 09	0.98	4.89	10.01	1	0.14	80	0.75	8.53	341	0.52	3.8	49
2020 09 12 10	1.01	4.5	10.01	3	0.32	76	0.75	8.62	341	0.2	5.06	347
2020 09 12 11	1.01	4.57	10.01	4	0.24	85	0.76	8.76	342	0.19	5.05	347
2020 09 12 12	1.03	4.69	10.01	4	0.2	92	0.71	8.44	340	0.32	14.24	357
2020 09 12 13	1.05	4.88	10.01	4	0.15	85	0.69	8.38	339	0.41	13.64	359
2020 09 12 14	1.09	4.83	13.32	5	0.29	70	0.66	7.71	337	0.66	15.61	356
2020 09 12 15	1.17	4.64	13.32	8	0.46	68	0.66	12.68	354	0.64	7.16	339
2020 09 12 16	1.26	4.63	13.32	11	0.52	72	0.96	9.54	347	0.26	4.35	51
2020 09 12 17	1.34	4.77	13.32	13	0.51	77	1.02	9.87	348	0.42	4.76	66
2020 09 12 18	1.41	5.03	13.32	13	0.4	84	1.08	10.41	348	0.54	4.61	69
2020 09 12 19	1.47	5.35	13.32	12	0.28	91	1.14	10.57	349	0.63	4.47	71
2020 09 12 20	1.53	5.61	13.32	12	0.18	100	1.19	10.68	349	0.92	4.13	55
2020 09 12 21	1.6	5.75	13.32	14	0.12	105	1.24	10.76	349	0.99	4.16	58
2020 09 12 22	1.65	5.82	13.32	14	0.09	112	1.27	10.82	349	1.02	4.17	58
2020 09 12 23	1.67	5.86	13.32	14	0.14	104	1.3	10.87	350	1.04	4.26	56
2020 09 13 00	1.71	5.97	13.32	14	0.1	104	1.32	10.9	349	1.08	4.32	55
2020 09 13 01	1.74	6.09	13.32	15	0.1	104	1.33	10.93	349	1.11	4.48	54
2020 09 13 02	1.75	6.16	13.32	14	0.12	104	1.34	10.97	349	1.11	4.56	53
2020 09 13 03	1.75	6.22	12.11	13	0.0	180	1.35	10.97	350	1.11	4.4	52
2020 09 13 04	1.76	6.32	12.11	13	0.0	180	1.36	11.02	350	1.11	4.47	52
2020 09 13 05	1.78	6.39	12.11	13	0.0	180	1.37	11.19	350	1.13	4.54	51
2020 09 13 06	1.77	6.49	12.11	12	0.0	180	1.38	11.27	350	1.1	4.52	51
2020 09 13 07	1.76	6.59	12.11	11	0.0	180	1.4	11.35	350	1.06	4.48	51
2020 09 13 08	1.73	6.73	12.11	8	0.0	180	1.42	11.41	350	0.98	4.38	51
2020 09 13 09	1.71	6.84	12.11	6	0.07	93	1.22	10.54	347	0.75	15.36	0
2020 09 13 10	1.71	6.59	12.11	6	0.31	78	1.17	10.38	344	0.85	14.91	2
2020 09 13 11	1.74	6.16	12.11	8	0.53	74	1.17	10.38	344	0.85	14.89	2
2020 09 13 12	1.76	6.16	14.66	9	0.35	84	1.14	10.26	344	1.14	18.55	2
2020 09 13 13	1.76	6.31	14.66	9	0.27	84	1.14	10.27	344	1.14	18.64	2
2020 09 13 14	1.75	6.41	12.11	9	0.25	78	1.45	11.39	350	0.95	4.58	54
2020 09 13 15	1.73	6.38	13.32	8	0.33	81	1.44	11.36	350	0.89	4.72	53
2020 09 13 16	1.7	6.28	13.32	7	0.4	79	1.43	11.32	350	0.82	4.74	51
2020 09 13 17	1.69	6.03	13.32	7	0.53	78	1.41	11.27	350	0.74	4.7	47
2020 09 13 18	1.67	6.02	13.32	7	0.4	83	1.4	11.23	350	0.81	4.54	51
2020 09 13 19	1.64	6.1	13.32	6	0.37	85	1.38	11.18	350	0.79	4.49	50
2020 09 13 20	1.61	6.18	13.32	6	0.33	87	1.36	11.13	349	0.79	4.47	51
2020 09 13 21	1.58	6.32	12.11	6	0.24	90	1.34	11.06	349	0.8	4.38	52
2020 09 13 22	1.54	6.38	12.11	5	0.16	92	1.31	10.98	349	0.79	4.25	54
2020 09 13 23	1.51	6.38	12.11	5	0.06	107	1.29	10.92	349	0.79	3.98	56
2020 09 14 00	1.48	6.35	12.11	5	0.0	180	1.26	10.85	349	0.77	3.83	56
2020 09 14 01	1.43	6.44	12.11	3	0.0	180	1.24	10.79	348	0.72	3.77	57
2020 09 14 02	1.38	6.59	12.11	1	0.0	180	1.22	10.72	348	0.65	3.69	56
2020 09 14 03	1.34	6.76	12.11	359	0.0	180	1.2	10.65	348	0.59	3.62	56
2020 09 14 04	1.31	6.92	13.32	357	0.0	180	1.19	10.59	348	0.54	3.56	55
2020 09 14 05	1.27	7.07	13.32	356	0.09	337	1.17	10.54	348	0.49	3.65	55
2020 09 14 06	1.25	7.2	13.32	354	0.05	298	1.16	10.43	347	0.45	3.56	53
2020 09 14 07	1.23	6.56	12.11	353	0.13	285	1.14	10.34	347	0.31	3.74	34
2020 09 14 08	1.24	5.53	12.11	350	0.32	299	1.12	10.37	347	0.41	3.58	50
2020 09 14 09	1.26	5.16	12.11	347	0.42	304	1.11	10.21	346	0.35	3.53	53
2020 09 14 10	1.24	5.24	12.11	346	0.25	295	1.09	10.17	346	0.32	3.67	52
2020 09 14 11	1.23	5.2	12.11	345	0.32	300	1.07	10.09	345	0.24	4.27	29
2020 09 14 12	1.22	5.09	12.11	344	0.39	303	1.05	10.08	345	0.31	3.4	329
2020 09 14 13	1.21	5.06	12.11	343	0.42	307	1.03	10.02	345	0.32	3.85	333
2020 09 14 14	1.16	5.46	12.11	344	0.0	180	1.01	9.95	344	0.49	2.88	319
2020 09 14 15	1.12	5.91	12.11	344	0.0	180	0.99	9.88	344	0.43	3.07	322
2020 09 14 16	1.09	6.13	12.11	345	0.0	180	0.97	9.82	343	0.39	3.14	323
2020 09 14 17	1.06	6.26	12.11	345	0.0	180	0.95	9.76	343	0.36	3.15	324
2020 09 14 18	1.03	6.29	12.11	345	0.03	290	0.92	9.72	342	0.33	3.35	326
2020 09 14 19	1.02	5.61	12.11	344	0.26	307	0.9	9.69	342	0.22	3.53	336
2020 09 14 20	1.01	5.51	12.11	343	0.0	180	0.88	9.55	342	0.26	3.32	341
2020 09 14 21	0.99	5.76	12.11	342	0.0	180	0.86	9.49	341	0.39	3.15	325
2020 09 14 22	1.0	5.71	12.11	340	0.0	180	0.85	9.38	340	0.47	3.44	327
2020 09 14 23	1.0	5.58	11.01	338	0.0	180	0.84	9.25	339	0.51	3.5	327
2020 09 15 00	0.99	5.6	11.01	337	0.0	180	0.78	9.84	342	0.31	6.02	312
2020 09 15 01	0.96	5.7	11.01	336	0.0	180	0.73	10.45	343	0.6	4.18	321
2020 09 15 02	0.93	5.79	11.01	336	0.0	180	0.71	10.43	342	0.58	4.11	322
2020 09 15 03	0.89	5.86	11.01	336	0.0	180	0.7	10.41	342	0.54	4.08	322
2020 09 15 04	0.86	5.92	11.01	336	0.0	180	0.71	9.91	340	0.47	3.83	321
2020 09 15 05	0.83	5.96	11.01	336	0.0	180	0.79	7.09	333	0.25	3.15	352
2020 09 15 06	0.8	6.01	11.01	336	0.0	180	0.68	9.87	341	0.35	4.3	306
2020 09 15 07	0.78	6.06	11.01	336	0.0	180	0.66	9.88	340	0.33	4.28	306
2020 09 15 08	0.76	6.12	11.01	336	0.0	180	0.65	9.82	340	0.31	4.41	304
2020 09 15 09	0.74	6.17	11.01	335	0.0	180	0.64	9.82	340	0.23	6.26	305
2020 09 15 10	0.72	6.22	11.01	335	0.0	180	0.67	9.07	335	0.16	3.14	298
2020 09 15 11	0.71	6.27	11.01	335	0.0	180	0.68	7.58	334	0.19	2.89	348
2020 09 15 12	0.69	6.31	11.01	335	0.0	180	0.66	7.61	334	0.18	2.86	348
2020 09 15 13	0.67	6.36	11.01	335	0.0	180	0.65	7.61	333	0.17	2.81	348
2020 09 15 14	0.66	6.35	11.01	335	0.0	180	0.62	8.98	335	0.16	2.74	348
2020 09 15 15	0.64	6.11	11.01	335	0.0	180	0.61	8.03	334	0.16	2.52	350
2020 09 15 16	0.64	5.61	11.01	336	0.0	180	0.53	8.56	329	0.27	11.33	356
2020 09 15 17	0.64	5.2	10.01	337	0.0	180	0.52	8.6	329	0.25	11.31	356
2020 09 15 18	0.64	4.96	10.01	338	0.0	180	0.57	9.0	334	0.29	2.58	356
2020 09 15 19	0.63	4.87	10.01	338	0.0	180	0.56	9.01	334	0.3	2.62	354
2020 09 15 20	0.62	4.85	10.01	338	0.0	180	0.55	9.04	334	0.29	2.6	354
2020 09 15 21	0.6	4.88	10.01	338	0.0	180	0.54	8.97	334	0.27	2.55	355
2020 09 15 22	0.59	4.92	10.01	337	0.0	180	0.53	8.96	334	0.24	2.42	359
2020 09 15 23	0.57	4.96	10.01	337	0.0	180	0.52	8.96	334	0.24	2.47	357
2020 09 16 00	0.56	5.0	10.01	337	0.0	180	0.51	8.93	334	0.23	2.44	359
2020 09 16 01	0.55	5.03	10.01	337	0.0	180	0.5	8.73	333	0.22	2.42	2
2020 09 16 02	0.54	5.04	10.01	337	0.0	180	0.49	8.69	333	0.22	2.42	3
2020 09 16 03	0.53	5.04	10.01	337	0.0	180	0.48	8.67	333	0.21	2.44	4
2020 09 16 04	0.52	5.03	10.01	337	0.0	180	0.47	8.68	333	0.21	2.48	4
2020 09 16 05	0.51	5.01	10.01	337	0.0	180	0.46	8.68	333	0.22	2.53	4
2020 09 16 06	0.51	4.98	10.01	338	0.0	180	0.46	8.6	332	0.22	2.6	3
2020 09 16 07	0.51	4.93	10.01	338	0.0	180	0.45	8.6	332	0.24	2.68	4
2020 09 16 08	0.51	4.86	10.01	339	0.0	180	0.44	8.61	332	0.25	2.76	5
2020 09 16 09	0.52	4.79	9.1	341	0.0	180	0.44	8.63	332	0.27	2.83	6
2020 09 16 10	0.52	4.74	9.1	342	0.0	180	0.44	8.91	332	0.28	2.88	7
2020 09 16 11	0.52	4.72	9.1	342	0.0	180	0.44	8.9	332	0.28	2.91	9
2020 09 16 12	0.52	4.72	9.1	343	0.0	180	0.44	8.88	332	0.29	2.91	11
2020 09 16 13	0.52	4.74	9.1	343	0.0	180	0.44	8.87	332	0.28	2.96	12
2020 09 16 14	0.52	4.75	9.1	343	0.0	180	0.44	8.85	332	0.27	2.94	13
2020 09 16 15	0.52	4.73	9.1	343	0.0	180	0.44	8.67	332	0.27	2.91	15
2020 09 16 16	0.52	4.65	9.1	343	0.0	180	0.44	8.67	332	0.27	2.85	16
2020 09 16 17	0.53	4.53	9.1	344	0.0	180	0.44	8.68	332	0.28	2.81	17
2020 09 16 18	0.54	4.41	9.1	346	0.0	180	0.44	8.86	332	0.31	2.78	17
2020 09 16 19	0.56	4.32	9.1	347	0.0	180	0.44	8.88	332	0.33	2.84	17
2020 09 16 20	0.58	4.28	9.1	349	0.0	180	0.44	8.9	333	0.37	2.96	16
2020 09 16 21	0.62	4.17	9.1	353	0.0	180	0.45	8.93	333	0.43	3.07	17
2020 09 16 22	0.66	4.17	10.01	356	0.0	180	0.48	3.21	18	0.48	9.6	333
2020 09 16 23	0.69	4.27	10.01	358	0.0	180	0.51	3.37	19	0.51	10.16	334
2020 09 17 00	0.71	4.4	10.01	0	0.0	180	0.53	3.51	20	0.53	10.44	334
2020 09 17 01	0.73	4.5	10.01	2	0.0	180	0.56	3.64	22	0.56	10.8	334
2020 09 17 02	0.78	4.44	10.01	5	0.0	180	0.47	9.06	334	0.43	3.85	5
2020 09 17 03	0.83	4.4	10.01	9	0.0	180	0.63	3.6	30	0.63	12.07	334
2020 09 17 04	0.86	4.44	10.01	11	0.0	180	0.55	3.91	44	0.55	10.59	334
2020 09 17 05	0.88	4.42	10.01	15	0.0	180	0.75	3.87	31	0.75	14.4	335
2020 09 17 06	0.89	4.4	5.13	17	0.0	180	0.76	3.88	33	0.76	14.7	335
2020 09 17 07	0.88	4.44	5.13	18	0.0	180	0.74	3.9	35	0.74	14.46	335
2020 09 17 08	0.85	4.52	5.13	17	0.0	180	0.5	3.78	53	0.5	9.94	335
2020 09 17 09	0.85	4.65	5.13	17	0.0	180	0.4	8.64	329	0.21	10.37	355
2020 09 17 10	0.86	4.8	5.13	18	0.0	180	0.39	8.61	330	0.2	10.34	355
2020 09 17 11	0.89	4.9	5.13	19	0.0	180	0.43	8.85	335	0.37	4.28	67
2020 09 17 12	0.9	4.91	5.13	21	0.02	299	0.52	4.41	61	0.52	10.83	335
2020 09 17 13	0.94	4.8	5.13	24	0.0	180	0.49	4.17	67	0.49	8.07	7
2020 09 17 14	0.96	4.76	5.65	26	0.0	180	0.59	4.28	26	0.59	9.13	9
2020 09 17 15	0.97	4.79	5.65	28	0.0	180	0.6	4.87	14	0.43	4.77	42
2020 09 17 16	1.0	4.85	5.65	31	0.0	180	0.64	5.11	18	0.53	4.71	48
2020 09 17 17	1.06	4.91	5.65	35	0.0	180	1.0	4.7	42	0.37	8.65	336
2020 09 17 18	1.17	4.96	5.65	40	0.03	86	0.87	5.26	30	0.69	4.32	71
2020 09 17 19	1.34	4.96	5.65	48	0.26	75	1.05	4.92	59	1.05	10.26	32
2020 09 17 20	1.37	4.78	5.65	52	0.41	91	1.06	5.04	61	1.06	10.28	33
2020 09 17 21	1.28	4.71	5.65	51	0.32	95	0.94	4.72	65	0.38	6.36	51
2020 09 17 22	1.18	4.71	5.65	49	0.0	180	0.78	4.45	60	0.54	6.41	20
2020 09 17 23	1.09	4.77	6.21	45	0.04	282	0.57	6.45	21	0.54	4.73	41
2020 09 18 00	1.02	4.73	6.21	41	0.07	293	0.56	6.35	19	0.51	4.79	40
2020 09 18 01	0.95	4.64	6.21	37	0.0	240	0.69	4.16	56	0.69	7.81	18
2020 09 18 02	0.92	3.88	6.21	27	0.31	304	0.73	5.38	29	0.35	3.46	77
2020 09 18 03	0.88	3.88	6.21	17	0.0	180	0.51	5.01	37	0.51	7.87	14
2020 09 18 04	0.83	4.06	6.21	14	0.0	180	0.51	5.01	40	0.51	8.37	16
2020 09 18 05	0.79	4.42	6.21	19	0.0	180	0.64	4.99	38	0.22	7.01	12
2020 09 18 06	0.79	4.74	6.21	24	0.0	180	0.67	5.07	38	0.22	7.01	12
2020 09 18 07	0.8	4.92	6.21	27	0.0	180	0.68	5.6	32	0.17	7.9	359
2020 09 18 08	0.79	5.0	6.21	29	0.0	180	0.73	5.18	37	0.18	7.94	0
2020 09 18 09	0.78	5.05	6.21	30	0.0	180	0.75	5.27	35	0.15	8.04	323
2020 09 18 10	0.79	5.13	6.83	30	0.0	180	0.76	5.31	34	0.14	8.01	323
2020 09 18 11	0.82	5.29	6.83	29	0.0	180	0.79	5.45	32	0.14	7.97	323
2020 09 18 12	0.87	5.5	7.52	28	0.01	344	0.84	5.64	31	0.13	7.93	323
2020 09 18 13	0.92	5.66	7.52	28	0.0	180	0.89	5.77	31	0.13	7.9	323
2020 09 18 14	0.93	5.72	7.52	28	0.02	292	0.89	6.16	28	0.21	3.32	81
2020 09 18 15	0.92	5.73	7.52	28	0.0	180	0.87	6.17	28	0.14	13.77	351
2020 09 18 16	0.89	5.72	7.52	28	0.0	180	0.83	6.12	28	0.15	13.57	351
2020 09 18 17	0.85	5.69	7.52	28	0.0	180	0.75	5.87	31	0.26	8.53	8
2020 09 18 18	0.82	5.65	6.83	28	0.0	180	0.65	5.53	34	0.34	8.18	13
2020 09 18 19	0.78	5.6	6.83	28	0.0	180	0.62	5.45	34	0.31	8.15	13
2020 09 18 20	0.75	5.54	6.83	27	0.0	180	0.59	5.38	33	0.26	7.68	19
2020 09 18 21	0.72	5.44	6.83	26	0.0	180	0.61	5.49	30	0.18	8.47	9
2020 09 18 22	0.7	5.28	6.83	24	0.0	180	0.49	5.58	19	0.37	4.67	43
2020 09 18 23	0.7	4.99	6.21	23	0.0	180	0.48	5.09	18	0.37	4.36	43
2020 09 19 00	0.72	4.72	6.21	22	0.0	180	0.54	4.55	25	0.18	7.85	9
2020 09 19 01	0.74	4.6	12.11	21	0.0	180	0.55	4.38	24	0.16	7.83	8
2020 09 19 02	0.74	4.57	12.11	19	0.02	261	0.61	3.95	30	0.29	12.28	346
2020 09 19 03	0.74	4.59	17.74	16	0.03	277	0.59	3.88	29	0.26	18.09	356
2020 09 19 04	0.75	4.65	17.74	14	0.03	262	0.31	12.11	345	0.31	17.95	356
2020 09 19 05	0.76	4.75	17.74	11	0.0	180	0.35	17.32	355	0.31	11.77	345
2020 09 19 06	0.79	4.76	17.74	8	0.07	289	0.4	17.13	355	0.32	11.7	345
2020 09 19 07	0.82	4.79	17.74	5	0.08	283	0.44	16.94	354	0.34	11.63	345
2020 09 19 08	0.85	4.98	17.74	4	0.02	208	0.5	16.49	355	0.33	11.35	342
2020 09 19 09	0.89	5.1	17.74	3	0.04	191	0.54	16.26	354	0.33	11.23	342
2020 09 19 10	0.95	4.99	16.12	1	0.09	209	0.59	16.01	353	0.33	11.0	343
2020 09 19 11	1.02	4.41	16.12	358	0.2	224	0.63	15.87	353	0.28	11.14	350
2020 09 19 12	1.07	4.6	16.12	356	0.22	246	0.72	14.64	352	0.5	4.73	349
2020 09 19 13	1.09	4.9	16.12	355	0.24	265	0.73	15.18	352	0.67	4.69	4
2020 09 19 14	1.1	5.4	16.12	355	0.16	241	0.75	15.08	351	0.67	4.89	5
2020 09 19 15	1.1	6.09	16.12	354	0.0	180	0.78	14.98	351	0.64	5.03	6
2020 09 19 16	1.1	6.12	14.66	352	0.12	291	0.79	14.86	351	0.47	5.17	18
2020 09 19 17	1.13	5.49	14.66	348	0.31	298	0.83	14.28	351	0.23	10.17	324
2020 09 19 18	1.14	5.64	14.66	348	0.13	285	0.84	14.17	351	0.25	9.84	323
2020 09 19 19	1.13	5.89	14.66	349	0.11	288	0.89	13.48	348	0.5	4.2	347
2020 09 19 20	1.12	5.95	14.66	350	0.11	283	0.89	13.35	348	0.54	3.98	340
