Valor nulo: -9999.9	
Fecha (GMT)	Temperatura del Agua(ºC)
2020 10 24 12	17.301
2020 10 24 13	17.338
2020 10 24 14	17.383
2020 10 24 15	17.425
2020 10 24 16	17.452
2020 10 24 17	17.454
2020 10 24 18	17.442
2020 10 24 19	17.429
2020 10 24 20	17.415
2020 10 24 21	17.408
2020 10 24 22	17.4
2020 10 24 23	17.399
2020 10 25 00	17.333
2020 10 25 01	17.333
2020 10 25 02	17.332
2020 10 25 03	17.328
2020 10 25 04	17.32
2020 10 25 05	17.302
2020 10 25 06	17.281
2020 10 25 07	17.263
2020 10 25 08	17.26
2020 10 25 09	17.266
2020 10 25 10	17.252
2020 10 25 11	17.23
2020 10 25 12	17.212
2020 10 25 13	17.187
2020 10 25 14	17.166
2020 10 25 15	17.145
2020 10 25 16	17.123
2020 10 25 17	17.098
2020 10 25 18	17.068
2020 10 25 19	17.037
2020 10 25 20	17.006
2020 10 25 21	16.977
2020 10 25 22	16.947
2020 10 25 23	16.92
2020 10 26 00	16.894
2020 10 26 01	16.867
2020 10 26 02	16.842
2020 10 26 03	16.818
2020 10 26 04	16.792
2020 10 26 05	16.767
2020 10 26 06	16.745
2020 10 26 07	16.727
2020 10 26 08	16.712
2020 10 26 09	16.706
2020 10 26 10	16.708
2020 10 26 11	16.712
2020 10 26 12	16.715
2020 10 26 13	16.713
2020 10 26 14	16.706
2020 10 26 15	16.694
2020 10 26 16	16.678
2020 10 26 17	16.658
2020 10 26 18	16.64
2020 10 26 19	16.63
2020 10 26 20	16.622
2020 10 26 21	16.618
2020 10 26 22	16.612
2020 10 26 23	16.604
2020 10 27 00	16.591
2020 10 27 01	16.573
2020 10 27 02	16.546
2020 10 27 03	16.511
2020 10 27 04	16.477
2020 10 27 05	16.449
2020 10 27 06	16.429
2020 10 27 07	16.424
2020 10 27 08	16.436
2020 10 27 09	16.461
2020 10 27 10	16.493
2020 10 27 11	16.521
2020 10 27 12	16.544
2020 10 27 13	16.553
2020 10 27 14	16.59
2020 10 27 15	16.647
2020 10 27 16	16.668
2020 10 27 17	16.645
2020 10 27 18	16.586
2020 10 27 19	16.5
2020 10 27 20	16.497
2020 10 27 21	16.524
2020 10 27 22	16.558
2020 10 27 23	16.587
2020 10 28 00	16.599
2020 10 28 01	16.609
2020 10 28 02	16.6
2020 10 28 03	16.575
2020 10 28 04	16.54
2020 10 28 05	16.504
2020 10 28 06	16.477
2020 10 28 07	16.466
2020 10 28 08	16.478
2020 10 28 09	16.522
2020 10 28 10	16.59
2020 10 28 11	16.661
2020 10 28 12	16.723
2020 10 28 13	16.774
2020 10 28 14	16.81
2020 10 28 15	16.823
2020 10 28 16	16.806
2020 10 28 17	16.76
2020 10 28 18	16.704
2020 10 28 19	16.66
2020 10 28 20	16.634
2020 10 28 21	16.625
2020 10 28 22	16.626
2020 10 28 23	16.625
2020 10 29 00	16.62
2020 10 29 01	16.605
2020 10 29 02	16.581
2020 10 29 03	16.549
2020 10 29 04	16.496
2020 10 29 05	16.433
2020 10 29 06	16.378
2020 10 29 07	16.341
2020 10 29 08	16.326
2020 10 29 09	16.341
2020 10 29 10	16.393
2020 10 29 11	16.49
2020 10 29 12	16.61
2020 10 29 13	16.72
2020 10 29 14	16.79
2020 10 29 15	16.791
2020 10 29 16	16.723
2020 10 29 17	16.618
2020 10 29 18	16.496
2020 10 29 19	16.391
2020 10 29 20	16.311
2020 10 29 21	16.251
2020 10 29 22	16.223
2020 10 29 23	16.218
2020 10 30 00	16.218
2020 10 30 01	16.218
2020 10 30 02	16.209
2020 10 30 03	16.199
2020 10 30 04	16.195
2020 10 30 05	16.147
2020 10 30 06	16.093
2020 10 30 07	16.056
2020 10 30 08	16.042
2020 10 30 09	16.05
2020 10 30 10	16.092
2020 10 30 11	16.183
2020 10 30 12	16.286
2020 10 30 13	16.364
2020 10 30 14	16.42
2020 10 30 15	16.445
2020 10 30 16	16.426
2020 10 30 17	16.363
2020 10 30 18	16.284
2020 10 30 19	16.218
2020 10 30 20	16.171
2020 10 30 21	16.145
2020 10 30 22	16.133
2020 10 30 23	16.122
2020 10 31 00	16.14
2020 10 31 01	16.132
2020 10 31 02	16.116
2020 10 31 03	16.104
2020 10 31 04	16.109
2020 10 31 05	16.115
2020 10 31 06	16.135
2020 10 31 07	16.133
2020 10 31 08	16.123
2020 10 31 09	16.131
2020 10 31 10	16.184
2020 10 31 11	16.29
2020 10 31 12	16.415
2020 10 31 13	16.556
2020 10 31 14	16.697
2020 10 31 15	16.809
2020 10 31 16	16.879
2020 10 31 17	16.893
2020 10 31 18	16.843
2020 10 31 19	16.67
2020 10 31 20	16.504
2020 10 31 21	16.431
2020 10 31 22	16.394
2020 10 31 23	16.373
2020 11 01 00	16.356
2020 11 01 01	16.339
2020 11 01 02	16.331
2020 11 01 03	16.326
2020 11 01 04	16.312
2020 11 01 05	16.299
2020 11 01 06	16.288
2020 11 01 07	16.277
2020 11 01 08	16.27
2020 11 01 09	16.28
2020 11 01 10	16.32
2020 11 01 11	16.404
2020 11 01 12	16.536
2020 11 01 13	16.673
2020 11 01 14	16.788
2020 11 01 15	16.879
2020 11 01 16	16.932
2020 11 01 17	16.941
2020 11 01 18	16.916
2020 11 01 19	16.86
2020 11 01 20	16.778
2020 11 01 21	16.674
2020 11 01 22	16.557
2020 11 01 23	16.462
2020 11 02 00	16.325
2020 11 02 01	16.316
2020 11 02 02	16.331
2020 11 02 03	16.325
2020 11 02 04	16.32
2020 11 02 05	16.322
2020 11 02 06	16.318
2020 11 02 07	16.304
2020 11 02 08	16.298
2020 11 02 09	16.328
2020 11 02 10	16.41
2020 11 02 11	16.519
2020 11 02 12	16.624
2020 11 02 13	16.683
2020 11 02 14	16.727
2020 11 02 15	16.761
2020 11 02 16	16.779
2020 11 02 17	16.781
2020 11 02 18	16.764
2020 11 02 19	16.733
2020 11 02 20	16.695
2020 11 02 21	16.663
2020 11 02 22	16.654
2020 11 02 23	16.675
2020 11 03 00	16.747
2020 11 03 01	16.762
2020 11 03 02	16.766
2020 11 03 03	16.762
2020 11 03 04	16.748
2020 11 03 05	16.735
2020 11 03 06	16.718
2020 11 03 07	16.692
2020 11 03 08	16.664
2020 11 03 09	16.647
2020 11 03 10	16.637
2020 11 03 11	16.643
2020 11 03 12	16.661
2020 11 03 13	16.678
2020 11 03 14	16.692
2020 11 03 15	16.692
2020 11 03 16	16.685
2020 11 03 17	16.663
2020 11 03 18	16.63
2020 11 03 19	16.589
2020 11 03 20	16.546
2020 11 03 21	16.506
2020 11 03 22	16.468
2020 11 03 23	16.444
2020 11 04 00	16.418
2020 11 04 01	16.425
2020 11 04 02	16.45
2020 11 04 03	16.472
2020 11 04 04	16.469
2020 11 04 05	16.444
2020 11 04 06	16.402
2020 11 04 07	16.338
2020 11 04 08	16.255
2020 11 04 09	16.176
2020 11 04 10	16.124
2020 11 04 11	16.147
2020 11 04 12	16.224
2020 11 04 13	16.321
2020 11 04 14	16.399
2020 11 04 15	16.446
2020 11 04 16	16.477
2020 11 04 17	16.498
2020 11 04 18	16.5
2020 11 04 19	16.482
2020 11 04 20	16.461
2020 11 04 21	16.442
2020 11 04 22	16.419
2020 11 04 23	16.412
2020 11 05 00	16.653
2020 11 05 01	16.67
2020 11 05 02	16.696
2020 11 05 03	16.714
2020 11 05 04	16.719
2020 11 05 05	16.713
2020 11 05 06	16.692
2020 11 05 07	16.658
2020 11 05 08	16.618
2020 11 05 09	16.579
2020 11 05 10	16.552
2020 11 05 11	16.547
2020 11 05 12	16.564
2020 11 05 13	16.602
2020 11 05 14	16.657
2020 11 05 15	16.7
2020 11 05 16	16.717
2020 11 05 17	16.711
2020 11 05 18	16.692
2020 11 05 19	16.669
2020 11 05 20	16.639
2020 11 05 21	16.605
2020 11 05 22	16.572
2020 11 05 23	16.548
2020 11 06 00	16.537
2020 11 06 01	16.535
2020 11 06 02	16.554
2020 11 06 03	16.571
2020 11 06 04	16.562
2020 11 06 05	16.531
2020 11 06 06	16.481
2020 11 06 07	16.431
2020 11 06 08	16.386
2020 11 06 09	16.349
2020 11 06 10	16.324
2020 11 06 11	16.316
2020 11 06 12	16.323
2020 11 06 13	16.405
2020 11 06 14	16.49
2020 11 06 15	16.509
2020 11 06 16	16.51
2020 11 06 17	16.498
2020 11 06 18	16.481
2020 11 06 19	16.461
2020 11 06 20	16.444
2020 11 06 21	16.434
2020 11 06 22	16.426
2020 11 06 23	16.415
2020 11 07 00	16.398
2020 11 07 01	16.378
2020 11 07 02	16.354
2020 11 07 03	16.33
2020 11 07 04	16.304
2020 11 07 05	16.283
2020 11 07 06	16.264
2020 11 07 07	16.24
2020 11 07 08	16.207
2020 11 07 09	16.178
2020 11 07 10	16.17
2020 11 07 11	16.191
2020 11 07 12	16.27
2020 11 07 13	16.396
2020 11 07 14	16.516
2020 11 07 15	16.598
2020 11 07 16	16.63
2020 11 07 17	16.587
2020 11 07 18	16.519
2020 11 07 19	16.45
2020 11 07 20	16.4
2020 11 07 21	16.382
2020 11 07 22	16.345
2020 11 07 23	16.304
2020 11 08 00	16.265
2020 11 08 01	16.223
2020 11 08 02	16.183
2020 11 08 03	16.151
2020 11 08 04	16.128
2020 11 08 05	16.114
2020 11 08 06	16.111
2020 11 08 07	16.11
2020 11 08 08	16.11
2020 11 08 09	16.119
2020 11 08 10	16.15
2020 11 08 11	16.197
2020 11 08 12	16.241
2020 11 08 13	16.288
2020 11 08 14	16.339
2020 11 08 15	16.384
2020 11 08 16	16.394
2020 11 08 17	16.347
2020 11 08 18	16.289
2020 11 08 19	16.242
2020 11 08 20	16.219
2020 11 08 21	16.189
2020 11 08 22	16.16
2020 11 08 23	16.13
2020 11 09 00	16.163
2020 11 09 01	16.138
2020 11 09 02	16.117
2020 11 09 03	16.103
2020 11 09 04	16.103
2020 11 09 05	16.111
2020 11 09 06	16.117
2020 11 09 07	16.122
2020 11 09 08	16.129
2020 11 09 09	16.146
2020 11 09 10	16.183
2020 11 09 11	16.259
2020 11 09 12	16.352
2020 11 09 13	16.451
2020 11 09 14	16.528
2020 11 09 15	16.575
2020 11 09 16	16.59
2020 11 09 17	16.554
2020 11 09 18	16.481
2020 11 09 19	16.419
2020 11 09 20	16.374
2020 11 09 21	16.353
2020 11 09 22	16.335
2020 11 09 23	16.298
2020 11 10 00	16.236
2020 11 10 01	16.197
2020 11 10 02	16.159
2020 11 10 03	16.124
2020 11 10 04	16.097
2020 11 10 05	16.069
2020 11 10 06	16.052
2020 11 10 07	16.051
2020 11 10 08	16.065
2020 11 10 09	16.101
2020 11 10 10	16.154
2020 11 10 11	16.225
2020 11 10 12	16.308
2020 11 10 13	16.358
2020 11 10 14	16.384
2020 11 10 15	16.394
2020 11 10 16	16.379
2020 11 10 17	16.35
2020 11 10 18	16.328
2020 11 10 19	16.317
2020 11 10 20	16.312
2020 11 10 21	16.304
2020 11 10 22	16.291
2020 11 10 23	16.266
2020 11 11 00	16.131
2020 11 11 01	16.065
2020 11 11 02	16.024
2020 11 11 03	16.02
2020 11 11 04	16.036
2020 11 11 05	16.049
2020 11 11 06	16.047
2020 11 11 07	16.06
2020 11 11 08	16.09
2020 11 11 09	16.131
2020 11 11 10	16.187
2020 11 11 11	16.271
2020 11 11 12	16.379
2020 11 11 13	16.482
2020 11 11 14	16.529
2020 11 11 15	16.466
2020 11 11 16	16.406
2020 11 11 17	16.323
2020 11 11 18	16.236
2020 11 11 19	16.182
2020 11 11 20	16.15
2020 11 11 21	16.14
2020 11 11 22	16.141
2020 11 11 23	16.142
2020 11 12 00	16.058
2020 11 12 01	16.058
2020 11 12 02	16.024
2020 11 12 03	15.977
2020 11 12 04	15.933
2020 11 12 05	15.893
2020 11 12 06	15.858
2020 11 12 07	15.863
2020 11 12 08	15.88
2020 11 12 09	15.934
2020 11 12 10	16.022
2020 11 12 11	16.126
2020 11 12 12	16.212
2020 11 12 13	16.263
2020 11 12 14	16.272
2020 11 12 15	16.246
2020 11 12 16	16.194
2020 11 12 17	16.139
2020 11 12 18	16.089
2020 11 12 19	16.042
2020 11 12 20	15.979
2020 11 12 21	15.953
2020 11 12 22	15.974
2020 11 12 23	15.995
2020 11 13 00	16.043
2020 11 13 01	16.034
2020 11 13 02	16.021
2020 11 13 03	15.995
2020 11 13 04	15.958
2020 11 13 05	15.913
2020 11 13 06	15.857
2020 11 13 07	15.803
2020 11 13 08	15.773
2020 11 13 09	15.79
2020 11 13 10	15.826
2020 11 13 11	15.888
2020 11 13 12	15.95
2020 11 13 13	16.008
2020 11 13 14	16.063
2020 11 13 15	16.101
2020 11 13 16	16.108
2020 11 13 17	16.086
2020 11 13 18	16.044
2020 11 13 19	15.993
2020 11 13 20	15.953
2020 11 13 21	15.934
2020 11 13 22	15.927
2020 11 13 23	15.926
2020 11 14 00	15.905
2020 11 14 01	15.918
2020 11 14 02	15.917
2020 11 14 03	15.901
2020 11 14 04	15.877
2020 11 14 05	15.858
2020 11 14 06	15.801
2020 11 14 07	15.742
2020 11 14 08	15.7
2020 11 14 09	15.692
2020 11 14 10	15.744
2020 11 14 11	15.846
2020 11 14 12	15.955
2020 11 14 13	16.069
2020 11 14 14	16.172
2020 11 14 15	16.229
2020 11 14 16	16.225
2020 11 14 17	16.153
2020 11 14 18	16.036
2020 11 14 19	15.903
2020 11 14 20	15.782
2020 11 14 21	15.691
2020 11 14 22	15.65
2020 11 14 23	15.645
2020 11 15 00	15.666
2020 11 15 01	15.676
2020 11 15 02	15.668
2020 11 15 03	15.652
2020 11 15 04	15.637
2020 11 15 05	15.61
2020 11 15 06	15.574
2020 11 15 07	15.541
2020 11 15 08	15.539
2020 11 15 09	15.618
2020 11 15 10	15.727
2020 11 15 11	15.874
2020 11 15 12	16.039
2020 11 15 13	16.16
2020 11 15 14	16.244
2020 11 15 15	16.313
2020 11 15 16	16.368
2020 11 15 17	16.402
2020 11 15 18	16.411
2020 11 15 19	16.405
2020 11 15 20	16.404
2020 11 15 21	16.415
2020 11 15 22	16.431
2020 11 15 23	16.449
2020 11 16 00	16.472
2020 11 16 01	16.489
2020 11 16 02	16.497
2020 11 16 03	16.494
2020 11 16 04	16.474
2020 11 16 05	16.437
2020 11 16 06	16.384
2020 11 16 07	16.327
2020 11 16 08	16.281
2020 11 16 09	16.255
2020 11 16 10	16.257
2020 11 16 11	16.299
2020 11 16 12	16.385
2020 11 16 13	16.487
2020 11 16 14	16.546
2020 11 16 15	16.556
2020 11 16 16	16.53
2020 11 16 17	16.474
2020 11 16 18	16.39
2020 11 16 19	16.295
2020 11 16 20	16.207
2020 11 16 21	16.123
2020 11 16 22	16.046
2020 11 16 23	16.002
2020 11 17 00	15.924
2020 11 17 01	15.857
2020 11 17 02	15.807
2020 11 17 03	15.765
2020 11 17 04	15.728
2020 11 17 05	15.709
2020 11 17 06	15.706
2020 11 17 07	15.671
2020 11 17 08	15.609
2020 11 17 09	15.574
2020 11 17 10	15.595
2020 11 17 11	15.669
2020 11 17 12	15.776
2020 11 17 13	15.89
2020 11 17 14	15.986
2020 11 17 15	16.041
2020 11 17 16	16.042
2020 11 17 17	15.994
2020 11 17 18	15.904
2020 11 17 19	15.798
2020 11 17 20	15.783
2020 11 17 21	15.836
2020 11 17 22	15.88
2020 11 17 23	15.943
2020 11 18 00	15.727
2020 11 18 01	15.745
2020 11 18 02	15.749
2020 11 18 03	15.749
2020 11 18 04	15.748
2020 11 18 05	15.749
2020 11 18 06	15.752
2020 11 18 07	15.732
2020 11 18 08	15.695
2020 11 18 09	15.665
2020 11 18 10	15.676
2020 11 18 11	15.757
2020 11 18 12	15.887
2020 11 18 13	16.029
2020 11 18 14	16.149
2020 11 18 15	16.227
2020 11 18 16	16.246
2020 11 18 17	16.201
2020 11 18 18	16.117
2020 11 18 19	16.021
2020 11 18 20	15.915
2020 11 18 21	15.832
2020 11 18 22	15.797
2020 11 18 23	15.784
2020 11 19 00	15.776
2020 11 19 01	15.79
2020 11 19 02	15.839
2020 11 19 03	15.888
2020 11 19 04	15.936
2020 11 19 05	15.989
2020 11 19 06	16.004
2020 11 19 07	15.987
2020 11 19 08	15.955
2020 11 19 09	15.918
2020 11 19 10	15.889
2020 11 19 11	15.875
2020 11 19 12	15.879
2020 11 19 13	15.902
2020 11 19 14	15.933
2020 11 19 15	15.956
2020 11 19 16	15.965
2020 11 19 17	15.954
2020 11 19 18	15.93
2020 11 19 19	15.892
2020 11 19 20	15.845
2020 11 19 21	15.793
2020 11 19 22	15.743
2020 11 19 23	15.704
2020 11 20 00	15.578
2020 11 20 01	15.544
2020 11 20 02	15.521
2020 11 20 03	15.506
2020 11 20 04	15.494
2020 11 20 05	15.477
2020 11 20 06	15.458
2020 11 20 07	15.448
2020 11 20 08	15.449
2020 11 20 09	15.472
2020 11 20 10	15.528
2020 11 20 11	15.633
2020 11 20 12	15.756
2020 11 20 13	15.877
2020 11 20 14	15.972
2020 11 20 15	16.036
2020 11 20 16	16.071
2020 11 20 17	16.088
2020 11 20 18	16.102
2020 11 20 19	16.109
2020 11 20 20	16.109
2020 11 20 21	16.107
2020 11 20 22	16.1
2020 11 20 23	16.097
2020 11 21 00	16.098
2020 11 21 01	16.093
2020 11 21 02	16.089
2020 11 21 03	16.094
2020 11 21 04	16.101
2020 11 21 05	16.107
2020 11 21 06	16.098
2020 11 21 07	16.075
2020 11 21 08	16.043
2020 11 21 09	16.009
2020 11 21 10	15.984
2020 11 21 11	15.97
2020 11 21 12	15.971
2020 11 21 13	15.981
2020 11 21 14	15.998
2020 11 21 15	16.014
2020 11 21 16	16.024
2020 11 21 17	16.028
2020 11 21 18	16.028
2020 11 21 19	16.018
2020 11 21 20	15.996
2020 11 21 21	15.966
2020 11 21 22	15.927
2020 11 21 23	15.89
2020 11 22 00	15.854
2020 11 22 01	15.82
2020 11 22 02	15.794
2020 11 22 03	15.781
2020 11 22 04	15.771
2020 11 22 05	15.759
2020 11 22 06	15.756
2020 11 22 07	15.765
2020 11 22 08	15.762
2020 11 22 09	15.745
2020 11 22 10	15.719
2020 11 22 11	15.703
2020 11 22 12	15.725
2020 11 22 13	15.776
2020 11 22 14	15.83
2020 11 22 15	15.861
2020 11 22 16	15.851
2020 11 22 17	15.791
2020 11 22 18	15.712
2020 11 22 19	15.629
2020 11 22 20	15.54
2020 11 22 21	15.432
2020 11 22 22	15.298
2020 11 22 23	15.147
2020 11 23 00	15.007
2020 11 23 01	14.905
2020 11 23 02	14.826
2020 11 23 03	14.757
2020 11 23 04	14.704
2020 11 23 05	14.668
2020 11 23 06	14.647
2020 11 23 07	14.634
2020 11 23 08	14.626
2020 11 23 09	14.62
2020 11 23 10	14.66
2020 11 23 11	14.817
2020 11 23 12	15.097
2020 11 23 13	15.224
2020 11 23 14	15.279
2020 11 23 15	15.335
2020 11 23 16	15.366
2020 11 23 17	15.372
2020 11 23 18	15.36
2020 11 23 19	15.32
2020 11 23 20	15.277
2020 11 23 21	15.234
2020 11 23 22	15.186
2020 11 23 23	15.138
2020 11 24 00	15.122
2020 11 24 01	15.126
2020 11 24 02	15.135
2020 11 24 03	15.149
2020 11 24 04	15.189
2020 11 24 05	15.253
2020 11 24 06	15.312
2020 11 24 07	15.314
2020 11 24 08	15.292
2020 11 24 09	15.281
2020 11 24 10	15.279
2020 11 24 11	15.297
2020 11 24 12	15.353
2020 11 24 13	15.433
2020 11 24 14	15.499
2020 11 24 15	15.511
2020 11 24 16	15.464
2020 11 24 17	15.394
2020 11 24 18	15.346
2020 11 24 19	15.285
2020 11 24 20	15.222
2020 11 24 21	15.166
2020 11 24 22	15.122
2020 11 24 23	15.088
2020 11 25 00	15.055
2020 11 25 01	15.033
2020 11 25 02	15.023
2020 11 25 03	15.001
2020 11 25 04	15.02
2020 11 25 05	15.075
2020 11 25 06	15.092
2020 11 25 07	15.097
2020 11 25 08	15.101
2020 11 25 09	15.113
2020 11 25 10	15.133
2020 11 25 11	15.155
2020 11 25 12	15.167
2020 11 25 13	15.169
2020 11 25 14	15.166
2020 11 25 15	15.143
2020 11 25 16	15.11
2020 11 25 17	15.088
2020 11 25 18	15.067
2020 11 25 19	15.037
2020 11 25 20	15.007
2020 11 25 21	14.973
2020 11 25 22	14.955
2020 11 25 23	14.937
2020 11 26 00	15.111
2020 11 26 01	15.06
2020 11 26 02	14.997
2020 11 26 03	14.93
2020 11 26 04	14.878
2020 11 26 05	14.834
2020 11 26 06	14.793
2020 11 26 07	14.74
2020 11 26 08	14.688
2020 11 26 09	14.654
2020 11 26 10	14.665
2020 11 26 11	14.726
2020 11 26 12	14.815
2020 11 26 13	14.91
2020 11 26 14	14.985
2020 11 26 15	15.023
2020 11 26 16	15.012
2020 11 26 17	14.948
2020 11 26 18	14.873
2020 11 26 19	14.808
2020 11 26 20	14.749
2020 11 26 21	14.693
2020 11 26 22	14.638
2020 11 26 23	14.592
2020 11 27 00	14.534
2020 11 27 01	14.468
2020 11 27 02	14.396
2020 11 27 03	14.33
2020 11 27 04	14.277
2020 11 27 05	14.23
2020 11 27 06	14.204
2020 11 27 07	14.163
2020 11 27 08	14.108
2020 11 27 09	14.084
2020 11 27 10	14.12
2020 11 27 11	14.205
2020 11 27 12	14.315
2020 11 27 13	14.428
2020 11 27 14	14.53
2020 11 27 15	14.597
2020 11 27 16	14.616
2020 11 27 17	14.58
2020 11 27 18	14.515
2020 11 27 19	14.44
2020 11 27 20	14.36
2020 11 27 21	14.281
2020 11 27 22	14.225
2020 11 27 23	14.213
2020 11 28 00	14.234
2020 11 28 01	14.257
2020 11 28 02	14.245
2020 11 28 03	14.211
2020 11 28 04	14.172
2020 11 28 05	14.14
2020 11 28 06	14.11
2020 11 28 07	14.063
2020 11 28 08	13.997
2020 11 28 09	13.969
2020 11 28 10	14.02
2020 11 28 11	14.144
2020 11 28 12	14.306
2020 11 28 13	14.454
2020 11 28 14	14.556
2020 11 28 15	14.593
2020 11 28 16	14.555
2020 11 28 17	14.451
2020 11 28 18	14.324
2020 11 28 19	14.219
2020 11 28 20	14.162
2020 11 28 21	14.173
2020 11 28 22	14.231
2020 11 28 23	14.307
2020 11 29 00	14.42
2020 11 29 01	14.521
2020 11 29 02	14.584
2020 11 29 03	14.548
2020 11 29 04	14.509
2020 11 29 05	14.483
2020 11 29 06	14.473
2020 11 29 07	14.46
2020 11 29 08	14.437
2020 11 29 09	14.388
2020 11 29 10	14.372
2020 11 29 11	14.421
2020 11 29 12	14.513
2020 11 29 13	14.616
2020 11 29 14	14.704
2020 11 29 15	14.754
2020 11 29 16	14.754
2020 11 29 17	14.705
2020 11 29 18	14.618
2020 11 29 19	14.514
2020 11 29 20	14.418
2020 11 29 21	14.347
2020 11 29 22	14.285
2020 11 29 23	14.245
2020 11 30 00	14.215
2020 11 30 01	14.189
2020 11 30 02	14.166
2020 11 30 03	14.149
2020 11 30 04	14.135
2020 11 30 05	14.125
2020 11 30 06	14.116
2020 11 30 07	14.108
2020 11 30 08	14.088
2020 11 30 09	14.057
2020 11 30 10	14.102
2020 11 30 11	14.301
2020 11 30 12	14.427
2020 11 30 13	14.555
2020 11 30 14	14.68
2020 11 30 15	14.802
2020 11 30 16	14.889
2020 11 30 17	14.952
2020 11 30 18	15.011
2020 11 30 19	15.077
2020 11 30 20	15.145
2020 11 30 21	15.22
2020 11 30 22	15.274
2020 11 30 23	15.285
2020 12 01 00	15.348
2020 12 01 01	15.346
2020 12 01 02	15.331
2020 12 01 03	15.307
2020 12 01 04	15.283
2020 12 01 05	15.263
2020 12 01 06	15.249
2020 12 01 07	15.228
2020 12 01 08	15.186
2020 12 01 09	15.14
2020 12 01 10	15.137
2020 12 01 11	15.176
2020 12 01 12	15.236
2020 12 01 13	15.276
2020 12 01 14	15.307
2020 12 01 15	15.35
2020 12 01 16	15.345
2020 12 01 17	15.341
2020 12 01 18	15.345
2020 12 01 19	15.346
2020 12 01 20	15.322
2020 12 01 21	15.281
2020 12 01 22	15.225
2020 12 01 23	15.179
2020 12 02 00	15.197
2020 12 02 01	15.182
2020 12 02 02	15.179
2020 12 02 03	15.207
2020 12 02 04	15.207
2020 12 02 05	15.194
2020 12 02 06	15.166
2020 12 02 07	15.132
2020 12 02 08	15.093
2020 12 02 09	15.059
2020 12 02 10	15.049
2020 12 02 11	15.062
2020 12 02 12	15.085
2020 12 02 13	15.101
2020 12 02 14	15.102
2020 12 02 15	15.091
2020 12 02 16	15.067
2020 12 02 17	15.027
2020 12 02 18	14.996
2020 12 02 19	14.969
2020 12 02 20	14.935
2020 12 02 21	14.908
2020 12 02 22	14.877
2020 12 02 23	14.832
2020 12 03 00	14.805
2020 12 03 01	14.777
2020 12 03 02	14.742
2020 12 03 03	14.708
2020 12 03 04	14.674
2020 12 03 05	14.637
2020 12 03 06	14.602
2020 12 03 07	14.576
2020 12 03 08	14.547
2020 12 03 09	14.53
2020 12 03 10	14.527
2020 12 03 11	14.542
2020 12 03 12	14.565
2020 12 03 13	14.599
2020 12 03 14	14.64
2020 12 03 15	14.678
2020 12 03 16	14.706
2020 12 03 17	14.734
2020 12 03 18	14.766
2020 12 03 19	14.882
2020 12 03 20	15.116
2020 12 03 21	15.098
2020 12 03 22	15.045
2020 12 03 23	14.988
2020 12 04 00	14.929
2020 12 04 01	14.87
2020 12 04 02	14.814
2020 12 04 03	14.762
2020 12 04 04	14.715
2020 12 04 05	14.672
2020 12 04 06	14.63
2020 12 04 07	14.589
2020 12 04 08	14.547
2020 12 04 09	14.509
2020 12 04 10	14.481
2020 12 04 11	14.468
2020 12 04 12	14.47
2020 12 04 13	14.482
2020 12 04 14	14.502
2020 12 04 15	14.516
2020 12 04 16	14.516
2020 12 04 17	14.503
2020 12 04 18	14.477
2020 12 04 19	14.443
2020 12 04 20	14.401
2020 12 04 21	14.355
2020 12 04 22	14.311
2020 12 04 23	14.278
2020 12 05 00	14.262
2020 12 05 01	14.262
2020 12 05 02	14.27
2020 12 05 03	14.275
2020 12 05 04	14.27
2020 12 05 05	14.252
2020 12 05 06	14.222
2020 12 05 07	14.182
2020 12 05 08	14.136
2020 12 05 09	14.087
2020 12 05 10	14.046
2020 12 05 11	14.016
2020 12 05 12	14.007
2020 12 05 13	14.021
2020 12 05 14	14.051
2020 12 05 15	14.081
2020 12 05 16	14.105
2020 12 05 17	14.115
2020 12 05 18	14.111
2020 12 05 19	14.092
2020 12 05 20	14.059
2020 12 05 21	14.017
2020 12 05 22	13.971
2020 12 05 23	13.935
2020 12 06 00	13.917
2020 12 06 01	13.927
2020 12 06 02	13.959
2020 12 06 03	14.001
2020 12 06 04	14.039
2020 12 06 05	14.059
2020 12 06 06	14.06
2020 12 06 07	14.039
2020 12 06 08	13.999
2020 12 06 09	13.95
2020 12 06 10	13.901
2020 12 06 11	13.863
2020 12 06 12	13.84
2020 12 06 13	13.835
2020 12 06 14	13.853
2020 12 06 15	13.888
2020 12 06 16	13.925
2020 12 06 17	13.949
2020 12 06 18	13.954
2020 12 06 19	13.937
2020 12 06 20	13.896
2020 12 06 21	13.839
2020 12 06 22	13.771
2020 12 06 23	13.695
2020 12 07 00	13.59
2020 12 07 01	13.513
2020 12 07 02	13.497
2020 12 07 03	13.534
2020 12 07 04	13.61
2020 12 07 05	13.696
2020 12 07 06	13.768
2020 12 07 07	13.809
2020 12 07 08	13.814
2020 12 07 09	13.793
2020 12 07 10	13.757
2020 12 07 11	13.72
2020 12 07 12	13.686
2020 12 07 13	13.665
2020 12 07 14	13.659
2020 12 07 15	13.661
2020 12 07 16	13.663
2020 12 07 17	13.655
2020 12 07 18	13.633
2020 12 07 19	13.6
2020 12 07 20	13.56
2020 12 07 21	13.517
2020 12 07 22	13.474
2020 12 07 23	13.427
2020 12 08 00	13.382
2020 12 08 01	13.345
2020 12 08 02	13.317
2020 12 08 03	13.301
2020 12 08 04	13.296
