Valor nulo: -9999.9	
Fecha (GMT)	Temperatura del Agua(ºC)
2022 11 11 14	16.555
2022 11 11 15	16.623
2022 11 11 16	16.633
2022 11 11 17	16.588
2022 11 11 18	16.511
2022 11 11 19	16.434
2022 11 11 20	16.367
2022 11 11 21	16.304
2022 11 11 22	16.25
2022 11 11 23	16.204
2022 11 12 00	16.166
2022 11 12 01	16.141
2022 11 12 02	16.129
2022 11 12 03	16.124
2022 11 12 04	16.113
2022 11 12 05	16.094
2022 11 12 06	16.063
2022 11 12 07	16.033
2022 11 12 08	16.012
2022 11 12 09	16.027
2022 11 12 10	16.104
2022 11 12 11	16.235
2022 11 12 12	16.391
2022 11 12 13	16.543
2022 11 12 14	16.666
2022 11 12 15	16.744
2022 11 12 16	16.771
2022 11 12 17	16.75
2022 11 12 18	16.699
2022 11 12 19	16.634
2022 11 12 20	16.557
2022 11 12 21	16.475
2022 11 12 22	16.401
2022 11 12 23	16.39
2022 11 13 00	16.42
2022 11 13 01	16.418
2022 11 13 02	16.401
2022 11 13 03	16.384
2022 11 13 04	16.364
2022 11 13 05	16.333
2022 11 13 06	16.298
2022 11 13 07	16.256
2022 11 13 08	16.213
2022 11 13 09	16.195
2022 11 13 10	16.233
2022 11 13 11	16.32
2022 11 13 12	16.442
2022 11 13 13	16.567
2022 11 13 14	16.67
2022 11 13 15	16.735
2022 11 13 16	16.751
2022 11 13 17	16.72
2022 11 13 18	16.658
2022 11 13 19	16.59
2022 11 13 20	16.534
2022 11 13 21	16.491
2022 11 13 22	16.447
2022 11 13 23	16.439
2022 11 14 00	16.535
2022 11 14 01	16.581
2022 11 14 02	16.597
2022 11 14 03	16.6
2022 11 14 04	16.594
2022 11 14 05	16.577
2022 11 14 06	16.552
2022 11 14 07	16.531
2022 11 14 08	16.513
2022 11 14 09	16.496
2022 11 14 10	16.492
2022 11 14 11	16.522
2022 11 14 12	16.587
2022 11 14 13	16.666
2022 11 14 14	16.725
2022 11 14 15	16.736
2022 11 14 16	16.698
2022 11 14 17	16.632
2022 11 14 18	16.578
2022 11 14 19	16.547
2022 11 14 20	16.53
2022 11 14 21	16.504
2022 11 14 22	16.47
2022 11 14 23	16.433
2022 11 15 00	16.4
2022 11 15 01	16.39
2022 11 15 02	16.382
2022 11 15 03	16.377
2022 11 15 04	16.375
2022 11 15 05	16.368
2022 11 15 06	16.35
2022 11 15 07	16.33
2022 11 15 08	16.31
2022 11 15 09	16.339
2022 11 15 10	16.431
2022 11 15 11	16.486
2022 11 15 12	16.49
2022 11 15 13	16.492
2022 11 15 14	16.528
2022 11 15 15	16.552
2022 11 15 16	16.553
2022 11 15 17	16.535
2022 11 15 18	16.496
2022 11 15 19	16.437
2022 11 15 20	16.421
2022 11 15 21	16.463
2022 11 15 22	16.483
2022 11 15 23	16.488
2022 11 16 00	16.515
2022 11 16 01	16.51
2022 11 16 02	16.51
2022 11 16 03	16.508
2022 11 16 04	16.505
2022 11 16 05	16.493
2022 11 16 06	16.479
2022 11 16 07	16.463
2022 11 16 08	16.428
2022 11 16 09	16.401
2022 11 16 10	16.403
2022 11 16 11	16.433
2022 11 16 12	16.471
2022 11 16 13	16.51
2022 11 16 14	16.562
2022 11 16 15	16.591
2022 11 16 16	16.596
2022 11 16 17	16.595
2022 11 16 18	16.584
2022 11 16 19	16.579
2022 11 16 20	16.573
2022 11 16 21	16.566
2022 11 16 22	16.554
2022 11 16 23	16.546
2022 11 17 00	16.541
2022 11 17 01	16.54
2022 11 17 02	16.536
2022 11 17 03	16.525
2022 11 17 04	16.513
2022 11 17 05	16.502
2022 11 17 06	16.492
2022 11 17 07	16.482
2022 11 17 08	16.474
2022 11 17 09	16.471
2022 11 17 10	16.477
2022 11 17 11	16.488
2022 11 17 12	16.499
2022 11 17 13	16.503
2022 11 17 14	16.503
2022 11 17 15	16.501
2022 11 17 16	16.494
2022 11 17 17	16.48
2022 11 17 18	16.463
2022 11 17 19	16.447
2022 11 17 20	16.432
2022 11 17 21	16.415
2022 11 17 22	16.398
2022 11 17 23	16.381
2022 11 18 00	16.356
2022 11 18 01	16.33
2022 11 18 02	16.299
2022 11 18 03	16.271
2022 11 18 04	16.25
2022 11 18 05	16.232
2022 11 18 06	16.214
2022 11 18 07	16.207
2022 11 18 08	16.208
2022 11 18 09	16.219
2022 11 18 10	16.234
2022 11 18 11	16.245
2022 11 18 12	16.257
2022 11 18 13	16.263
2022 11 18 14	16.257
2022 11 18 15	16.248
2022 11 18 16	16.23
2022 11 18 17	16.206
2022 11 18 18	16.186
2022 11 18 19	16.17
2022 11 18 20	16.151
2022 11 18 21	16.13
2022 11 18 22	16.104
2022 11 18 23	16.074
2022 11 20 00	15.567
2022 11 20 01	15.549
2022 11 20 02	15.511
2022 11 20 03	15.473
2022 11 20 04	15.458
2022 11 20 05	15.468
2022 11 20 06	15.5
2022 11 20 07	15.531
2022 11 20 08	15.562
2022 11 20 09	15.596
2022 11 20 10	15.628
2022 11 20 11	15.647
2022 11 20 12	15.653
2022 11 20 13	15.661
2022 11 20 14	15.66
2022 11 20 15	15.638
2022 11 20 16	15.6
2022 11 20 17	15.547
2022 11 20 18	15.496
2022 11 20 19	15.468
2022 11 20 20	15.462
2022 11 20 21	15.478
2022 11 20 22	15.5
2022 11 20 23	15.538
2022 11 21 00	15.557
2022 11 21 01	15.538
2022 11 21 02	15.473
2022 11 21 03	15.379
2022 11 21 04	15.278
2022 11 21 05	15.211
2022 11 21 06	15.225
2022 11 21 07	15.358
2022 11 21 08	15.529
2022 11 21 09	15.61
2022 11 21 10	15.676
2022 11 21 11	15.751
2022 11 21 12	15.776
2022 11 21 13	15.763
2022 11 21 14	15.748
2022 11 21 15	15.711
2022 11 21 16	15.657
2022 11 21 17	15.599
2022 11 21 18	15.552
2022 11 21 19	15.516
2022 11 21 20	15.494
2022 11 21 21	15.491
2022 11 21 22	15.501
2022 11 21 23	15.516
2022 11 22 00	15.525
2022 11 22 01	15.528
2022 11 22 02	15.52
2022 11 22 03	15.501
2022 11 22 04	15.465
2022 11 22 05	15.42
2022 11 22 06	15.38
2022 11 22 07	15.357
2022 11 22 08	15.363
2022 11 22 09	15.394
2022 11 22 10	15.439
2022 11 22 11	15.49
2022 11 22 12	15.525
2022 11 22 13	15.531
2022 11 22 14	15.498
2022 11 22 15	15.417
2022 11 22 16	15.305
2022 11 22 17	15.21
2022 11 22 18	15.153
2022 11 22 19	15.12
2022 11 22 20	15.082
2022 11 22 21	15.041
2022 11 22 22	15.03
2022 11 22 23	15.041
2022 11 23 00	15.28
2022 11 23 01	15.276
2022 11 23 02	15.247
2022 11 23 03	15.19
2022 11 23 04	15.135
2022 11 23 05	15.222
2022 11 23 06	15.405
2022 11 23 07	15.567
2022 11 23 08	15.637
2022 11 23 09	15.643
2022 11 23 10	15.645
2022 11 23 11	15.659
2022 11 23 12	15.674
2022 11 23 13	15.68
2022 11 23 14	15.672
2022 11 23 15	15.648
2022 11 23 16	15.606
2022 11 23 17	15.557
2022 11 23 18	15.512
2022 11 23 19	15.477
2022 11 23 20	15.451
2022 11 23 21	15.448
2022 11 23 22	15.467
2022 11 23 23	15.498
2022 11 24 00	15.531
2022 11 24 01	15.557
2022 11 24 02	15.566
2022 11 24 03	15.548
2022 11 24 04	15.489
2022 11 24 05	15.392
2022 11 24 06	15.282
2022 11 24 07	15.209
2022 11 24 08	15.151
2022 11 24 09	15.073
2022 11 24 10	15.014
2022 11 24 11	14.991
2022 11 24 12	14.993
2022 11 24 13	15.014
2022 11 24 14	15.03
2022 11 24 15	15.027
2022 11 24 16	15.006
2022 11 24 17	14.959
2022 11 24 18	14.92
2022 11 24 19	14.972
2022 11 24 20	15.074
2022 11 24 21	15.14
2022 11 24 22	15.15
2022 11 24 23	15.146
2022 11 25 00	15.149
2022 11 25 01	15.163
2022 11 25 02	15.195
2022 11 25 03	15.214
2022 11 25 04	15.19
2022 11 25 05	15.149
2022 11 25 06	15.108
2022 11 25 07	15.06
2022 11 25 08	15.024
2022 11 25 09	15.016
2022 11 25 10	15.062
2022 11 25 11	15.158
2022 11 25 12	15.27
2022 11 25 13	15.371
2022 11 25 14	15.45
2022 11 25 15	15.489
2022 11 25 16	15.483
2022 11 25 17	15.445
2022 11 25 18	15.399
2022 11 25 19	15.331
2022 11 25 20	15.243
2022 11 25 21	15.169
2022 11 25 22	15.134
2022 11 25 23	15.124
2022 11 26 00	15.135
2022 11 26 01	15.163
2022 11 26 02	15.193
2022 11 26 03	15.212
2022 11 26 04	15.176
2022 11 26 05	15.068
2022 11 26 06	14.902
2022 11 26 07	14.726
2022 11 26 08	14.564
2022 11 26 09	14.469
2022 11 26 10	14.459
2022 11 26 11	14.535
2022 11 26 12	14.664
2022 11 26 13	14.798
2022 11 26 14	14.901
2022 11 26 15	14.959
2022 11 26 16	14.958
2022 11 26 17	14.888
2022 11 26 18	14.769
2022 11 26 19	14.631
2022 11 26 20	14.503
2022 11 26 21	14.43
2022 11 26 22	14.448
2022 11 26 23	14.531
2022 11 27 00	14.642
2022 11 27 01	14.708
2022 11 27 02	14.726
2022 11 27 03	14.715
2022 11 27 04	14.692
2022 11 27 05	14.654
2022 11 27 06	14.599
2022 11 27 07	14.538
2022 11 27 08	14.477
2022 11 27 09	14.445
2022 11 27 10	14.48
2022 11 27 11	14.603
2022 11 27 12	14.76
2022 11 27 13	14.906
2022 11 27 14	15.006
2022 11 27 15	15.069
2022 11 27 16	15.117
2022 11 27 17	15.153
2022 11 27 18	15.182
2022 11 27 19	15.259
2022 11 27 20	15.303
2022 11 27 21	15.313
2022 11 27 22	15.318
2022 11 27 23	15.301
2022 11 28 00	15.229
2022 11 28 01	15.22
2022 11 28 02	15.228
2022 11 28 03	15.247
2022 11 28 04	15.261
2022 11 28 05	15.273
2022 11 28 06	15.269
2022 11 28 07	15.25
2022 11 28 08	15.214
2022 11 28 09	15.178
2022 11 28 10	15.155
2022 11 28 11	15.159
2022 11 28 12	15.194
2022 11 28 13	15.253
2022 11 28 14	15.324
2022 11 28 15	15.393
2022 11 28 16	15.441
2022 11 28 17	15.462
2022 11 28 18	15.454
2022 11 28 19	15.427
2022 11 28 20	15.387
2022 11 28 21	15.331
2022 11 28 22	15.271
2022 11 28 23	15.221
2022 11 29 00	15.208
2022 11 29 01	15.231
2022 11 29 02	15.275
2022 11 29 03	15.333
2022 11 29 04	15.382
2022 11 29 05	15.414
2022 11 29 06	15.42
2022 11 29 07	15.405
2022 11 29 08	15.367
2022 11 29 09	15.315
2022 11 29 10	15.255
2022 11 29 11	15.203
2022 11 29 12	15.172
2022 11 29 13	15.169
2022 11 29 14	15.197
2022 11 29 15	15.236
2022 11 29 16	15.268
2022 11 29 17	15.285
2022 11 29 18	15.282
2022 11 29 19	15.262
2022 11 29 20	15.224
2022 11 29 21	15.162
2022 11 29 22	15.075
2022 11 29 23	14.983
2022 11 30 00	15.178
2022 11 30 01	15.114
2022 11 30 02	15.103
2022 11 30 03	15.119
2022 11 30 04	15.129
2022 11 30 05	15.135
2022 11 30 06	15.128
2022 11 30 07	15.093
2022 11 30 08	15.028
2022 11 30 09	14.948
2022 11 30 10	14.892
2022 11 30 11	14.887
2022 11 30 12	14.888
2022 11 30 13	14.927
2022 11 30 14	15.008
2022 11 30 15	15.099
2022 11 30 16	15.208
2022 11 30 17	15.312
2022 11 30 18	15.405
2022 11 30 19	15.461
2022 11 30 20	15.501
2022 11 30 21	15.53
2022 11 30 22	15.55
2022 11 30 23	15.573
2022 12 01 00	15.61
2022 12 01 01	15.657
2022 12 01 02	15.698
2022 12 01 03	15.732
2022 12 01 04	15.769
2022 12 01 05	15.817
2022 12 01 06	15.868
2022 12 01 07	15.909
2022 12 01 08	15.925
2022 12 01 09	15.917
2022 12 01 10	15.898
2022 12 01 11	15.872
2022 12 01 12	15.839
2022 12 01 13	15.808
2022 12 01 14	15.796
2022 12 01 15	15.81
2022 12 01 16	15.838
2022 12 01 17	15.868
2022 12 01 18	15.903
2022 12 01 19	15.942
2022 12 01 20	15.967
2022 12 01 21	15.966
2022 12 01 22	15.94
2022 12 01 23	15.893
2022 12 02 00	15.81
2022 12 02 01	15.713
2022 12 02 02	15.629
2022 12 02 03	15.574
2022 12 02 04	15.545
2022 12 02 05	15.554
2022 12 02 06	15.585
2022 12 02 07	15.636
2022 12 02 08	15.703
2022 12 02 09	15.774
2022 12 02 10	15.852
2022 12 02 11	15.911
2022 12 02 12	15.924
2022 12 02 13	15.901
2022 12 02 14	15.873
2022 12 02 15	15.86
2022 12 02 16	15.86
2022 12 02 17	15.867
2022 12 02 18	15.881
2022 12 02 19	15.908
2022 12 02 20	15.945
2022 12 02 21	15.958
2022 12 02 22	15.946
2022 12 02 23	15.91
2022 12 03 00	15.848
2022 12 03 01	15.759
2022 12 03 02	15.656
2022 12 03 03	15.574
2022 12 03 04	15.533
2022 12 03 05	15.52
2022 12 03 06	15.524
2022 12 03 07	15.578
2022 12 03 08	15.645
2022 12 03 09	15.697
2022 12 03 10	15.737
2022 12 03 11	15.758
2022 12 03 12	15.751
2022 12 03 13	15.703
2022 12 03 14	15.61
2022 12 03 15	15.484
2022 12 03 16	15.341
2022 12 03 17	15.208
2022 12 03 18	15.113
2022 12 03 19	15.104
2022 12 03 20	15.138
2022 12 03 21	15.143
2022 12 03 22	15.125
2022 12 03 23	15.103
2022 12 04 00	15.076
2022 12 04 01	15.022
2022 12 04 02	14.988
2022 12 04 03	14.956
2022 12 04 04	14.917
2022 12 04 05	14.895
2022 12 04 06	14.9
2022 12 04 07	14.927
2022 12 04 08	14.933
2022 12 04 09	14.979
2022 12 04 10	15.065
2022 12 04 11	15.163
2022 12 04 12	15.248
2022 12 04 13	15.304
2022 12 04 14	15.32
2022 12 04 15	15.286
2022 12 04 16	15.2
2022 12 04 17	15.077
2022 12 04 18	15.0
2022 12 04 19	15.036
2022 12 04 20	15.055
2022 12 04 21	15.094
2022 12 04 22	15.133
2022 12 04 23	15.179
2022 12 05 00	15.175
2022 12 05 01	15.133
2022 12 05 02	15.034
2022 12 05 03	14.923
2022 12 05 04	14.855
2022 12 05 05	14.811
2022 12 05 06	14.79
2022 12 05 07	14.814
2022 12 05 08	14.885
2022 12 05 09	15.012
2022 12 05 10	15.159
2022 12 05 11	15.289
2022 12 05 12	15.382
2022 12 05 13	15.446
2022 12 05 14	15.464
2022 12 05 15	15.435
2022 12 05 16	15.35
2022 12 05 17	15.228
2022 12 05 18	15.118
2022 12 05 19	15.039
2022 12 05 20	14.993
2022 12 05 21	15.003
2022 12 05 22	15.053
2022 12 05 23	15.098
2022 12 06 00	15.124
2022 12 06 01	15.129
2022 12 06 02	15.087
2022 12 06 03	15.012
2022 12 06 04	14.921
2022 12 06 05	14.835
2022 12 06 06	14.778
2022 12 06 07	14.773
2022 12 06 08	14.812
2022 12 06 09	14.922
2022 12 06 10	15.066
2022 12 06 11	15.217
2022 12 06 12	15.352
2022 12 06 13	15.451
2022 12 06 14	15.512
2022 12 06 15	15.53
2022 12 06 16	15.505
2022 12 06 17	15.45
2022 12 06 18	15.387
2022 12 06 19	15.336
2022 12 06 20	15.307
2022 12 06 21	15.297
2022 12 06 22	15.308
2022 12 06 23	15.329
2022 12 07 00	15.363
2022 12 07 01	15.356
2022 12 07 02	15.319
2022 12 07 03	15.253
2022 12 07 04	15.16
2022 12 07 05	15.043
2022 12 07 06	14.922
2022 12 07 07	14.827
2022 12 07 08	14.769
2022 12 07 09	14.77
2022 12 07 10	14.847
2022 12 07 11	15.059
2022 12 07 12	15.246
2022 12 07 13	15.392
2022 12 07 14	15.464
2022 12 07 15	15.474
2022 12 07 16	15.44
2022 12 07 17	15.38
2022 12 07 18	15.326
2022 12 07 19	15.313
2022 12 07 20	15.35
2022 12 07 21	15.401
2022 12 07 22	15.445
2022 12 07 23	15.485
2022 12 08 00	15.523
2022 12 08 01	15.554
2022 12 08 02	15.575
2022 12 08 03	15.581
2022 12 08 04	15.568
2022 12 08 05	15.528
2022 12 08 06	15.477
2022 12 08 07	15.427
2022 12 08 08	15.404
2022 12 08 09	15.389
2022 12 08 10	15.399
2022 12 08 11	15.425
2022 12 08 12	15.433
2022 12 08 13	15.421
2022 12 08 14	15.402
2022 12 08 15	15.375
2022 12 08 16	15.333
2022 12 08 17	15.26
2022 12 08 18	15.169
2022 12 08 19	15.087
2022 12 08 20	15.031
2022 12 08 21	14.997
2022 12 08 22	14.981
2022 12 08 23	15.01
2022 12 09 00	15.039
2022 12 09 01	15.043
2022 12 09 02	15.031
2022 12 09 03	15.016
2022 12 09 04	14.999
2022 12 09 05	14.973
2022 12 09 06	14.935
2022 12 09 07	14.955
2022 12 09 08	15.103
2022 12 09 09	15.201
2022 12 09 10	15.261
2022 12 09 11	15.302
2022 12 09 12	15.321
2022 12 09 13	15.349
2022 12 09 14	15.385
2022 12 09 15	15.401
2022 12 09 16	15.405
2022 12 09 17	15.396
2022 12 09 18	15.371
2022 12 09 19	15.332
2022 12 09 20	15.286
2022 12 09 21	15.245
2022 12 09 22	15.214
2022 12 09 23	15.19
2022 12 10 00	15.178
2022 12 10 01	15.177
2022 12 10 02	15.178
2022 12 10 03	15.176
2022 12 10 04	15.147
2022 12 10 05	15.072
2022 12 10 06	14.95
2022 12 10 07	14.811
2022 12 10 08	14.673
2022 12 10 09	14.585
2022 12 10 10	14.571
2022 12 10 11	14.59
2022 12 10 12	14.641
2022 12 10 13	14.708
2022 12 10 14	14.761
2022 12 10 15	14.766
2022 12 10 16	14.689
2022 12 10 17	14.561
2022 12 10 18	14.417
2022 12 10 19	14.289
2022 12 10 20	14.188
2022 12 10 21	14.13
2022 12 10 22	14.113
2022 12 10 23	14.115
2022 12 11 00	14.121
2022 12 11 01	14.124
2022 12 11 02	14.135
2022 12 11 03	14.13
2022 12 11 04	14.101
2022 12 11 05	14.062
2022 12 11 06	14.02
2022 12 11 07	13.984
2022 12 11 08	13.953
2022 12 11 09	13.938
2022 12 11 10	13.961
2022 12 11 11	14.03
2022 12 11 12	14.111
2022 12 11 13	14.181
2022 12 11 14	14.238
2022 12 11 15	14.284
2022 12 11 16	14.286
2022 12 11 17	14.255
2022 12 11 18	14.213
2022 12 11 19	14.173
2022 12 11 20	14.131
2022 12 11 21	14.089
2022 12 11 22	14.046
2022 12 11 23	13.996
2022 12 12 00	13.951
2022 12 12 01	13.956
2022 12 12 02	13.987
2022 12 12 03	13.981
2022 12 12 04	13.936
2022 12 12 05	13.902
2022 12 12 06	13.953
2022 12 12 07	14.03
2022 12 12 08	14.037
2022 12 12 09	14.022
2022 12 12 10	14.078
2022 12 12 11	14.12
2022 12 12 12	14.138
2022 12 12 13	14.227
2022 12 12 14	14.33
2022 12 12 15	14.419
2022 12 12 16	14.484
2022 12 12 17	14.521
2022 12 12 18	14.534
2022 12 12 19	14.592
2022 12 12 20	14.695
2022 12 12 21	14.75
2022 12 12 22	14.79
2022 12 12 23	14.837
2022 12 13 00	14.874
2022 12 13 01	14.893
2022 12 13 02	14.914
2022 12 13 03	14.934
2022 12 13 04	14.943
2022 12 13 05	14.939
2022 12 13 06	14.923
2022 12 13 07	14.904
2022 12 13 08	14.884
2022 12 13 09	14.873
2022 12 13 10	14.885
2022 12 13 11	14.927
2022 12 13 12	15.008
2022 12 13 13	15.091
2022 12 13 14	15.151
2022 12 13 15	15.189
2022 12 13 16	15.2
2022 12 13 17	15.192
2022 12 13 18	15.168
2022 12 13 19	15.131
2022 12 13 20	15.094
2022 12 13 21	15.046
2022 12 13 22	14.993
2022 12 13 23	14.932
2022 12 14 00	14.963
2022 12 14 01	14.913
2022 12 14 02	14.879
2022 12 14 03	14.851
2022 12 14 04	14.821
2022 12 14 05	14.778
2022 12 14 06	14.724
2022 12 14 07	14.669
2022 12 14 08	14.615
2022 12 14 09	14.579
2022 12 14 10	14.584
2022 12 14 11	14.639
2022 12 14 12	14.733
2022 12 14 13	14.844
2022 12 14 14	14.949
2022 12 14 15	15.025
2022 12 14 16	15.051
2022 12 14 17	15.024
2022 12 14 18	14.978
2022 12 14 19	14.933
2022 12 14 20	14.891
2022 12 14 21	14.853
2022 12 14 22	14.814
2022 12 14 23	14.789
2022 12 15 00	14.762
2022 12 15 01	14.732
2022 12 15 02	14.706
2022 12 15 03	14.678
2022 12 15 04	14.65
2022 12 15 05	14.624
2022 12 15 06	14.598
2022 12 15 07	14.573
2022 12 15 08	14.538
2022 12 15 09	14.52
2022 12 15 10	14.526
2022 12 15 11	14.55
2022 12 15 12	14.612
2022 12 15 13	14.679
2022 12 15 14	14.75
2022 12 15 15	14.838
2022 12 15 16	14.897
2022 12 15 17	14.916
2022 12 15 18	14.898
2022 12 15 19	14.864
2022 12 15 20	14.854
2022 12 15 21	14.855
2022 12 15 22	14.832
2022 12 15 23	14.792
2022 12 16 00	14.76
2022 12 16 01	14.733
2022 12 16 02	14.71
2022 12 16 03	14.712
2022 12 16 04	14.792
2022 12 16 05	14.875
2022 12 16 06	14.926
2022 12 16 07	14.969
2022 12 16 08	14.986
2022 12 16 09	14.985
2022 12 16 10	14.962
2022 12 16 11	14.928
2022 12 16 12	14.885
2022 12 16 13	14.841
2022 12 16 14	14.804
2022 12 16 15	14.776
2022 12 16 16	14.755
2022 12 16 17	14.742
2022 12 16 18	14.732
2022 12 16 19	14.713
2022 12 16 20	14.692
2022 12 16 21	14.668
2022 12 16 22	14.644
2022 12 16 23	14.63
2022 12 17 00	14.623
2022 12 17 01	14.61
2022 12 17 02	14.57
2022 12 17 03	14.549
2022 12 17 04	14.539
2022 12 17 05	14.528
2022 12 17 06	14.512
2022 12 17 07	14.486
2022 12 17 08	14.458
2022 12 17 09	14.441
2022 12 17 10	14.457
2022 12 17 11	14.509
2022 12 17 12	14.587
2022 12 17 13	14.674
2022 12 17 14	14.754
2022 12 17 15	14.811
2022 12 17 16	14.834
2022 12 17 17	14.817
2022 12 17 18	14.783
2022 12 17 19	14.747
2022 12 17 20	14.696
2022 12 17 21	14.647
2022 12 17 22	14.584
2022 12 17 23	14.531
2022 12 18 00	14.486
2022 12 18 01	14.451
2022 12 18 02	14.433
2022 12 18 03	14.427
2022 12 18 04	14.435
2022 12 18 05	14.447
2022 12 18 06	14.452
2022 12 18 07	14.453
2022 12 18 08	14.443
2022 12 18 09	14.438
2022 12 18 10	14.469
2022 12 18 11	14.534
2022 12 18 12	14.622
2022 12 18 13	14.718
2022 12 18 14	14.808
2022 12 18 15	14.867
2022 12 18 16	14.883
2022 12 18 17	14.866
2022 12 18 18	14.842
2022 12 18 19	14.814
2022 12 18 20	14.788
2022 12 18 21	14.756
2022 12 18 22	14.729
2022 12 18 23	14.708
2022 12 19 00	14.686
2022 12 19 01	14.652
2022 12 19 02	14.627
2022 12 19 03	14.756
2022 12 19 04	14.841
2022 12 19 05	14.888
2022 12 19 06	14.925
2022 12 19 07	14.949
2022 12 19 08	14.957
2022 12 19 09	14.97
2022 12 19 10	14.998
2022 12 19 11	15.043
2022 12 19 12	15.092
2022 12 19 13	15.131
2022 12 19 14	15.151
2022 12 19 15	15.157
2022 12 19 16	15.164
2022 12 19 17	15.151
2022 12 19 18	15.123
2022 12 19 19	15.09
2022 12 19 20	15.065
2022 12 19 21	15.058
2022 12 19 22	15.07
2022 12 19 23	15.077
2022 12 20 00	15.082
2022 12 20 01	15.09
2022 12 20 02	15.099
2022 12 20 03	15.103
2022 12 20 04	15.106
2022 12 20 05	15.103
2022 12 20 06	15.1
2022 12 20 07	15.104
2022 12 20 08	15.106
2022 12 20 09	15.113
2022 12 20 10	15.144
2022 12 20 11	15.181
2022 12 20 12	15.233
2022 12 20 13	15.29
2022 12 20 14	15.337
2022 12 20 15	15.356
2022 12 20 16	15.337
2022 12 20 17	15.286
2022 12 20 18	15.215
2022 12 20 19	15.145
2022 12 20 20	15.094
2022 12 20 21	15.044
2022 12 20 22	14.989
2022 12 20 23	14.938
2022 12 21 00	14.746
2022 12 21 01	14.703
2022 12 21 02	14.656
2022 12 21 03	14.595
2022 12 21 04	14.539
2022 12 21 05	14.495
2022 12 21 06	14.494
2022 12 21 07	14.513
2022 12 21 08	14.511
2022 12 21 09	14.519
2022 12 21 10	14.566
2022 12 21 11	14.65
2022 12 21 12	14.732
2022 12 21 13	14.799
2022 12 21 14	14.862
2022 12 21 15	14.901
2022 12 21 16	14.906
2022 12 21 17	14.888
2022 12 21 18	14.863
2022 12 21 19	14.818
2022 12 21 20	14.761
2022 12 21 21	14.718
2022 12 21 22	14.685
2022 12 21 23	14.658
2022 12 22 00	14.639
2022 12 22 01	14.624
2022 12 22 02	14.604
2022 12 22 03	14.58
2022 12 22 04	14.548
2022 12 22 05	14.493
2022 12 22 06	14.439
2022 12 22 07	14.422
2022 12 22 08	14.429
2022 12 22 09	14.459
2022 12 22 10	14.529
2022 12 22 11	14.629
2022 12 22 12	14.729
2022 12 22 13	14.818
2022 12 22 14	14.88
2022 12 22 15	14.902
2022 12 22 16	14.901
2022 12 22 17	14.872
2022 12 22 18	14.823
2022 12 22 19	14.771
2022 12 22 20	14.718
2022 12 22 21	14.67
2022 12 22 22	14.642
2022 12 22 23	14.621
2022 12 23 00	14.6
2022 12 23 01	14.585
2022 12 23 02	14.568
2022 12 23 03	14.538
2022 12 23 04	14.493
2022 12 23 05	14.446
2022 12 23 06	14.404
2022 12 23 07	14.37
2022 12 23 08	14.358
2022 12 23 09	14.383
2022 12 23 10	14.45
2022 12 23 11	14.551
2022 12 23 12	14.653
2022 12 23 13	14.735
2022 12 23 14	14.8
2022 12 23 15	14.839
2022 12 23 16	14.847
2022 12 23 17	14.831
2022 12 23 18	14.794
2022 12 23 19	14.769
2022 12 23 20	14.754
2022 12 23 21	14.74
2022 12 23 22	14.725
2022 12 23 23	14.709
2022 12 24 00	14.694
2022 12 24 01	14.679
2022 12 24 02	14.661
2022 12 24 03	14.64
2022 12 24 04	14.622
2022 12 24 05	14.596
2022 12 24 06	14.572
2022 12 24 07	14.528
2022 12 24 08	14.473
2022 12 24 09	14.436
2022 12 24 10	14.445
2022 12 24 11	14.512
2022 12 24 12	14.604
2022 12 24 13	14.7
2022 12 24 14	14.791
2022 12 24 15	14.844
2022 12 24 16	14.844
2022 12 24 17	14.808
2022 12 24 18	14.756
2022 12 24 19	14.694
2022 12 24 20	14.636
2022 12 24 21	14.597
2022 12 24 22	14.562
2022 12 24 23	14.539
2022 12 25 00	14.544
2022 12 25 01	14.551
2022 12 25 02	14.556
2022 12 25 03	14.556
2022 12 25 04	14.545
2022 12 25 05	14.523
2022 12 25 06	14.493
2022 12 25 07	14.472
2022 12 25 08	14.449
2022 12 25 09	14.438
2022 12 25 10	14.447
2022 12 25 11	14.497
2022 12 25 12	14.583
2022 12 25 13	14.657
2022 12 25 14	14.712
2022 12 25 15	14.743
2022 12 25 16	14.732
2022 12 25 17	14.699
2022 12 25 18	14.661
2022 12 25 19	14.624
2022 12 25 20	14.578
2022 12 25 21	14.53
2022 12 25 22	14.489
2022 12 25 23	14.443
2022 12 26 00	14.408
2022 12 26 01	14.406
2022 12 26 02	14.423
2022 12 26 03	14.44
2022 12 26 04	14.436
2022 12 26 05	14.422
2022 12 26 06	14.4
2022 12 26 07	14.364
2022 12 26 08	14.315
2022 12 26 09	14.274
2022 12 26 10	14.272
2022 12 26 11	14.327
2022 12 26 12	14.425
2022 12 26 13	14.531
2022 12 26 14	14.604
2022 12 26 15	14.633
2022 12 26 16	14.642
2022 12 26 17	14.633
2022 12 26 18	14.611
2022 12 26 19	14.584
2022 12 26 20	14.55
2022 12 26 21	14.519
2022 12 26 22	14.487
2022 12 26 23	14.439
2022 12 27 00	14.388
2022 12 27 01	14.385
2022 12 27 02	14.408
2022 12 27 03	14.419
2022 12 27 04	14.419
2022 12 27 05	14.419
2022 12 27 06	14.41
