_id,Date/Time (AEST),Hs (m),Hmax (m),Tz (s),Tp (s),Peak Direction (degrees),SST (degrees C)
2106,2024-02-13T20:30:00,1.713,2.670,5.988,10.871,102.00,27.450
2107,2024-02-13T21:00:00,1.708,2.640,6.229,10.222,109.00,27.400
2108,2024-02-13T21:30:00,1.802,3.450,6.216,10.158,104.00,27.400
2109,2024-02-13T22:00:00,1.550,2.790,5.839,9.673,92.00,27.400
2110,2024-02-13T22:30:00,1.726,2.970,6.233,10.160,101.00,27.400
2111,2024-02-13T23:00:00,1.757,2.870,6.487,8.584,104.00,27.400
2112,2024-02-13T23:30:00,1.824,2.800,6.828,10.318,101.00,27.400
2113,2024-02-14T00:00:00,1.694,2.630,6.561,9.850,97.00,27.450
2114,2024-02-14T00:30:00,1.743,2.830,6.537,10.239,99.00,27.450
2115,2024-02-14T01:00:00,1.745,2.670,6.734,10.657,95.00,27.450
2116,2024-02-14T01:30:00,1.606,2.750,6.340,9.832,95.00,27.400
2117,2024-02-14T02:00:00,1.553,2.510,6.449,9.799,101.00,27.400
2118,2024-02-14T02:30:00,1.590,2.590,6.450,7.854,94.00,27.400
2119,2024-02-14T03:00:00,1.631,3.030,6.698,9.796,104.00,27.400
2120,2024-02-14T03:30:00,1.605,3.010,6.437,9.681,104.00,27.400
2121,2024-02-14T04:00:00,1.536,2.410,6.502,9.833,95.00,27.400
2122,2024-02-14T04:30:00,1.439,2.200,6.292,10.170,97.00,27.400
2123,2024-02-14T05:00:00,1.483,2.210,6.184,9.774,101.00,27.400
2124,2024-02-14T05:30:00,1.487,2.070,6.665,9.881,92.00,27.400
2125,2024-02-14T06:00:00,1.518,2.250,6.595,9.841,99.00,27.400
2126,2024-02-14T06:30:00,1.480,2.200,6.283,10.737,92.00,27.400
2127,2024-02-14T07:00:00,1.549,2.490,6.424,10.221,88.00,27.150
2128,2024-02-14T07:30:00,1.588,2.580,6.864,9.655,90.00,27.200
2129,2024-02-14T08:00:00,1.573,3.350,6.667,10.168,94.00,27.200
2130,2024-02-14T08:30:00,1.669,3.010,6.731,10.144,92.00,27.200
2131,2024-02-14T09:00:00,1.640,3.070,6.811,9.766,91.00,27.200
2132,2024-02-14T09:30:00,1.625,2.540,7.025,9.841,90.00,27.250
2133,2024-02-14T10:00:00,1.512,2.440,6.593,8.984,88.00,27.300
2134,2024-02-14T10:30:00,1.661,2.730,6.931,10.207,73.00,27.350
2135,2024-02-14T11:00:00,1.604,2.880,6.942,10.269,75.00,27.450
2136,2024-02-14T11:30:00,1.580,2.690,7.073,9.475,77.00,27.600
2137,2024-02-14T12:00:00,1.488,2.530,6.684,9.795,75.00,27.700
2138,2024-02-14T12:30:00,1.467,2.400,6.889,9.620,80.00,27.750
2139,2024-02-14T13:00:00,1.560,2.530,7.079,9.791,78.00,27.850
2140,2024-02-14T13:30:00,1.429,2.280,6.665,8.845,75.00,27.950
2141,2024-02-14T14:00:00,1.451,2.540,6.789,9.358,77.00,28.050
2142,2024-02-14T14:30:00,1.562,2.700,7.027,8.905,74.00,28.050
2143,2024-02-14T15:00:00,1.455,2.460,7.238,9.542,78.00,27.950
2144,2024-02-14T15:30:00,1.412,2.320,6.851,10.265,88.00,27.900
2145,2024-02-14T16:00:00,1.513,2.390,7.013,9.309,80.00,27.750
2146,2024-02-14T16:30:00,1.455,2.240,7.095,9.288,81.00,27.700
2147,2024-02-14T17:00:00,1.485,2.320,6.713,9.049,78.00,27.650
2148,2024-02-14T17:30:00,1.410,2.330,6.843,9.392,92.00,27.650
2149,2024-02-14T18:00:00,1.335,2.390,6.796,9.302,88.00,27.750
2150,2024-02-14T18:30:00,1.231,2.140,6.609,10.181,83.00,27.750
2151,2024-02-14T19:00:00,1.318,2.480,6.891,9.862,77.00,27.700
2152,2024-02-14T19:30:00,1.527,2.590,7.151,10.156,80.00,27.650
2153,2024-02-14T20:00:00,1.486,2.330,7.165,8.480,78.00,27.650
2154,2024-02-14T20:30:00,1.476,2.640,7.122,10.349,85.00,27.650
2155,2024-02-14T21:00:00,1.488,2.470,7.361,9.001,83.00,27.650
2156,2024-02-14T21:30:00,1.374,2.460,6.879,10.235,88.00,27.600
2157,2024-02-14T22:00:00,1.539,2.490,7.007,9.841,90.00,27.550
2158,2024-02-14T22:30:00,1.535,2.700,6.917,9.722,87.00,27.550
2159,2024-02-14T23:00:00,1.438,2.240,6.986,10.134,91.00,27.500
2160,2024-02-14T23:30:00,1.402,2.320,6.855,8.902,87.00,27.500
2161,2024-02-15T00:00:00,1.509,2.640,7.020,10.732,91.00,27.500
2162,2024-02-15T00:30:00,1.455,2.380,7.180,9.813,87.00,27.500
2163,2024-02-15T01:00:00,1.460,2.170,7.005,9.349,84.00,27.450
2164,2024-02-15T01:30:00,1.481,2.170,7.634,9.998,94.00,27.450
2165,2024-02-15T02:00:00,1.574,2.690,7.453,9.871,88.00,27.450
2166,2024-02-15T02:30:00,1.314,2.320,6.486,9.651,87.00,27.350
2167,2024-02-15T03:00:00,1.449,2.190,7.057,9.858,92.00,27.350
2168,2024-02-15T03:30:00,1.377,2.240,6.740,9.310,94.00,27.300
2169,2024-02-15T04:00:00,1.309,2.380,6.580,10.180,85.00,27.300
2170,2024-02-15T04:30:00,1.271,2.090,6.506,10.785,87.00,27.250
2171,2024-02-15T05:00:00,1.310,2.290,6.501,9.728,88.00,27.250
2172,2024-02-15T05:30:00,1.315,2.200,6.360,9.917,94.00,27.250
2173,2024-02-15T06:00:00,1.347,2.570,6.473,10.315,83.00,27.250
2174,2024-02-15T06:30:00,1.242,1.770,6.742,10.184,85.00,27.250
2175,2024-02-15T07:00:00,1.296,1.870,6.636,10.290,88.00,27.200
2176,2024-02-15T07:30:00,1.262,1.990,6.584,10.673,83.00,27.200
2177,2024-02-15T08:00:00,1.259,2.170,6.522,9.819,78.00,27.200
2178,2024-02-15T08:30:00,1.247,1.910,6.217,9.814,83.00,27.250
2179,2024-02-15T09:00:00,1.257,2.480,6.445,9.795,94.00,27.350
2180,2024-02-15T09:30:00,1.260,1.890,6.158,10.291,91.00,27.450
2181,2024-02-15T10:00:00,1.317,2.100,6.399,10.198,80.00,27.450
2182,2024-02-15T10:30:00,1.343,2.130,6.588,9.762,88.00,27.500
2183,2024-02-15T11:00:00,1.312,2.190,6.274,7.866,98.00,27.500
2184,2024-02-15T11:30:00,1.303,2.280,6.219,8.975,87.00,27.550
2185,2024-02-15T12:00:00,1.374,2.210,6.059,9.471,97.00,27.750
2186,2024-02-15T12:30:00,1.453,2.520,6.504,9.898,88.00,27.750
2187,2024-02-15T13:00:00,1.443,2.320,6.406,10.308,97.00,27.750
2188,2024-02-15T13:30:00,1.476,2.780,6.411,10.180,94.00,27.700
2189,2024-02-15T14:00:00,1.449,2.630,5.933,10.523,99.00,27.700
2190,2024-02-15T14:30:00,1.540,2.520,6.091,9.878,91.00,27.650
2191,2024-02-15T15:00:00,1.667,2.620,6.253,9.828,95.00,27.650
2192,2024-02-15T15:30:00,1.468,2.980,6.083,9.869,92.00,27.650
2193,2024-02-15T16:00:00,1.626,3.140,6.697,9.427,91.00,27.650
2194,2024-02-15T16:30:00,1.637,2.790,6.211,9.808,98.00,27.650
2195,2024-02-15T17:00:00,1.485,2.780,5.696,8.882,83.00,27.650
2196,2024-02-15T17:30:00,1.586,2.490,6.277,9.261,81.00,27.650
2197,2024-02-15T18:00:00,1.505,2.410,6.362,9.329,83.00,27.650
2198,2024-02-15T18:30:00,1.545,2.380,6.655,10.787,87.00,27.650
2199,2024-02-15T19:00:00,1.518,2.370,5.794,9.723,94.00,27.650
2200,2024-02-15T19:30:00,1.447,2.460,5.606,10.279,92.00,27.650
2201,2024-02-15T20:00:00,1.447,2.430,5.441,10.289,95.00,27.650
2202,2024-02-15T20:30:00,1.678,3.010,5.727,10.817,94.00,27.650
2203,2024-02-15T21:00:00,1.586,2.770,5.568,10.217,94.00,27.650
2204,2024-02-15T21:30:00,1.530,2.660,5.550,11.247,92.00,27.600
2205,2024-02-15T22:00:00,1.619,2.740,5.811,10.246,92.00,27.550
2206,2024-02-15T22:30:00,1.527,2.320,5.733,10.713,87.00,27.600
2207,2024-02-15T23:00:00,1.593,2.620,5.826,10.231,95.00,27.600
2208,2024-02-15T23:30:00,1.636,2.470,6.072,10.205,92.00,27.550
2209,2024-02-16T00:00:00,1.591,2.570,6.062,10.748,94.00,27.550
2210,2024-02-16T00:30:00,1.520,2.340,6.051,11.271,91.00,27.550
2211,2024-02-16T01:00:00,1.654,2.460,6.207,11.211,92.00,27.550
2212,2024-02-16T01:30:00,1.648,2.660,6.604,10.781,98.00,27.400
2213,2024-02-16T02:00:00,1.720,2.940,6.298,10.749,104.00,27.400
2214,2024-02-16T02:30:00,1.744,2.690,5.699,10.938,98.00,27.400
2215,2024-02-16T03:00:00,1.757,3.060,5.699,10.716,112.00,27.350
2216,2024-02-16T03:30:00,1.701,2.660,5.688,9.875,104.00,27.350
2217,2024-02-16T04:00:00,1.740,3.010,5.425,5.973,105.00,27.350
2218,2024-02-16T04:30:00,1.606,3.340,5.492,6.589,108.00,27.350
2219,2024-02-16T05:00:00,1.834,3.030,5.699,6.715,119.00,27.350
2220,2024-02-16T05:30:00,1.810,4.010,5.636,6.723,99.00,27.350
2221,2024-02-16T06:00:00,1.951,3.320,5.599,6.346,112.00,27.350
2222,2024-02-16T06:30:00,1.997,3.250,5.609,6.941,111.00,27.350
2223,2024-02-16T07:00:00,1.917,3.290,5.721,6.986,109.00,27.300
2224,2024-02-16T07:30:00,1.961,3.300,5.595,6.781,99.00,27.300
2225,2024-02-16T08:00:00,2.057,3.660,6.168,6.548,104.00,27.300
2226,2024-02-16T08:30:00,1.842,3.580,5.676,6.354,101.00,27.250
2227,2024-02-16T09:00:00,1.937,3.470,5.714,6.580,90.00,27.250
2228,2024-02-16T09:30:00,1.888,3.020,5.747,7.225,94.00,27.250
2229,2024-02-16T10:00:00,2.148,3.420,6.244,6.722,101.00,27.100
2230,2024-02-16T10:30:00,2.165,3.340,6.197,10.819,99.00,27.050
2231,2024-02-16T11:00:00,2.006,3.610,5.541,6.735,97.00,27.050
2232,2024-02-16T11:30:00,2.261,3.710,5.801,6.788,111.00,27.050
2233,2024-02-16T12:00:00,2.037,3.420,5.657,7.092,101.00,27.100
2234,2024-02-16T12:30:00,2.101,3.493,5.476,7.064,87.00,27.100
2235,2024-02-16T13:00:00,2.053,3.100,5.516,7.013,97.00,27.100
2236,2024-02-16T13:30:00,2.078,3.020,5.583,7.267,101.00,27.100
2237,2024-02-16T14:00:00,2.169,3.930,5.657,7.272,98.00,27.150
2238,2024-02-16T14:30:00,2.022,3.430,5.569,9.977,97.00,27.100
2239,2024-02-16T15:00:00,1.809,2.980,5.734,7.286,99.00,27.150
2240,2024-02-16T15:30:00,1.715,3.230,5.579,9.927,97.00,27.100
2241,2024-02-16T16:00:00,1.713,2.790,5.962,9.840,88.00,27.050
2242,2024-02-16T16:30:00,1.759,2.640,6.320,10.249,98.00,26.800
2243,2024-02-16T17:00:00,1.743,2.820,6.505,10.121,109.00,26.950
2244,2024-02-16T17:30:00,1.637,2.700,5.939,8.127,97.00,27.000
2245,2024-02-16T18:00:00,1.879,3.210,6.341,10.205,87.00,27.100
2246,2024-02-16T18:30:00,1.788,3.310,6.192,10.417,104.00,27.100
2247,2024-02-16T19:00:00,1.818,3.000,6.388,10.402,88.00,27.100
2248,2024-02-16T19:30:00,1.852,2.730,6.229,7.467,99.00,27.100
2249,2024-02-16T20:00:00,1.669,2.400,5.980,8.186,99.00,27.100
2250,2024-02-16T20:30:00,1.726,3.270,5.906,10.292,106.00,27.050
2251,2024-02-16T21:00:00,1.793,2.820,6.030,8.164,98.00,27.050
2252,2024-02-16T21:30:00,1.583,2.530,6.125,7.507,99.00,27.050
2253,2024-02-16T22:00:00,1.580,2.600,5.783,10.680,95.00,27.050
2254,2024-02-16T22:30:00,1.611,2.590,5.813,7.311,92.00,27.100
2255,2024-02-16T23:00:00,1.636,2.520,6.269,9.349,94.00,27.100
2256,2024-02-16T23:30:00,1.639,2.470,6.046,10.668,95.00,27.100
2257,2024-02-17T00:00:00,1.781,3.310,6.095,9.810,85.00,27.100
2258,2024-02-17T00:30:00,1.875,3.400,6.167,10.258,83.00,27.000
2259,2024-02-17T01:00:00,1.789,3.510,5.880,10.661,84.00,27.050
2260,2024-02-17T01:30:00,1.810,3.230,6.208,7.021,90.00,27.050
2261,2024-02-17T02:00:00,1.702,2.630,6.030,10.207,81.00,26.850
2262,2024-02-17T02:30:00,1.742,2.720,6.043,7.512,84.00,26.800
2263,2024-02-17T03:00:00,1.698,3.330,5.534,6.821,84.00,26.950
2264,2024-02-17T03:30:00,1.611,2.890,6.019,10.736,83.00,27.000
2265,2024-02-17T04:00:00,1.715,2.930,5.912,7.565,78.00,27.100
2266,2024-02-17T04:30:00,1.755,3.260,5.752,7.330,84.00,27.100
2267,2024-02-17T05:00:00,1.609,2.880,5.785,10.297,87.00,27.200
2268,2024-02-17T05:30:00,1.720,2.560,5.652,8.554,87.00,27.150
2269,2024-02-17T06:00:00,1.837,3.410,5.853,8.617,88.00,27.150
2270,2024-02-17T06:30:00,1.863,2.790,6.210,9.724,81.00,27.200
2271,2024-02-17T07:00:00,1.689,3.290,5.858,8.883,95.00,27.200
2272,2024-02-17T07:30:00,1.791,2.850,5.688,8.564,83.00,27.200
2273,2024-02-17T08:00:00,1.773,2.900,5.849,9.832,88.00,27.200
2274,2024-02-17T08:30:00,1.764,2.780,5.836,9.819,94.00,27.200
2275,2024-02-17T09:00:00,1.663,2.720,5.943,10.278,97.00,27.250
2276,2024-02-17T09:30:00,1.697,2.610,6.006,10.143,97.00,27.300
2277,2024-02-17T10:00:00,1.640,2.600,6.199,9.282,91.00,27.350
2278,2024-02-17T10:30:00,1.773,2.430,5.891,7.276,87.00,27.300
2279,2024-02-17T11:00:00,1.697,2.540,5.902,9.311,88.00,27.350
2280,2024-02-17T11:30:00,1.652,2.860,6.016,9.691,92.00,27.250
2281,2024-02-17T12:00:00,1.683,2.630,6.054,10.017,92.00,27.250
2282,2024-02-17T12:30:00,1.660,2.671,5.868,10.209,77.00,27.350
2283,2024-02-17T13:00:00,1.801,2.840,5.920,9.650,94.00,27.400
2284,2024-02-17T13:30:00,1.647,3.020,5.611,8.841,90.00,27.500
2285,2024-02-17T14:00:00,1.674,2.970,5.639,7.580,101.00,27.500
2286,2024-02-17T14:30:00,1.561,3.282,5.467,9.572,92.00,27.500
2287,2024-02-17T15:00:00,1.745,2.690,6.055,9.912,105.00,27.600
2288,2024-02-17T15:30:00,1.673,3.180,5.768,9.001,95.00,27.600
2289,2024-02-17T16:00:00,1.676,2.860,5.551,7.524,102.00,27.550
2290,2024-02-17T16:30:00,1.660,3.030,5.678,8.149,94.00,27.550
2291,2024-02-17T17:00:00,1.627,2.809,5.577,9.348,97.00,27.550
2292,2024-02-17T17:30:00,1.618,2.430,5.681,8.949,97.00,27.550
2293,2024-02-17T18:00:00,1.680,3.080,5.737,10.238,92.00,27.500
2294,2024-02-17T18:30:00,1.634,2.860,5.548,8.198,94.00,27.500
2295,2024-02-17T19:00:00,1.589,2.640,5.551,8.470,87.00,27.450
2296,2024-02-17T19:30:00,1.630,2.840,5.655,7.902,91.00,27.450
2297,2024-02-17T20:00:00,1.611,2.430,5.732,9.721,95.00,27.400
2298,2024-02-17T20:30:00,1.585,2.730,5.741,8.202,87.00,27.400
2299,2024-02-17T21:00:00,1.614,3.390,5.614,9.727,88.00,27.400
2300,2024-02-17T21:30:00,1.628,2.630,5.452,8.160,88.00,27.400
2301,2024-02-17T22:00:00,1.653,2.860,5.684,8.545,90.00,27.350
2302,2024-02-17T22:30:00,1.597,2.870,5.445,10.242,92.00,27.350
2303,2024-02-17T23:00:00,1.612,2.450,5.814,8.897,95.00,27.350
2304,2024-02-17T23:30:00,1.769,3.020,5.724,9.318,104.00,27.300
2305,2024-02-18T00:00:00,1.719,3.200,5.611,6.975,91.00,27.300
2306,2024-02-18T00:30:00,1.685,2.990,5.656,8.207,85.00,27.300
2307,2024-02-18T01:00:00,1.831,3.100,6.189,9.874,95.00,27.300
2308,2024-02-18T01:30:00,1.841,2.860,6.194,10.208,95.00,27.300
2309,2024-02-18T02:00:00,1.758,3.250,5.870,10.105,91.00,27.300
2310,2024-02-18T02:30:00,1.753,2.710,5.962,10.025,91.00,27.250
2311,2024-02-18T03:00:00,1.709,2.990,5.687,7.267,95.00,27.250
2312,2024-02-18T03:30:00,1.775,3.010,6.164,10.222,95.00,27.250
2313,2024-02-18T04:00:00,1.653,2.800,5.853,9.119,101.00,27.250
2314,2024-02-18T04:30:00,1.715,3.120,5.776,9.746,95.00,27.250
2315,2024-02-18T05:00:00,1.798,2.610,6.022,9.410,91.00,27.200
2316,2024-02-18T05:30:00,1.701,2.880,5.802,9.476,92.00,27.200
2317,2024-02-18T06:00:00,1.789,2.855,5.765,8.209,99.00,27.200
2318,2024-02-18T06:30:00,1.643,2.720,5.534,10.278,94.00,27.200
2319,2024-02-18T07:00:00,1.653,2.990,5.756,8.957,99.00,27.200
2320,2024-02-18T07:30:00,1.628,2.690,5.408,9.737,88.00,27.200
2321,2024-02-18T08:00:00,1.565,2.900,5.534,9.808,90.00,27.250
2322,2024-02-18T08:30:00,1.497,2.050,5.388,8.690,98.00,27.250
2323,2024-02-18T09:00:00,1.513,2.830,5.772,10.099,91.00,27.250
2324,2024-02-18T09:30:00,1.526,2.502,5.637,10.202,102.00,27.250
2325,2024-02-18T10:00:00,1.539,2.570,5.692,10.278,90.00,27.250
2326,2024-02-18T10:30:00,1.509,2.869,5.616,7.278,88.00,27.300
2327,2024-02-18T11:00:00,1.449,2.500,5.154,9.741,101.00,27.350
2328,2024-02-18T11:30:00,1.582,2.470,5.774,10.158,99.00,27.350
2329,2024-02-18T12:00:00,1.476,2.750,5.792,9.776,90.00,27.450
2330,2024-02-18T12:30:00,1.505,2.200,5.820,10.164,85.00,27.450
2331,2024-02-18T13:00:00,1.533,3.150,5.998,10.766,97.00,27.450
2332,2024-02-18T13:30:00,1.566,2.770,5.835,10.620,101.00,27.450
2333,2024-02-18T14:00:00,1.460,2.630,5.769,10.853,92.00,27.500
2334,2024-02-18T14:30:00,1.369,2.290,5.310,10.672,98.00,27.500
2335,2024-02-18T15:00:00,1.303,2.460,5.549,10.725,99.00,27.500
2336,2024-02-18T15:30:00,1.380,2.370,5.466,7.572,99.00,27.500
2337,2024-02-18T16:00:00,1.437,2.360,5.665,10.166,91.00,27.500
2338,2024-02-18T16:30:00,1.424,2.340,5.789,10.755,92.00,27.500
2339,2024-02-18T17:00:00,1.301,2.130,5.671,10.785,94.00,27.500
2340,2024-02-18T17:30:00,1.301,2.360,5.713,9.760,97.00,27.500
2341,2024-02-18T18:00:00,1.305,2.930,5.643,10.236,97.00,27.450
2342,2024-02-18T18:30:00,1.269,2.240,5.621,9.988,99.00,27.450
2343,2024-02-18T19:00:00,1.299,2.170,5.555,10.272,105.00,27.450
2344,2024-02-18T19:30:00,1.278,2.280,5.461,9.474,98.00,27.450
2345,2024-02-18T20:00:00,1.311,2.080,5.530,9.911,101.00,27.450
2346,2024-02-18T20:30:00,1.253,1.980,5.338,9.772,102.00,27.400
2347,2024-02-18T21:00:00,1.273,2.150,5.333,10.364,92.00,27.400
2348,2024-02-18T21:30:00,1.308,2.550,5.458,10.201,97.00,27.350
2349,2024-02-18T22:00:00,1.409,2.270,5.601,10.331,99.00,27.350
2350,2024-02-18T22:30:00,1.411,2.300,5.624,9.742,95.00,27.350
2351,2024-02-18T23:00:00,1.501,2.390,6.232,9.898,92.00,27.300
2352,2024-02-18T23:30:00,1.397,2.130,5.711,10.170,95.00,27.300
2353,2024-02-19T00:00:00,1.495,2.517,5.794,10.166,95.00,27.250
2354,2024-02-19T00:30:00,1.393,2.090,5.610,9.798,94.00,27.250
2355,2024-02-19T01:00:00,1.567,2.750,5.993,8.599,88.00,27.250
2356,2024-02-19T01:30:00,1.466,2.230,5.824,10.105,85.00,27.250
2357,2024-02-19T02:00:00,1.551,2.860,6.059,9.871,88.00,27.200
2358,2024-02-19T02:30:00,1.449,2.530,5.895,10.334,88.00,27.200
2359,2024-02-19T03:00:00,1.427,2.760,5.711,9.873,87.00,27.200
2360,2024-02-19T03:30:00,1.452,2.150,5.915,10.639,91.00,27.200
2361,2024-02-19T04:00:00,1.449,2.530,5.938,10.472,85.00,27.150
2362,2024-02-19T04:30:00,1.549,2.520,6.074,10.204,85.00,27.150
2363,2024-02-19T05:00:00,1.411,2.130,5.978,10.778,92.00,27.200
2364,2024-02-19T05:30:00,1.643,2.430,6.583,10.269,87.00,27.150
2365,2024-02-19T06:00:00,1.490,2.460,5.954,9.978,84.00,27.150
2366,2024-02-19T06:30:00,1.548,2.670,6.207,10.442,87.00,27.150
2367,2024-02-19T07:00:00,1.485,2.230,6.081,10.724,91.00,27.100
2368,2024-02-19T07:30:00,1.596,2.460,6.357,10.723,87.00,27.150
2369,2024-02-19T08:00:00,1.516,2.280,6.371,10.662,87.00,27.150
2370,2024-02-19T08:30:00,1.459,2.240,6.161,10.698,84.00,27.150
2371,2024-02-19T09:00:00,1.498,2.320,6.244,9.925,94.00,27.200
2372,2024-02-19T09:30:00,1.459,2.440,6.044,10.283,95.00,27.250
2373,2024-02-19T10:00:00,1.419,2.320,5.949,10.518,87.00,27.300
2374,2024-02-19T10:30:00,1.441,2.670,6.108,11.250,85.00,27.350
2375,2024-02-19T11:00:00,1.399,2.190,5.879,10.702,81.00,27.400
2376,2024-02-19T11:30:00,1.477,2.530,6.353,10.388,88.00,27.400
2377,2024-02-19T12:00:00,1.419,2.330,6.268,10.814,90.00,27.500
2378,2024-02-19T12:30:00,1.307,1.890,5.976,10.549,81.00,27.550
2379,2024-02-19T13:00:00,1.394,2.400,6.293,10.998,87.00,27.600
2380,2024-02-19T13:30:00,1.281,2.250,6.036,10.252,90.00,27.650
2381,2024-02-19T14:00:00,1.198,1.950,5.786,10.158,97.00,27.800
2382,2024-02-19T14:30:00,1.395,2.170,6.482,10.424,94.00,27.800
2383,2024-02-19T15:00:00,1.163,2.000,6.050,9.870,98.00,27.800
2384,2024-02-19T15:30:00,1.276,2.060,5.959,10.249,98.00,27.800
2385,2024-02-19T16:00:00,1.240,2.120,5.918,10.244,101.00,27.700
2386,2024-02-19T16:30:00,1.278,1.910,6.279,9.990,105.00,27.650
2387,2024-02-19T17:00:00,1.341,2.400,6.117,10.365,90.00,27.650
2388,2024-02-19T17:30:00,1.247,2.270,6.033,10.799,98.00,27.650
2389,2024-02-19T18:00:00,1.270,1.930,6.397,10.500,95.00,27.650
2390,2024-02-19T18:30:00,1.348,2.720,6.181,9.855,94.00,27.600
2391,2024-02-19T19:00:00,1.223,1.850,5.864,10.447,106.00,27.550
2392,2024-02-19T19:30:00,1.415,2.490,6.534,9.911,92.00,27.550
2393,2024-02-19T20:00:00,1.252,2.070,5.848,10.810,99.00,27.500
2394,2024-02-19T20:30:00,1.216,2.020,5.860,11.344,92.00,27.500
2395,2024-02-19T21:00:00,1.238,2.380,5.706,9.841,90.00,27.450
2396,2024-02-19T21:30:00,1.306,2.350,5.766,10.777,97.00,27.450
2397,2024-02-19T22:00:00,1.216,2.100,5.743,10.862,88.00,27.400
2398,2024-02-19T22:30:00,1.278,2.020,6.116,10.255,91.00,27.400
2399,2024-02-19T23:00:00,1.365,2.340,5.965,10.770,87.00,27.400
2400,2024-02-19T23:30:00,1.342,2.260,6.156,10.298,91.00,27.400
2401,2024-02-20T00:00:00,1.382,2.700,6.279,9.957,92.00,27.400
2402,2024-02-20T00:30:00,1.406,2.630,6.016,10.727,94.00,27.350
2403,2024-02-20T01:00:00,1.395,2.210,6.059,10.542,91.00,27.350
2404,2024-02-20T01:30:00,1.329,2.530,6.065,9.837,94.00,27.350
2405,2024-02-20T02:00:00,1.333,2.170,6.274,10.404,97.00,27.300
2406,2024-02-20T02:30:00,1.321,1.910,5.989,9.740,97.00,27.300
2407,2024-02-20T03:00:00,1.480,2.540,6.311,9.996,94.00,27.300
2408,2024-02-20T03:30:00,1.320,2.620,6.114,11.068,101.00,27.300
2409,2024-02-20T04:00:00,1.456,2.960,6.242,10.526,94.00,27.300
2410,2024-02-20T04:30:00,1.373,2.080,6.058,10.562,92.00,27.300
2411,2024-02-20T05:00:00,1.417,2.390,6.061,10.886,95.00,27.300
2412,2024-02-20T05:30:00,1.413,2.170,6.430,10.316,94.00,27.250
2413,2024-02-20T06:00:00,1.445,2.700,6.582,10.363,99.00,27.250
2414,2024-02-20T06:30:00,1.254,1.947,6.334,10.738,98.00,27.250
2415,2024-02-20T07:00:00,1.318,2.750,6.074,10.480,98.00,27.250
2416,2024-02-20T07:30:00,1.294,1.990,6.015,10.893,99.00,27.300
2417,2024-02-20T08:00:00,1.314,2.070,6.028,10.688,95.00,27.250
2418,2024-02-20T08:30:00,1.389,2.120,6.750,10.955,92.00,27.250
2419,2024-02-20T09:00:00,1.269,2.250,6.274,10.702,97.00,27.250
2420,2024-02-20T09:30:00,1.397,2.360,6.332,10.212,90.00,27.250
2421,2024-02-20T10:00:00,1.275,2.150,6.122,11.315,104.00,27.200
2422,2024-02-20T10:30:00,1.371,1.950,6.631,11.075,84.00,27.150
2423,2024-02-20T11:00:00,1.298,2.400,6.136,11.435,80.00,27.150
2424,2024-02-20T11:30:00,1.224,1.840,6.868,10.718,81.00,27.300
2425,2024-02-20T12:00:00,1.316,2.170,6.686,10.871,78.00,27.400
2426,2024-02-20T12:30:00,1.257,2.620,6.568,11.198,88.00,27.350
2427,2024-02-20T13:00:00,1.262,2.010,6.545,10.797,70.00,27.400
2428,2024-02-20T13:30:00,1.300,2.240,6.759,10.944,78.00,27.450
2429,2024-02-20T14:00:00,1.221,1.970,6.717,10.256,78.00,27.450
2430,2024-02-20T14:30:00,1.291,2.410,6.553,11.314,75.00,27.450
2431,2024-02-20T15:00:00,1.194,1.810,6.401,11.301,90.00,27.400
2432,2024-02-20T15:30:00,1.295,1.860,6.830,10.745,81.00,27.450
2433,2024-02-20T16:00:00,1.216,2.130,6.103,10.516,85.00,27.350
2434,2024-02-20T16:30:00,1.184,1.960,6.034,10.629,83.00,27.350
2435,2024-02-20T17:00:00,1.169,2.510,6.090,10.819,92.00,27.300
2436,2024-02-20T17:30:00,1.072,1.970,5.878,10.765,95.00,27.300
2437,2024-02-20T18:00:00,1.127,1.950,6.000,10.852,98.00,27.300
2438,2024-02-20T18:30:00,1.162,1.910,5.991,10.885,101.00,27.250
2439,2024-02-20T19:00:00,1.065,1.810,5.607,10.844,98.00,27.250
2440,2024-02-20T19:30:00,1.159,2.390,6.154,11.371,109.00,27.250
2441,2024-02-20T20:00:00,1.155,1.780,6.001,10.337,88.00,27.250
2442,2024-02-20T20:30:00,1.182,2.020,6.544,10.706,94.00,27.200
2443,2024-02-20T21:00:00,1.157,2.030,6.255,11.150,99.00,27.200
2444,2024-02-20T21:30:00,1.128,1.670,6.011,10.870,97.00,27.200
2445,2024-02-20T22:00:00,1.169,1.860,6.418,10.864,84.00,27.200
2446,2024-02-20T22:30:00,1.191,1.980,6.889,10.779,91.00,27.150
2447,2024-02-20T23:00:00,1.325,2.560,7.009,11.036,91.00,27.100
2448,2024-02-20T23:30:00,1.275,2.000,6.645,10.763,88.00,27.100
2449,2024-02-21T00:00:00,1.304,2.030,6.781,10.335,90.00,27.100
2450,2024-02-21T00:30:00,1.442,2.310,7.716,10.477,92.00,27.150
2451,2024-02-21T01:00:00,1.262,2.110,6.784,11.142,97.00,27.100
2452,2024-02-21T01:30:00,1.338,2.400,7.115,10.366,88.00,27.100
2453,2024-02-21T02:00:00,1.508,2.320,7.316,10.799,92.00,27.050
