_id,Date/Time (AEST),Hs (m),Hmax (m),Tz (s),Tp (s),Peak Direction (degrees),SST (degrees C)
3555,2024-03-15T01:00:00,1.843,3.030,7.198,10.850,85.00,26.800
3556,2024-03-15T01:30:00,1.783,2.990,6.919,11.461,91.00,26.800
3557,2024-03-15T02:00:00,1.789,2.790,7.038,11.217,90.00,26.750
3558,2024-03-15T02:30:00,1.753,2.680,6.761,11.322,88.00,26.750
3559,2024-03-15T03:00:00,1.593,2.620,6.982,11.481,84.00,26.750
3560,2024-03-15T03:30:00,1.641,2.780,6.820,11.288,97.00,26.750
3561,2024-03-15T04:00:00,1.642,2.560,6.736,10.792,98.00,26.750
3562,2024-03-15T04:30:00,1.619,2.600,6.624,11.111,87.00,26.750
3563,2024-03-15T05:00:00,1.599,2.770,6.707,10.329,104.00,26.700
3564,2024-03-15T05:30:00,1.477,2.690,6.424,11.293,95.00,26.700
3565,2024-03-15T06:00:00,1.570,2.600,6.407,10.842,92.00,26.700
3566,2024-03-15T06:30:00,1.642,3.000,6.458,10.864,90.00,26.700
3567,2024-03-15T07:00:00,1.724,3.100,6.689,8.185,78.00,26.700
3568,2024-03-15T07:30:00,1.633,2.480,6.356,10.315,91.00,26.700
3569,2024-03-15T08:00:00,1.690,2.380,6.700,10.736,98.00,26.700
3570,2024-03-15T08:30:00,1.697,3.280,6.722,10.601,91.00,26.750
3571,2024-03-15T09:00:00,1.653,3.000,6.226,10.411,80.00,26.750
3572,2024-03-15T09:30:00,1.479,2.700,5.774,7.844,74.00,26.750
3573,2024-03-15T10:00:00,1.669,2.810,6.396,10.596,88.00,26.750
3574,2024-03-15T10:30:00,1.584,2.660,6.192,10.726,83.00,26.800
3575,2024-03-15T11:00:00,1.594,2.570,5.821,10.736,104.00,26.800
3576,2024-03-15T11:30:00,1.433,2.200,5.758,8.962,84.00,26.800
3577,2024-03-15T12:00:00,1.512,2.610,5.905,10.447,71.00,26.850
3578,2024-03-15T12:30:00,1.487,2.650,5.941,9.435,87.00,26.850
3579,2024-03-15T13:00:00,1.603,2.450,6.373,9.808,87.00,26.850
3580,2024-03-15T13:30:00,1.558,2.640,6.363,10.765,78.00,26.900
3581,2024-03-15T14:00:00,1.417,2.210,5.801,9.391,94.00,26.900
3582,2024-03-15T14:30:00,1.509,2.340,5.934,9.690,74.00,26.950
3583,2024-03-15T15:00:00,1.443,2.440,5.438,9.833,74.00,26.950
3584,2024-03-15T15:30:00,1.487,2.330,5.529,10.173,78.00,26.950
3585,2024-03-15T16:00:00,1.487,2.480,5.274,9.689,73.00,26.900
3586,2024-03-15T16:30:00,1.737,2.539,5.326,8.193,90.00,26.850
3587,2024-03-15T17:00:00,1.720,2.616,5.076,5.347,132.00,26.850
3588,2024-03-15T17:30:00,1.871,2.910,5.384,5.769,136.00,26.800
3589,2024-03-15T18:00:00,1.930,3.110,5.297,5.807,135.00,26.800
3590,2024-03-15T18:30:00,1.918,3.560,5.489,5.631,125.00,26.800
3591,2024-03-15T19:00:00,1.945,3.215,5.483,6.031,128.00,26.750
3592,2024-03-15T19:30:00,1.945,2.840,5.195,5.793,132.00,26.750
3593,2024-03-15T20:00:00,2.011,3.272,5.502,10.284,144.00,26.750
3594,2024-03-15T20:30:00,1.978,3.329,5.226,10.167,84.00,26.700
3595,2024-03-15T21:00:00,2.049,3.490,5.485,5.947,83.00,26.700
3596,2024-03-15T21:30:00,2.083,4.240,5.535,6.826,139.00,26.700
3597,2024-03-15T22:00:00,2.025,3.247,5.247,5.818,126.00,26.700
3598,2024-03-15T22:30:00,2.135,3.540,5.530,5.934,135.00,26.700
3599,2024-03-15T23:00:00,2.107,3.310,5.643,5.765,135.00,26.650
3600,2024-03-15T23:30:00,2.198,4.308,5.593,6.345,120.00,26.650
3601,2024-03-16T00:00:00,2.228,3.863,5.529,5.782,125.00,26.600
3602,2024-03-16T00:30:00,2.231,3.643,5.384,7.373,130.00,26.600
3603,2024-03-16T01:00:00,2.226,4.020,5.666,7.043,137.00,26.550
3604,2024-03-16T01:30:00,2.188,3.447,5.565,7.309,129.00,26.550
3605,2024-03-16T02:00:00,2.197,3.380,5.574,5.973,118.00,26.500
3606,2024-03-16T02:30:00,2.205,3.632,5.531,7.274,120.00,26.500
3607,2024-03-16T03:00:00,2.220,4.099,5.668,6.983,123.00,26.450
3608,2024-03-16T03:30:00,2.148,3.739,5.657,7.826,108.00,26.450
3609,2024-03-16T04:00:00,2.157,3.710,5.914,7.869,108.00,26.450
3610,2024-03-16T04:30:00,2.231,3.520,5.618,8.515,115.00,26.400
3611,2024-03-16T05:00:00,2.210,3.780,5.716,9.749,87.00,26.400
3612,2024-03-16T05:30:00,2.289,4.253,5.973,8.195,105.00,26.350
3613,2024-03-16T06:00:00,2.259,3.310,5.710,8.895,102.00,26.350
3614,2024-03-16T06:30:00,2.215,3.442,5.600,9.368,105.00,26.350
3615,2024-03-16T07:00:00,2.234,3.500,5.776,9.306,108.00,26.350
3616,2024-03-16T07:30:00,2.153,4.367,5.525,6.865,102.00,26.350
3617,2024-03-16T08:00:00,2.053,3.190,5.764,8.596,104.00,26.350
3618,2024-03-16T08:30:00,2.243,4.600,5.999,9.677,101.00,26.300
3619,2024-03-16T09:00:00,2.049,3.450,5.891,9.304,102.00,26.350
3620,2024-03-16T09:30:00,2.156,3.440,5.825,9.025,106.00,26.350
3621,2024-03-16T10:00:00,2.147,3.620,5.671,10.198,105.00,26.400
3622,2024-03-16T10:30:00,1.994,3.070,5.770,9.865,108.00,26.400
3623,2024-03-16T11:00:00,2.087,3.187,5.696,10.700,113.00,26.400
3624,2024-03-16T11:30:00,2.070,3.620,6.289,10.801,113.00,26.450
3625,2024-03-16T12:00:00,2.059,3.180,5.986,10.382,119.00,26.500
3626,2024-03-16T12:30:00,2.023,4.130,5.655,10.146,120.00,26.500
3627,2024-03-16T13:00:00,2.234,3.550,6.373,10.743,112.00,26.550
3628,2024-03-16T13:30:00,1.998,3.110,5.826,10.127,106.00,26.550
3629,2024-03-16T14:00:00,1.973,3.670,5.647,10.869,108.00,26.600
3630,2024-03-16T14:30:00,2.051,3.096,5.653,10.396,97.00,26.600
3631,2024-03-16T15:00:00,2.047,3.800,5.735,8.904,109.00,26.600
3632,2024-03-16T15:30:00,2.220,3.500,6.287,10.690,115.00,26.600
3633,2024-03-16T16:00:00,2.165,3.080,6.043,10.103,120.00,26.600
3634,2024-03-16T16:30:00,2.084,3.680,5.582,9.706,106.00,26.600
3635,2024-03-16T17:00:00,2.178,3.610,5.955,10.728,108.00,26.600
3636,2024-03-16T17:30:00,2.057,3.141,5.592,10.963,111.00,26.550
3637,2024-03-16T18:00:00,1.953,3.068,5.626,10.761,118.00,26.550
3638,2024-03-16T18:30:00,2.019,3.270,5.733,10.913,111.00,26.550
3639,2024-03-16T19:00:00,2.010,3.010,6.130,11.934,105.00,26.550
3640,2024-03-16T19:30:00,2.074,3.460,6.115,10.278,116.00,26.550
3641,2024-03-16T20:00:00,1.992,3.120,6.075,8.179,119.00,26.550
3642,2024-03-16T20:30:00,1.922,3.360,5.749,11.535,112.00,26.550
3643,2024-03-16T21:00:00,1.994,3.000,5.845,11.457,101.00,26.550
3644,2024-03-16T21:30:00,2.080,3.380,6.364,11.371,113.00,26.500
3645,2024-03-16T22:00:00,2.115,3.540,6.001,11.052,111.00,26.550
3646,2024-03-16T22:30:00,2.049,3.720,5.930,10.871,119.00,26.500
3647,2024-03-16T23:00:00,1.966,3.410,5.838,10.735,118.00,26.500
3648,2024-03-16T23:30:00,1.769,2.730,5.723,11.054,118.00,26.550
3649,2024-03-17T00:00:00,1.846,2.690,5.819,10.440,112.00,26.500
3650,2024-03-17T00:30:00,1.817,2.870,6.024,11.034,122.00,26.500
3651,2024-03-17T01:00:00,2.010,3.200,6.308,10.851,105.00,26.500
3652,2024-03-17T01:30:00,1.777,2.650,5.869,7.507,116.00,26.500
3653,2024-03-17T02:00:00,1.828,3.160,5.870,8.921,108.00,26.500
3654,2024-03-17T02:30:00,1.829,3.050,5.700,8.663,99.00,26.450
3655,2024-03-17T03:00:00,1.934,3.060,5.871,7.826,113.00,26.500
3656,2024-03-17T03:30:00,1.914,2.970,5.924,10.857,116.00,26.450
3657,2024-03-17T04:00:00,1.798,2.890,5.829,9.285,112.00,26.450
3658,2024-03-17T04:30:00,1.782,2.940,6.015,9.334,111.00,26.400
3659,2024-03-17T05:00:00,1.772,2.840,5.560,8.862,122.00,26.350
3660,2024-03-17T05:30:00,1.767,3.020,5.601,9.136,111.00,26.300
3661,2024-03-17T06:00:00,1.775,3.320,5.644,9.354,112.00,26.250
3662,2024-03-17T06:30:00,1.799,3.270,5.866,8.183,113.00,26.250
3663,2024-03-17T07:00:00,1.753,2.890,5.951,8.192,104.00,26.300
3664,2024-03-17T07:30:00,1.746,3.040,5.915,7.983,105.00,26.350
3665,2024-03-17T08:00:00,1.723,3.250,5.743,9.413,104.00,26.400
3666,2024-03-17T08:30:00,1.681,2.750,5.923,8.200,102.00,26.450
3667,2024-03-17T09:00:00,1.799,2.890,5.896,9.389,104.00,26.450
3668,2024-03-17T09:30:00,1.828,3.060,6.096,9.610,116.00,26.500
3669,2024-03-17T10:00:00,1.689,2.730,5.942,9.306,112.00,26.500
3670,2024-03-17T10:30:00,1.579,2.400,5.687,8.136,108.00,26.550
3671,2024-03-17T11:00:00,1.591,3.030,5.960,9.710,113.00,26.600
3672,2024-03-17T11:30:00,1.566,2.550,5.925,8.554,104.00,26.650
3673,2024-03-17T12:00:00,1.604,2.890,6.103,8.919,115.00,26.650
3674,2024-03-17T12:30:00,1.695,2.960,6.137,9.387,106.00,26.700
3675,2024-03-17T13:00:00,1.653,2.490,6.090,8.514,111.00,26.700
3676,2024-03-17T13:30:00,1.582,2.560,6.292,8.941,105.00,26.750
3677,2024-03-17T14:00:00,1.563,3.160,6.130,8.949,109.00,26.800
3678,2024-03-17T14:30:00,1.569,2.420,6.156,8.937,105.00,26.800
3679,2024-03-17T15:00:00,1.588,2.570,6.266,8.187,90.00,26.850
3680,2024-03-17T15:30:00,1.534,3.100,6.113,7.575,99.00,26.850
3681,2024-03-17T16:00:00,1.653,3.020,6.470,9.248,109.00,26.800
3682,2024-03-17T16:30:00,1.548,3.120,6.113,9.305,106.00,26.800
3683,2024-03-17T17:00:00,1.692,2.940,6.463,9.751,118.00,26.800
3684,2024-03-17T17:30:00,1.540,2.630,6.411,9.299,125.00,26.750
3685,2024-03-17T18:00:00,1.652,2.600,6.437,7.878,104.00,26.700
3686,2024-03-17T18:30:00,1.654,2.950,6.362,8.198,99.00,26.700
3687,2024-03-17T19:00:00,1.701,3.070,6.025,8.562,101.00,26.650
3688,2024-03-17T19:30:00,1.801,2.810,5.877,8.816,113.00,26.700
3689,2024-03-17T20:00:00,1.887,3.400,5.994,8.159,95.00,26.650
3690,2024-03-17T20:30:00,1.984,2.780,6.283,9.743,104.00,26.650
3691,2024-03-17T21:00:00,2.031,4.160,6.144,9.218,95.00,26.650
3692,2024-03-17T21:30:00,1.861,2.790,6.047,8.527,99.00,26.650
3693,2024-03-17T22:00:00,1.831,2.610,6.443,8.913,101.00,26.600
3694,2024-03-17T22:30:00,1.810,2.810,6.278,9.203,98.00,26.600
3695,2024-03-17T23:00:00,2.014,3.710,6.730,9.038,97.00,26.650
3696,2024-03-17T23:30:00,2.036,3.120,6.707,9.604,102.00,26.600
3697,2024-03-18T00:00:00,2.098,3.320,6.849,9.023,104.00,26.300
3698,2024-03-18T00:30:00,1.981,3.310,7.075,8.917,104.00,25.900
3699,2024-03-18T01:00:00,2.011,3.570,7.039,9.228,98.00,25.700
3700,2024-03-18T01:30:00,1.991,3.260,7.031,9.313,98.00,25.500
3701,2024-03-18T02:00:00,1.854,3.430,6.485,9.304,97.00,26.050
3702,2024-03-18T02:30:00,1.943,3.480,6.634,9.336,102.00,26.200
3703,2024-03-18T03:00:00,1.886,3.640,6.572,8.771,108.00,26.250
3704,2024-03-18T03:30:00,1.824,2.980,6.884,8.960,95.00,26.450
3705,2024-03-18T04:00:00,1.988,3.630,6.578,9.159,102.00,26.450
3706,2024-03-18T04:30:00,1.894,3.350,6.075,9.247,101.00,26.500
3707,2024-03-18T05:00:00,1.850,3.610,6.071,9.246,104.00,26.500
3708,2024-03-18T05:30:00,1.815,3.130,6.367,8.791,105.00,26.500
3709,2024-03-18T06:00:00,1.875,2.880,6.819,9.095,97.00,26.500
3710,2024-03-18T06:30:00,1.890,3.060,7.007,9.177,85.00,26.500
3711,2024-03-18T07:00:00,2.007,3.260,6.955,8.896,95.00,26.450
3712,2024-03-18T07:30:00,1.970,3.280,6.970,8.631,90.00,26.450
3713,2024-03-18T08:00:00,1.882,2.970,6.822,8.493,90.00,26.450
3714,2024-03-18T08:30:00,1.806,2.890,6.625,8.532,95.00,26.450
3715,2024-03-18T09:00:00,1.904,2.860,6.943,8.946,98.00,26.450
3716,2024-03-18T09:30:00,1.686,3.060,6.725,8.896,97.00,26.450
3717,2024-03-18T10:00:00,1.663,2.750,6.927,8.499,87.00,26.450
3718,2024-03-18T10:30:00,1.676,3.430,6.755,8.558,90.00,26.500
3719,2024-03-18T11:00:00,1.907,3.070,7.305,14.836,94.00,26.550
3720,2024-03-18T11:30:00,1.753,2.720,6.923,8.920,122.00,26.600
3721,2024-03-18T12:00:00,1.713,2.700,6.790,15.949,87.00,26.650
3722,2024-03-18T12:30:00,1.633,2.510,7.017,8.721,118.00,26.700
3723,2024-03-18T13:00:00,1.654,2.810,6.514,8.569,81.00,26.750
3724,2024-03-18T13:30:00,1.621,2.810,6.680,8.546,91.00,26.800
3725,2024-03-18T14:00:00,1.640,2.640,6.782,8.203,91.00,26.850
3726,2024-03-18T14:30:00,1.648,2.520,6.374,8.509,126.00,26.900
3727,2024-03-18T15:00:00,1.655,2.600,6.758,8.508,84.00,26.900
3728,2024-03-18T15:30:00,1.654,2.750,6.733,8.829,81.00,26.900
3729,2024-03-18T16:00:00,1.501,2.760,6.383,8.604,126.00,26.900
3730,2024-03-18T16:30:00,1.639,2.530,6.919,8.866,85.00,26.800
3731,2024-03-18T17:00:00,1.501,2.160,6.689,8.164,81.00,26.750
3732,2024-03-18T17:30:00,1.544,2.550,7.264,8.726,90.00,26.700
3733,2024-03-18T18:00:00,1.492,2.310,6.963,7.857,87.00,26.700
3734,2024-03-18T18:30:00,1.570,2.420,6.885,15.920,84.00,26.700
3735,2024-03-18T19:00:00,1.453,2.170,7.011,8.587,88.00,26.650
3736,2024-03-18T19:30:00,1.566,2.190,7.153,8.639,88.00,26.650
3737,2024-03-18T20:00:00,1.440,2.480,6.804,8.861,81.00,26.650
3738,2024-03-18T20:30:00,1.367,2.130,6.544,9.018,94.00,26.650
3739,2024-03-18T21:00:00,1.496,2.490,7.086,15.996,98.00,26.600
3740,2024-03-18T21:30:00,1.557,2.330,7.128,8.688,122.00,26.600
3741,2024-03-18T22:00:00,1.479,2.240,6.792,8.379,125.00,26.600
3742,2024-03-18T22:30:00,1.461,2.150,6.722,8.427,101.00,26.550
3743,2024-03-18T23:00:00,1.505,2.400,6.953,8.822,92.00,26.600
3744,2024-03-18T23:30:00,1.477,2.510,6.631,8.241,129.00,26.600
3745,2024-03-19T00:00:00,1.493,2.670,6.278,9.106,87.00,26.650
3746,2024-03-19T00:30:00,1.602,3.230,6.690,8.598,91.00,26.600
3747,2024-03-19T01:00:00,1.652,2.390,7.003,8.881,95.00,26.600
3748,2024-03-19T01:30:00,1.600,2.550,6.157,9.294,102.00,26.500
3749,2024-03-19T02:00:00,1.706,3.480,6.737,8.824,98.00,26.450
3750,2024-03-19T02:30:00,1.611,2.460,6.023,8.518,95.00,26.400
3751,2024-03-19T03:00:00,1.777,3.000,6.285,8.594,104.00,26.350
3752,2024-03-19T03:30:00,1.687,2.450,6.141,8.553,98.00,26.400
3753,2024-03-19T04:00:00,1.759,3.090,6.280,8.530,98.00,26.350
3754,2024-03-19T04:30:00,1.779,2.930,6.482,9.167,104.00,26.250
3755,2024-03-19T05:00:00,1.728,2.860,6.271,8.527,98.00,26.200
3756,2024-03-19T05:30:00,1.704,2.680,6.617,8.512,98.00,26.000
3757,2024-03-19T06:00:00,1.752,2.500,7.110,8.873,95.00,25.950
3758,2024-03-19T06:30:00,1.626,2.490,6.825,7.589,94.00,25.950
3759,2024-03-19T07:00:00,1.709,2.520,6.977,8.767,118.00,25.900
3760,2024-03-19T07:30:00,1.539,2.250,6.736,8.533,88.00,25.950
3761,2024-03-19T08:00:00,1.547,2.700,6.139,8.684,109.00,25.950
3762,2024-03-19T08:30:00,1.722,2.700,6.804,8.623,80.00,26.000
3763,2024-03-19T09:00:00,1.561,2.350,6.648,7.942,85.00,26.000
3764,2024-03-19T09:30:00,1.425,2.620,6.179,8.532,120.00,26.050
3765,2024-03-19T10:00:00,1.636,2.550,6.212,8.244,80.00,26.150
3766,2024-03-19T10:30:00,1.689,3.060,6.712,7.875,85.00,26.150
3767,2024-03-19T11:00:00,1.561,2.620,6.293,7.934,87.00,26.150
3768,2024-03-19T11:30:00,1.473,2.490,6.346,8.212,90.00,26.150
3769,2024-03-19T12:00:00,1.496,3.100,6.245,8.882,88.00,26.050
3770,2024-03-19T12:30:00,1.454,2.330,6.678,7.887,78.00,26.000
3771,2024-03-19T13:00:00,1.496,2.190,7.042,8.314,90.00,26.000
3772,2024-03-19T13:30:00,1.358,1.970,6.396,7.299,80.00,26.050
3773,2024-03-19T14:00:00,1.496,2.660,6.508,8.446,70.00,26.050
3774,2024-03-19T14:30:00,1.544,2.480,6.089,8.190,67.00,26.100
3775,2024-03-19T15:00:00,1.480,2.380,6.606,8.195,71.00,26.100
3776,2024-03-19T15:30:00,1.486,2.760,6.171,8.938,70.00,26.100
3777,2024-03-19T16:00:00,1.537,2.530,6.482,8.301,87.00,26.050
3778,2024-03-19T16:30:00,1.589,2.340,6.630,8.847,77.00,26.050
3779,2024-03-19T17:00:00,1.511,2.710,6.552,7.997,88.00,26.050
3780,2024-03-19T17:30:00,1.662,2.870,6.854,8.564,80.00,26.050
3781,2024-03-19T18:00:00,1.503,2.720,6.380,8.777,85.00,26.100
3782,2024-03-19T18:30:00,1.535,2.490,6.441,8.183,97.00,26.150
3783,2024-03-19T19:00:00,1.610,2.680,6.768,8.603,88.00,26.200
3784,2024-03-19T19:30:00,1.480,2.140,6.479,8.876,132.00,26.200
3785,2024-03-19T20:00:00,1.566,2.530,7.004,8.861,92.00,26.200
3786,2024-03-19T20:30:00,1.568,2.300,6.399,8.885,98.00,26.200
3787,2024-03-19T21:00:00,1.496,2.860,6.310,8.580,85.00,26.150
3788,2024-03-19T21:30:00,1.452,2.650,6.171,8.812,92.00,26.200
3789,2024-03-19T22:00:00,1.574,2.450,6.345,8.153,128.00,26.200
3790,2024-03-19T22:30:00,1.640,2.570,6.575,8.777,88.00,26.200
3791,2024-03-19T23:00:00,1.524,2.700,6.385,8.924,90.00,26.200
3792,2024-03-19T23:30:00,1.589,2.520,6.365,8.130,91.00,26.200
3793,2024-03-20T00:00:00,1.508,2.580,6.033,7.789,98.00,26.200
3794,2024-03-20T00:30:00,1.744,2.790,6.383,8.604,90.00,26.150
3795,2024-03-20T01:00:00,1.635,2.600,6.448,8.324,95.00,26.050
3796,2024-03-20T01:30:00,1.529,2.730,6.407,8.369,90.00,26.050
3797,2024-03-20T02:00:00,1.674,3.140,6.462,8.475,85.00,26.050
3798,2024-03-20T02:30:00,1.697,2.710,6.525,8.788,94.00,26.050
3799,2024-03-20T03:00:00,1.610,2.670,6.274,8.412,88.00,26.050
3800,2024-03-20T03:30:00,1.564,2.440,6.365,8.814,95.00,26.050
3801,2024-03-20T04:00:00,1.600,2.940,6.336,8.910,87.00,26.050
3802,2024-03-20T04:30:00,1.624,2.560,6.448,8.994,85.00,26.000
3803,2024-03-20T05:00:00,1.703,3.630,6.361,9.670,84.00,26.000
3804,2024-03-20T05:30:00,1.649,2.910,6.332,8.906,95.00,26.000
3805,2024-03-20T06:00:00,1.741,2.980,6.746,8.895,95.00,25.950
3806,2024-03-20T06:30:00,1.792,2.650,6.818,9.318,94.00,26.000
3807,2024-03-20T07:00:00,1.824,3.030,6.661,9.042,90.00,26.000
3808,2024-03-20T07:30:00,1.655,3.020,6.746,9.099,83.00,26.000
3809,2024-03-20T08:00:00,1.860,2.630,6.879,9.243,85.00,26.000
3810,2024-03-20T08:30:00,1.710,2.840,6.551,9.280,85.00,26.000
3811,2024-03-20T09:00:00,1.858,2.810,6.837,8.839,83.00,26.050
3812,2024-03-20T09:30:00,1.847,3.030,6.939,9.184,92.00,26.050
3813,2024-03-20T10:00:00,1.622,2.360,6.441,8.915,95.00,26.100
3814,2024-03-20T10:30:00,1.717,2.760,6.254,8.890,81.00,26.150
3815,2024-03-20T11:00:00,1.573,2.570,6.049,8.739,94.00,26.200
3816,2024-03-20T11:30:00,1.562,2.720,6.184,8.908,90.00,26.200
3817,2024-03-20T12:00:00,1.658,2.710,6.213,9.263,80.00,26.250
3818,2024-03-20T12:30:00,1.531,2.490,6.073,9.251,85.00,26.250
3819,2024-03-20T13:00:00,1.558,2.400,6.248,8.993,78.00,26.250
3820,2024-03-20T13:30:00,1.560,2.340,6.252,9.127,84.00,26.250
3821,2024-03-20T14:00:00,1.520,2.260,6.424,9.144,84.00,26.250
3822,2024-03-20T14:30:00,1.577,3.050,6.215,8.898,78.00,26.350
3823,2024-03-20T15:00:00,1.535,2.320,6.221,8.903,81.00,26.450
3824,2024-03-20T15:30:00,1.576,2.280,6.202,8.933,87.00,26.400
3825,2024-03-20T16:00:00,1.623,2.520,6.476,8.678,91.00,26.450
3826,2024-03-20T16:30:00,1.538,2.710,6.400,9.227,95.00,26.400
3827,2024-03-20T17:00:00,1.421,2.220,6.240,8.781,94.00,26.400
3828,2024-03-20T17:30:00,1.376,2.400,6.144,8.887,95.00,26.350
3829,2024-03-20T18:00:00,1.363,2.150,6.100,8.135,95.00,26.400
3830,2024-03-20T18:30:00,1.464,2.050,6.322,8.872,84.00,26.400
3831,2024-03-20T19:00:00,1.334,2.150,6.278,8.548,101.00,26.450
3832,2024-03-20T19:30:00,1.457,2.280,6.395,8.814,92.00,26.700
3833,2024-03-20T20:00:00,1.385,2.090,6.169,8.626,94.00,26.650
3834,2024-03-20T20:30:00,1.417,2.450,6.503,8.587,92.00,26.600
3835,2024-03-20T21:00:00,1.458,2.140,6.251,8.892,97.00,26.600
3836,2024-03-20T21:30:00,1.609,2.680,6.537,9.295,99.00,26.600
3837,2024-03-20T22:00:00,1.598,2.850,6.547,8.594,97.00,26.550
3838,2024-03-20T22:30:00,1.818,3.200,7.079,9.237,95.00,26.550
3839,2024-03-20T23:00:00,1.662,3.670,6.342,9.624,102.00,26.550
3840,2024-03-20T23:30:00,1.802,3.730,6.642,8.864,105.00,26.550
3841,2024-03-21T00:00:00,1.659,2.350,6.607,9.730,97.00,26.550
3842,2024-03-21T00:30:00,1.925,3.430,7.134,10.258,98.00,26.450
3843,2024-03-21T01:00:00,1.864,3.230,6.915,9.001,101.00,26.500
3844,2024-03-21T01:30:00,1.948,2.760,7.410,10.176,105.00,26.500
3845,2024-03-21T02:00:00,1.953,3.300,7.116,10.179,102.00,26.550
3846,2024-03-21T02:30:00,1.861,2.920,7.035,10.246,102.00,26.550
3847,2024-03-21T03:00:00,1.786,3.660,6.688,9.678,97.00,26.550
3848,2024-03-21T03:30:00,1.844,4.340,6.946,9.765,101.00,26.550
3849,2024-03-21T04:00:00,1.756,2.920,6.545,9.375,99.00,26.550
3850,2024-03-21T04:30:00,1.776,2.800,6.736,9.776,94.00,26.550
3851,2024-03-21T05:00:00,1.934,3.190,7.137,9.814,95.00,26.500
3852,2024-03-21T05:30:00,2.014,3.210,7.016,10.305,98.00,26.450
3853,2024-03-21T06:00:00,1.873,3.000,6.323,9.464,90.00,26.400
3854,2024-03-21T06:30:00,1.846,2.720,6.354,10.655,94.00,26.400
3855,2024-03-21T07:00:00,1.956,2.790,6.462,10.210,84.00,26.400
3856,2024-03-21T07:30:00,1.754,3.200,5.994,10.256,88.00,26.400
3857,2024-03-21T08:00:00,1.910,3.370,5.995,10.267,84.00,26.400
3858,2024-03-21T08:30:00,1.794,2.850,5.861,9.331,80.00,26.350
3859,2024-03-21T09:00:00,1.885,3.030,6.066,10.641,87.00,26.350
3860,2024-03-21T09:30:00,1.918,3.130,5.883,9.474,83.00,26.400
3861,2024-03-21T10:00:00,1.826,3.130,5.695,9.841,74.00,26.350
3862,2024-03-21T10:30:00,2.006,3.140,6.127,10.251,87.00,26.400
3863,2024-03-21T11:00:00,1.877,2.840,5.503,9.670,74.00,26.400
3864,2024-03-21T11:30:00,2.090,3.754,5.601,10.201,84.00,26.400
3865,2024-03-21T12:00:00,2.100,3.580,5.481,9.848,78.00,26.450
3866,2024-03-21T12:30:00,2.103,3.190,5.217,5.407,68.00,26.400
3867,2024-03-21T13:00:00,2.200,3.920,5.387,10.248,87.00,26.350
3868,2024-03-21T13:30:00,2.404,4.010,5.710,10.114,71.00,26.350
3869,2024-03-21T14:00:00,2.411,4.490,5.728,10.199,85.00,26.300
3870,2024-03-21T14:30:00,2.473,3.755,5.508,5.847,85.00,26.300
3871,2024-03-21T15:00:00,2.416,5.284,5.511,6.176,87.00,26.250
3872,2024-03-21T15:30:00,2.527,3.947,5.727,7.226,87.00,26.250
3873,2024-03-21T16:00:00,2.809,4.358,6.251,7.029,120.00,26.200
3874,2024-03-21T16:30:00,2.772,4.732,6.016,7.279,126.00,26.250
3875,2024-03-21T17:00:00,2.519,4.440,5.777,5.974,135.00,26.200
3876,2024-03-21T17:30:00,2.556,4.244,5.635,10.303,101.00,26.250
3877,2024-03-21T18:00:00,2.454,3.560,5.727,6.608,120.00,26.250
3878,2024-03-21T18:30:00,2.405,3.828,6.040,6.558,126.00,26.200
3879,2024-03-21T19:00:00,2.254,3.340,5.799,8.508,95.00,26.200
3880,2024-03-21T19:30:00,2.241,3.783,6.001,10.281,142.00,26.200
3881,2024-03-21T20:00:00,2.178,3.738,5.629,10.618,98.00,26.200
3882,2024-03-21T20:30:00,2.378,4.775,5.803,8.900,90.00,26.150
3883,2024-03-21T21:00:00,2.257,3.680,5.505,9.834,84.00,26.150
3884,2024-03-21T21:30:00,2.476,3.646,5.899,7.016,75.00,26.150
3885,2024-03-21T22:00:00,2.481,5.020,5.638,7.245,129.00,26.100
3886,2024-03-21T22:30:00,2.616,4.108,6.071,6.931,85.00,26.100
3887,2024-03-21T23:00:00,2.592,4.271,6.071,6.760,87.00,26.050
3888,2024-03-21T23:30:00,2.407,3.531,5.770,9.682,98.00,26.050
3889,2024-03-22T00:00:00,2.507,4.177,6.004,10.300,88.00,26.050
3890,2024-03-22T00:30:00,2.595,4.317,5.815,10.231,102.00,26.050
3891,2024-03-22T01:00:00,2.638,3.904,6.094,9.603,83.00,26.050
3892,2024-03-22T01:30:00,2.653,4.290,6.185,10.647,108.00,26.050
3893,2024-03-22T02:00:00,2.411,3.624,5.815,9.066,105.00,26.050
3894,2024-03-22T02:30:00,2.511,4.181,6.136,10.271,111.00,26.050
3895,2024-03-22T03:00:00,2.557,4.137,6.121,9.759,102.00,26.050
3896,2024-03-22T03:30:00,2.418,4.560,6.069,10.615,116.00,26.050
3897,2024-03-22T04:00:00,2.520,4.059,6.292,10.762,109.00,26.050
3898,2024-03-22T04:30:00,2.331,3.790,5.598,9.826,116.00,26.050
3899,2024-03-22T05:00:00,2.317,3.745,6.162,10.975,109.00,26.050
3900,2024-03-22T05:30:00,2.307,4.090,5.796,6.798,116.00,26.050
3901,2024-03-22T06:00:00,2.442,4.170,5.910,10.425,92.00,26.050
3902,2024-03-22T06:30:00,2.263,3.632,5.637,9.990,104.00,26.050
